key,0,1
13,"TEXT_CMNFSTALPHALEVELUP_00018_GLADIATOR_UNLOCK_SUCCESS","Du hast nun die Fertigkeit des Schwertkampfes erlernt. Lege ein Schwert in deiner Haupthand an, um den Gladiator in dir zu entfesseln."
14,"TEXT_CMNFSTALPHALEVELUP_00018_RETAINER_UNQUALIFIED","Um diesen Segen zu empfangen, musst du zunächst deinen Scharfsinn unter Beweis stellen, indem du eine Prüfung abschließt, die als „<Sheet(Quest,IntegerParameter(1),QUEST_NAME)/>“ bekannt ist."
15,"TEXT_CMNFSTALPHALEVELUP_00018_RETAINER_ALREADY_UNLOCKED","Dieser Segen wurde dir bereits gewährt. Reise zurück nach Alt-Gridania und sprich mit Parnell in der Schattenlaube, um einen Gehilfen anzuheuern."
16,"TEXT_CMNFSTALPHALEVELUP_00018_RETAINER_UNLOCK_SUCCESS","Es ist dir nun gestattet, einen Gehilfen anzuheuern. Reise dazu zurück nach Alt-Gridania und sprich mit Parnell in der Schattenlaube."
17,"TEXT_CMNFSTALPHALEVELUP_00018_GRAND_COMPANY_UNQUALIFIED","Um diesen Segen zu empfangen, musst du zunächst deine Treue unter Beweis stellen, indem du eine Prüfung abschließt, die als „<Sheet(Quest,IntegerParameter(1),QUEST_NAME)/>“ bekannt ist."
18,"TEXT_CMNFSTALPHALEVELUP_00018_GRAND_COMPANY_ALREADY_UNLOCKED","Dieser Segen wurde dir bereits gewährt. Begib dich ins Abaton der Bruderschaft in Neu-Gridania und sprich mit Fulke, um dich der Bruderschaft der Morgenviper anzuschließen."
19,"TEXT_CMNFSTALPHALEVELUP_00018_GRAND_COMPANY_UNLOCK_SUCCESS","Du kannst dich nun Gridanias Staatlicher Ge<SoftHyphen/>sell<SoftHyphen/>schaft, der Bruderschaft der Morgenviper, anschließen. Begib dich ins Abaton der Bruderschaft in Neu-Gridania und sprich mit Fulke, um die nötigen Vor<SoftHyphen/>bereitungen zu treffen."
20,"TEXT_CMNFSTALPHALEVELUP_00018_LEVEL_UP_TO_15_ALREADY","Deine Stufe kann nicht weiter angehoben werden. Du hast Stufe 15 bereits erreicht."
21,"TEXT_CMNFSTALPHALEVELUP_00018_LEVEL_UP_TO_15_UNQUALIFIED","Um diesen Segen zu empfangen, musst du zunächst deine Stärke unter Beweis stellen, indem du eine Prüfung abschließt, die als „<Sheet(Quest,IntegerParameter(1),QUEST_NAME)/>“ bekannt ist."
22,"TEXT_CMNFSTALPHALEVELUP_00018_LEVEL_UP_TO_15_UNQUALIFIED2","Außerdem darfst du in keiner Klasse der Krieger oder Magier Stufe 15 erreicht haben."
23,"TEXT_CMNFSTALPHALEVELUP_00018_LEVEL_UP_TO_29_ALREADY","Du hast bereits Stufe 29 erreicht."
24,"TEXT_CMNFSTALPHALEVELUP_00018_LEVEL_UP_TO_29_UNQUALIFIED","Um diesen Segen freizuschalten, musst du erst den Dungeon „<Sheet(InstanceContent,IntegerParameter(1),3)/>“ erfolgreich abgeschlossen haben."
25,"TEXT_CMNFSTALPHALEVELUP_00018_LEVEL_UP_TO_29_UNQUALIFIED2","Außerdem musst du in einer Klasse der Krieger oder Magier mindestens Stufe 26 erreicht haben."
26,"TEXT_CMNFSTALPHALEVELUP_00018_BUDDY_ALREADY_UNLOCKED","Dein Chocobo kämpft bereits als Mitstreiter an deiner Seite."
27,"TEXT_CMNFSTALPHALEVELUP_00018_BUDDY_UNQUALIFIED","Die Voraus<SoftHyphen/>setzungen, um deinen Chocobo zu einem Mitstreiter zu machen, sind nicht gegeben. Du musst einen persönlichen Chocobo besitzen und einer Staatlichen Ge<SoftHyphen/>sell<SoftHyphen/>schaft angehören."
28,"TEXT_CMNFSTALPHALEVELUP_00018_BUDDY_UNLOCK_SUCCESS","Gratuliere! Dein Chocobo wird fortan als getreuer Mitstreiter an deiner Seite kämpfen."
29,"TEXT_CMNFSTALPHALEVELUP_00018_MY_CHOCOBO_RENAME_UNQUALIFIED","Die Voraus<SoftHyphen/>setzungen, um deinem Chocobo einen neuen Namen zu geben, sind nicht gegeben. Du musst einen persönlichen Chocobo besitzen und einer Staatlichen Ge<SoftHyphen/>sell<SoftHyphen/>schaft angehören."
30,"TEXT_CMNFSTALPHALEVELUP_00018_MY_CHOCOBO_RENAME_UNQUALIFIED_2","Außerdem darf der Chocobo nicht präsent sein."
31,"TEXT_CMNFSTALPHALEVELUP_00018_PROMPT_MY_CHOCOBO_RENAME_TITLE","Bitte gib den neuen Namen ein."
32,"TEXT_CMNFSTALPHALEVELUP_00018_PROMPT_MY_CHOCOBO_RENAME_CAPTION","Neuer Name des Chocobos"
33,"TEXT_CMNFSTALPHALEVELUP_00018_PROMPT_MY_CHOCOBO_RENAME_MES0","Der Name darf 2 bis 20 Buchstaben enthalten."
34,"TEXT_CMNFSTALPHALEVELUP_00018_PROMPT_MY_CHOCOBO_RENAME_MES1",""
35,"TEXT_CMNFSTALPHALEVELUP_00018_PROMPT_MY_CHOCOBO_RENAME_MES2",""
36,"TEXT_CMNFSTALPHALEVELUP_00018_PROMPT_MY_CHOCOBO_RENAME_SUCCESS","Der Name deines Chocobos wurde zu <Highlight>StringParameter(1)</Highlight> geändert."
37,"TEXT_CMNFSTALPHALEVELUP_00018_LV30_ACTION_REWARD_ALREADY","Du hast das <Sheet(ClassJob,IntegerParameter(1),0)/>-Kommando bereits in deinem Repertoire."
38,"TEXT_CMNFSTALPHALEVELUP_00018_LV30_ACTION_REWARD_UNQUALIFIED","Um das <Sheet(ClassJob,IntegerParameter(2),0)/>-Kommando zu erhalten, musst du den Auftrag „<Sheet(Quest,IntegerParameter(1),QUEST_NAME)/>“ abgeschlossen haben."
39,"TEXT_CMNFSTALPHALEVELUP_00018_LV30_ACTION_REWARD_UNQUALIFIED_2","Außerdem musst du mindestens Stufe 30 erreicht haben."
40,"TEXT_CMNFSTALPHALEVELUP_00018_LV30_ACTION_REWARD_UNQUALIFIED_3","Um diesen Segen freizuspielen, musst du entweder eine Krieger- oder eine Magierklasse ausüben."
