key,0,1,2,3,4,5,6,7,8
53,76304,1,6,4,0,True,False,False,"Flagge von Ishgard"
54,76305,1,6,5,0,True,False,False,"Flagge von Ala Mhigo"
55,76306,1,6,6,0,True,False,False,"Flagge von Kugane"
56,76307,1,6,7,0,True,False,False,"Flagge von Doma"
57,76308,1,6,8,0,True,False,False,"Flagge von Crystarium"
58,76309,1,6,9,0,True,False,False,"Flagge von Eulmore"
59,76310,1,6,10,0,True,False,False,"Flagge von Bozja"
60,76651,1,3,1,0,True,True,True,"Neutrale Miene"
61,76652,1,3,2,0,True,True,True,"Lächelnd"
62,76653,1,3,3,0,True,True,True,"Grinsend"
63,76654,1,3,4,0,True,True,True,"Zwinkernd"
64,0,0,0,0,0,False,False,False,""
65,76656,1,3,5,0,True,True,True,"Zuversichtlich"
66,76657,1,3,6,0,True,True,True,"Siegessicher"
67,76658,1,3,7,0,True,True,True,"Augen zu"
68,76659,1,3,8,0,True,True,True,"Sprachlos"
69,76660,1,3,9,0,True,True,True,"Alarmiert"
70,76661,1,3,10,0,True,True,True,"Mund kräuseln"
71,76662,1,3,11,0,True,True,True,"Ernst"
72,76663,1,3,12,0,True,True,True,"Sanftmütig"
73,76664,1,3,13,0,True,True,True,"Zufrieden"
74,76665,1,3,14,0,True,True,True,"Feist grinsend"
75,76666,1,3,15,0,True,True,True,"In sich gekehrt"
76,0,0,0,0,0,False,False,False,""
77,0,0,0,0,0,False,False,False,""
78,0,0,0,0,0,False,False,False,""
79,0,0,0,0,0,False,False,False,""
80,0,0,0,0,0,False,False,False,""
81,0,0,0,0,0,False,False,False,""
82,0,0,0,0,0,False,False,False,""
83,0,0,0,0,0,False,False,False,""
84,0,0,0,0,0,False,False,False,""
85,0,0,0,0,0,False,False,False,""
86,0,0,0,0,0,False,False,False,""
87,0,0,0,0,0,False,False,False,""
88,0,0,0,0,0,False,False,False,""
89,0,0,0,0,0,False,False,False,""
90,76601,1,7,1,0,True,False,False,"Ausrufezeichen"
91,76602,1,7,2,0,True,False,False,"Fragezeichen"
92,76603,1,7,3,0,True,False,False,"Interrobang 1"
93,76604,1,7,4,0,True,False,False,"Interrobang 2"
94,76605,1,7,5,0,True,False,False,"Ellipse"
95,0,0,0,0,0,False,False,False,""
96,0,0,0,0,0,False,False,False,""
97,0,0,0,0,0,False,False,False,""
98,0,0,0,0,0,False,False,False,""
99,0,0,0,0,0,False,False,False,""
100,0,0,0,0,0,False,False,False,""
101,0,0,0,0,0,False,False,False,""
102,0,0,0,0,0,False,False,False,""
103,0,0,0,0,0,False,False,False,""
104,0,0,0,0,0,False,False,False,""
105,0,0,0,0,0,False,False,False,""
106,0,0,0,0,0,False,False,False,""
107,0,0,0,0,0,False,False,False,""
108,0,0,0,0,0,False,False,False,""
109,0,0,0,0,0,False,False,False,""
110,76551,1,2,1,0,True,True,True,"Sprechblase: normal"
111,76552,1,2,2,0,True,True,True,"Denkblase"
112,76553,1,2,3,0,True,True,True,"Sprechblase: laut"
113,0,0,0,0,0,False,False,False,""
114,0,0,0,0,0,False,False,False,""
115,0,0,0,0,0,False,False,False,""
116,0,0,0,0,0,False,False,False,""
117,0,0,0,0,0,False,False,False,""
118,0,0,0,0,0,False,False,False,""
119,0,0,0,0,0,False,False,False,""
120,0,0,0,0,0,False,False,False,""
121,0,0,0,0,0,False,False,False,""
122,0,0,0,0,0,False,False,False,""
123,0,0,0,0,0,False,False,False,""
124,0,0,0,0,0,False,False,False,""
125,0,0,0,0,0,False,False,False,""
126,0,0,0,0,0,False,False,False,""
127,0,0,0,0,0,False,False,False,""
128,0,0,0,0,0,False,False,False,""
129,0,0,0,0,0,False,False,False,""
130,76401,1,9,2,0,True,True,True,"Funkeln 1 "
131,76402,1,9,43,0,True,True,True,"Herz "
132,76403,1,9,21,0,True,True,True,"Blendenfleck "
133,76404,1,9,61,0,True,True,True,"Tierspur "
134,76451,1,9,1,0,True,True,True,"Funkeln 1 "
135,76452,1,9,110,0,True,True,True,"Sonnenbrille"
136,76453,1,9,42,0,True,True,True,"Herz "
137,76454,1,9,20,0,True,True,True,"Blendenfleck "
138,76455,1,9,111,0,True,True,True,"Lippen"
139,76456,1,9,60,0,True,True,True,"Tierspur "
140,76457,1,9,100,0,True,True,True,"Pfeil"
141,76410,1,9,31,0,True,True,True,"Dreieck "
142,76411,1,9,33,0,True,True,True,"Viereck "
143,76409,1,9,35,0,True,True,True,"Pentagon "
144,76405,1,9,45,0,True,True,True,"Blume "
145,76408,1,9,41,0,True,True,True,"Bokeh "
146,76406,1,9,51,0,True,True,True,"Musiknote 1 "
147,76407,1,9,52,0,True,True,True,"Musiknote 2  "
148,76459,1,9,50,0,True,True,True,"Musiknote "
149,76462,1,9,30,0,True,True,True,"Dreieck "
150,76463,1,9,32,0,True,True,True,"Viereck "
151,76461,1,9,34,0,True,True,True,"Pentagon "
152,76458,1,9,44,0,True,True,True,"Blume "
153,76460,1,9,40,0,True,True,True,"Bokeh "
154,76464,1,9,3,0,True,True,True,"Funkeln 2 "
155,76412,1,9,4,0,True,True,True,"Funkeln 2 "
156,76465,1,9,5,0,True,True,True,"Funkeln 3 "
157,76413,1,9,6,0,True,True,True,"Funkeln 3 "
158,76466,1,9,7,0,True,True,True,"Funkeln 4 "
159,76414,1,9,8,0,True,True,True,"Funkeln 4 "
160,76415,1,9,53,0,True,True,True,"Stern"
161,76467,1,9,90,0,True,True,True,"Konfetti"
162,0,0,0,0,0,False,False,False,""
163,0,0,0,0,0,False,False,False,""
164,0,0,0,0,0,False,False,False,""
165,0,0,0,0,0,False,False,False,""
166,0,0,0,0,0,False,False,False,""
167,0,0,0,0,0,False,False,False,""
168,0,0,0,0,0,False,False,False,""
169,0,0,0,0,0,False,False,False,""
170,76851,1,8,1,0,True,True,True,"Fleisch-Miqo'Kebab"
171,76852,1,8,2,0,True,True,True,"Grill-Antilope"
172,76853,1,8,3,0,True,True,True,"Dodo-Omelett"
173,76854,1,8,4,0,True,True,True,"Spiegelei"
174,76855,1,8,5,0,True,True,True,"Gegrillte Forelle"
175,76856,1,8,6,0,True,True,True,"Thunfisch-Miqo'Kebab"
176,76857,1,8,7,0,True,True,True,"Pastinaksalat"
177,76858,1,8,8,0,True,True,True,"Pilz-Miqo'Kebab"
178,76859,1,8,9,0,True,True,True,"Fladenbrot"
179,76860,1,8,10,0,True,True,True,"Brezel"
180,76861,1,8,11,0,True,True,True,"Ritterbrot"
181,76862,1,8,12,0,True,True,True,"Eiersandwich à la Bismarck"
182,76863,1,8,13,0,True,True,True,"Apfeltörtchen"
183,76864,1,8,14,0,True,True,True,"Erbsensuppe"
184,76865,1,8,15,0,True,True,True,"Ingwerkeks"
185,76866,1,8,16,0,True,True,True,"Schokoherz"
186,76867,1,8,17,0,True,True,True,"Kürbiskeks"
187,76868,1,8,18,0,True,True,True,"Orangensaft"
188,76869,1,8,19,0,True,True,True,"Glühtee"
189,76870,1,8,20,0,True,True,True,"Fisch im Teigmantel"
190,76871,1,8,21,0,True,True,True,"Quiche Ishgarder Art"
191,76872,1,8,22,0,True,True,True,"Baguette"
192,0,0,0,0,0,False,False,False,""
193,0,0,0,0,0,False,False,False,""
194,0,0,0,0,0,False,False,False,""
195,0,0,0,0,0,False,False,False,""
196,0,0,0,0,0,False,False,False,""
197,0,0,0,0,0,False,False,False,""
198,0,0,0,0,0,False,False,False,""
199,0,0,0,0,0,False,False,False,""
200,0,0,0,0,0,False,False,False,""
201,0,0,0,0,0,False,False,False,""
202,0,0,0,0,0,False,False,False,""
203,0,0,0,0,0,False,False,False,""
204,0,0,0,0,0,False,False,False,""
205,0,0,0,0,0,False,False,False,""
206,0,0,0,0,0,False,False,False,""
207,0,0,0,0,0,False,False,False,""
208,0,0,0,0,0,False,False,False,""
209,0,0,0,0,0,False,False,False,""
210,0,0,0,0,0,False,False,False,""
211,0,0,0,0,0,False,False,False,""
212,0,0,0,0,0,False,False,False,""
213,0,0,0,0,0,False,False,False,""
214,0,0,0,0,0,False,False,False,""
215,0,0,0,0,0,False,False,False,""
216,0,0,0,0,0,False,False,False,""
217,0,0,0,0,0,False,False,False,""
218,0,0,0,0,0,False,False,False,""
219,0,0,0,0,0,False,False,False,""
220,0,0,0,0,0,False,False,False,""
221,76701,1,1,53,0,True,True,True,"Marionette Nr. 001"
222,76702,1,1,1,0,True,True,True,"Chocobo-Küken"
223,76703,1,1,3,0,True,True,True,"Kirschbomber"
224,76704,1,1,4,0,True,True,True,"Baby-Behemoth"
225,76705,1,1,5,0,True,True,True,"Morbol-Knolle"
226,76706,1,1,8,0,True,True,True,"Staubhäschen"
227,76707,1,1,9,0,True,True,True,"Kaktorfigur"
228,76708,1,1,10,0,True,True,True,"Mini-Krabbe"
229,76709,1,1,20,0,True,True,True,"Baby-Goobbue"
230,76710,1,1,21,0,True,True,True,"Dämonenwürfel"
231,76711,1,1,57,0,True,True,True,"Zeigerhändchen"
232,76712,1,1,46,0,True,True,True,"Qiqirn-Stofftier"
233,76713,1,1,11,0,True,True,True,"Wolfshundwelpe"
234,76714,1,1,6,0,True,True,True,"Mini-Coeurl"
235,76715,1,1,7,0,True,True,True,"Tomberry-Stofftier"
236,76716,1,1,58,0,True,True,True,"Emsiger Besen"
237,76717,1,1,2,0,True,True,True,"Mogry-Stofftier"
238,76718,1,1,32,0,True,True,True,"Nussfresser"
239,76719,1,1,33,0,True,True,True,"Dicke Katze"
240,76720,1,1,59,0,True,True,True,"Flusskobold"
241,76721,1,1,56,0,True,True,True,"Begleitmodul"
242,76722,1,1,27,0,True,True,True,"Paissa-Fratz"
243,76723,1,1,28,0,True,True,True,"Korpokkur-Pflänzchen"
244,76724,1,1,39,0,True,True,True,"Obskurer Otter"
245,76725,1,1,47,0,True,True,True,"Aufzieh-Namazuo"
246,76726,1,1,49,0,True,True,True,"Khloe-Puppe"
247,76727,1,1,36,0,True,True,True,"Mameshiba"
248,76728,1,1,37,0,True,True,True,"Kleine Schlange von Ronka"
249,76729,1,1,48,0,True,True,True,"Riesenbiber"
250,76730,1,1,40,0,True,True,True,"Haikrieger"
251,76731,1,1,54,0,True,True,True,"Cait Sith-Puppe"
252,76732,1,1,42,0,True,True,True,"Blaues Vögelchen"
253,76733,1,1,12,0,True,True,True,"Dodo-Küken"
254,76734,1,1,19,0,True,True,True,"Apkallu-Küken"
255,76735,1,1,22,0,True,True,True,"Schäfchen"
256,76736,1,1,13,0,True,True,True,"Kindragora"
257,76737,1,1,23,0,True,True,True,"Schnatterfauler Kolibri"
258,76738,1,1,24,0,True,True,True,"Sukkubus-Puppe"
259,76739,1,1,50,0,True,True,True,"Aufzieh-Gilgamesch"
260,76740,1,1,14,0,True,True,True,"Prinz Zwiebel"
261,76741,1,1,15,0,True,True,True,"Ritter Aubergine"
262,76742,1,1,16,0,True,True,True,"Sir Knoblauch"
263,76743,1,1,17,0,True,True,True,"König Tomate"
264,76744,1,1,18,0,True,True,True,"Königin Mandragora"
265,76745,1,1,52,0,True,True,True,"Aufzieh-Ultros"
266,76746,1,1,51,0,True,True,True,"Enkidu"
267,76747,1,1,25,0,True,True,True,"Mini-Atomos"
268,76748,1,1,26,0,True,True,True,"Geira-Kätzchen"
269,76749,1,1,34,0,True,True,True,"Rotpanda-Stofftier"
270,76750,1,1,43,0,True,True,True,"Pinguinprinz"
271,76751,1,1,60,0,True,True,True,"Ferkelchen"
272,76752,1,1,29,0,True,True,True,"Frischling"
273,76753,1,1,44,0,True,True,True,"Straßenspatz"
274,76754,1,1,55,0,True,True,True,"Aufzieh-Chimära"
275,76755,1,1,30,0,True,True,True,"Schnee-Korpokkur"
276,76756,1,1,35,0,True,True,True,"Fuchswelpe"
277,76757,1,1,45,0,True,True,True,"Schuhschnäbelchen"
278,76758,1,1,31,0,True,True,True,"Mini-Quiexie"
279,76759,1,1,38,0,True,True,True,"Sandfuchs"
280,76760,1,1,41,0,True,True,True,"Mehr Momora Mora!!!"
281,0,0,0,0,0,False,False,False,""
282,0,0,0,0,0,False,False,False,""
283,0,0,0,0,0,False,False,False,""
284,0,0,0,0,0,False,False,False,""
285,0,0,0,0,0,False,False,False,""
286,0,0,0,0,0,False,False,False,""
287,0,0,0,0,0,False,False,False,""
288,0,0,0,0,0,False,False,False,""
289,0,0,0,0,0,False,False,False,""
290,0,0,0,0,0,False,False,False,""
291,0,0,0,0,0,False,False,False,""
292,0,0,0,0,0,False,False,False,""
293,0,0,0,0,0,False,False,False,""
294,0,0,0,0,0,False,False,False,""
295,0,0,0,0,0,False,False,False,""
296,0,0,0,0,0,False,False,False,""
297,0,0,0,0,0,False,False,False,""
298,0,0,0,0,0,False,False,False,""
299,0,0,0,0,0,False,False,False,""
300,0,0,0,0,0,False,False,False,""
301,0,0,0,0,0,False,False,False,""
302,0,0,0,0,0,False,False,False,""
303,0,0,0,0,0,False,False,False,""
304,0,0,0,0,0,False,False,False,""
305,0,0,0,0,0,False,False,False,""
306,0,0,0,0,0,False,False,False,""
307,0,0,0,0,0,False,False,False,""
308,0,0,0,0,0,False,False,False,""
309,0,0,0,0,0,False,False,False,""
310,0,0,0,0,0,False,False,False,""
311,0,0,0,0,0,False,False,False,""
312,0,0,0,0,0,False,False,False,""
313,0,0,0,0,0,False,False,False,""
314,0,0,0,0,0,False,False,False,""
315,0,0,0,0,0,False,False,False,""
316,0,0,0,0,0,False,False,False,""
317,0,0,0,0,0,False,False,False,""
318,0,0,0,0,0,False,False,False,""
319,0,0,0,0,0,False,False,False,""
320,0,0,0,0,0,False,False,False,""
321,0,0,0,0,0,False,False,False,""
322,0,0,0,0,0,False,False,False,""
323,0,0,0,0,0,False,False,False,""
324,0,0,0,0,0,False,False,False,""
325,0,0,0,0,0,False,False,False,""
326,0,0,0,0,0,False,False,False,""
327,0,0,0,0,0,False,False,False,""
328,0,0,0,0,0,False,False,False,""
329,0,0,0,0,0,False,False,False,""
330,0,0,0,0,0,False,False,False,""
331,0,0,0,0,0,False,False,False,""
332,0,0,0,0,0,False,False,False,""
333,0,0,0,0,0,False,False,False,""
334,0,0,0,0,0,False,False,False,""
335,0,0,0,0,0,False,False,False,""
336,0,0,0,0,0,False,False,False,""
337,0,0,0,0,0,False,False,False,""
338,0,0,0,0,0,False,False,False,""
339,0,0,0,0,0,False,False,False,""
340,0,0,0,0,0,False,False,False,""
341,0,0,0,0,0,False,False,False,""
342,0,0,0,0,0,False,False,False,""
343,0,0,0,0,0,False,False,False,""
344,0,0,0,0,0,False,False,False,""
345,0,0,0,0,0,False,False,False,""
346,0,0,0,0,0,False,False,False,""
347,0,0,0,0,0,False,False,False,""
348,0,0,0,0,0,False,False,False,""
349,0,0,0,0,0,False,False,False,""
350,0,0,0,0,0,False,False,False,""
351,0,0,0,0,0,False,False,False,""
352,0,0,0,0,0,False,False,False,""
353,0,0,0,0,0,False,False,False,""
354,0,0,0,0,0,False,False,False,""
355,0,0,0,0,0,False,False,False,""
356,0,0,0,0,0,False,False,False,""
357,0,0,0,0,0,False,False,False,""
358,0,0,0,0,0,False,False,False,""
359,0,0,0,0,0,False,False,False,""
360,0,0,0,0,0,False,False,False,""
361,0,0,0,0,0,False,False,False,""
362,0,0,0,0,0,False,False,False,""
363,0,0,0,0,0,False,False,False,""
364,0,0,0,0,0,False,False,False,""
365,0,0,0,0,0,False,False,False,""
366,0,0,0,0,0,False,False,False,""
367,0,0,0,0,0,False,False,False,""
368,0,0,0,0,0,False,False,False,""
369,0,0,0,0,0,False,False,False,""
370,76321,1,23,2,0,True,True,True,"Gridania"
371,76322,1,23,1,0,True,True,True,"Limsa Lominsa"
372,76323,1,23,3,0,True,True,True,"Ul'dah"
373,76324,1,23,4,0,True,True,True,"Ishgard"
374,76325,1,23,5,0,True,True,True,"Ala Mhigo"
375,76326,1,23,6,0,True,True,True,"Kugane"
376,76327,1,23,7,0,True,True,True,"Doma"
377,76328,1,23,8,0,True,True,True,"Crystarium"
378,76329,1,23,9,0,True,True,True,"Eulmore"
379,76330,1,23,10,0,True,True,True,"Bozja"
380,0,0,0,0,0,False,False,False,""
381,0,0,0,0,0,False,False,False,""
382,0,0,0,0,0,False,False,False,""
383,0,0,0,0,0,False,False,False,""
384,0,0,0,0,0,False,False,False,""
385,0,0,0,0,0,False,False,False,""
386,0,0,0,0,0,False,False,False,""
387,0,0,0,0,0,False,False,False,""
388,0,0,0,0,0,False,False,False,""
389,0,0,0,0,0,False,False,False,""
390,0,0,0,0,0,False,False,False,""
391,0,0,0,0,0,False,False,False,""
392,0,0,0,0,0,False,False,False,""
393,0,0,0,0,0,False,False,False,""
394,0,0,0,0,0,False,False,False,""
395,0,0,0,0,0,False,False,False,""
396,0,0,0,0,0,False,False,False,""
397,0,0,0,0,0,False,False,False,""
398,0,0,0,0,0,False,False,False,""
399,0,0,0,0,0,False,False,False,""
400,76873,1,18,1,0,True,True,True,"Heiltrank"
401,76874,1,18,2,0,True,True,True,"Supertrank"
402,76875,1,18,3,0,True,True,True,"Megatrank"
403,76876,1,18,4,0,True,True,True,"Übertrank"
404,76877,1,18,5,0,True,True,True,"Äther"
405,76878,1,18,6,0,True,True,True,"Super-Äther"
406,76879,1,18,7,0,True,True,True,"Mega-Äther"
407,76880,1,18,8,0,True,True,True,"Über-Äther"
408,76881,1,18,9,0,True,True,True,"Elixier"
409,76882,1,18,10,0,True,True,True,"Fantasia"
410,0,0,0,0,0,False,False,False,""
411,0,0,0,0,0,False,False,False,""
412,0,0,0,0,0,False,False,False,""
413,0,0,0,0,0,False,False,False,""
414,0,0,0,0,0,False,False,False,""
415,0,0,0,0,0,False,False,False,""
416,0,0,0,0,0,False,False,False,""
417,0,0,0,0,0,False,False,False,""
418,0,0,0,0,0,False,False,False,""
419,0,0,0,0,0,False,False,False,""
420,0,0,0,0,0,False,False,False,""
421,0,0,0,0,0,False,False,False,""
422,0,0,0,0,0,False,False,False,""
423,0,0,0,0,0,False,False,False,""
424,0,0,0,0,0,False,False,False,""
425,0,0,0,0,0,False,False,False,""
426,0,0,0,0,0,False,False,False,""
427,0,0,0,0,0,False,False,False,""
428,0,0,0,0,0,False,False,False,""
429,0,0,0,0,0,False,False,False,""
430,76351,1,19,1,0,True,True,True,"Hauptauftrag verfügbar"
431,76352,1,19,2,0,True,True,True,"Hauptauftrag aktiv"
432,76353,1,19,3,0,True,True,True,"Hauptauftrag abgeschlossen"
433,76354,1,19,4,0,True,True,True,"Nebenauftrag verfügbar"
434,76355,1,19,5,0,True,True,True,"Nebenauftrag aktiv"
435,76356,1,19,6,0,True,True,True,"Nebenauftrag abgeschlossen"
436,76357,1,19,7,0,True,True,True,"Freischaltauftrag verfügbar"
437,76358,1,19,8,0,True,True,True,"Freischaltauftrag aktiv"
438,76359,1,19,9,0,True,True,True,"Freischaltauftrag abgeschlossen"
439,0,0,0,0,0,False,False,False,""
440,0,0,0,0,0,False,False,False,""
441,0,0,0,0,0,False,False,False,""
442,0,0,0,0,0,False,False,False,""
443,0,0,0,0,0,False,False,False,""
444,0,0,0,0,0,False,False,False,""
445,0,0,0,0,0,False,False,False,""
446,0,0,0,0,0,False,False,False,""
447,0,0,0,0,0,False,False,False,""
448,0,0,0,0,0,False,False,False,""
449,0,0,0,0,0,False,False,False,""
450,0,0,0,0,0,False,False,False,""
451,0,0,0,0,0,False,False,False,""
452,0,0,0,0,0,False,False,False,""
453,0,0,0,0,0,False,False,False,""
454,0,0,0,0,0,False,False,False,""
455,0,0,0,0,0,False,False,False,""
456,0,0,0,0,0,False,False,False,""
457,0,0,0,0,0,False,False,False,""
458,0,0,0,0,0,False,False,False,""
459,0,0,0,0,0,False,False,False,""
460,76615,1,17,1,0,True,True,True,"Schweiß"
461,76606,1,17,2,0,True,True,True,"Panik"
462,76607,1,17,3,0,True,True,True,"Beschwingtheit"
463,76608,1,17,4,0,True,True,True,"Überraschung"
464,76609,1,17,5,0,True,True,True,"Sorge"
465,76610,1,17,6,0,True,True,True,"Seufzen"
466,76611,1,17,7,0,True,True,True,"Einfall"
467,76612,1,17,8,0,True,True,True,"Musiknote"
468,76613,1,17,9,0,True,True,True,"Stern"
469,76614,1,17,10,0,True,True,True,"Schock"
470,0,0,0,0,0,False,False,False,""
471,0,0,0,0,0,False,False,False,""
472,0,0,0,0,0,False,False,False,""
473,0,0,0,0,0,False,False,False,""
474,0,0,0,0,0,False,False,False,""
475,0,0,0,0,0,False,False,False,""
476,0,0,0,0,0,False,False,False,""
477,0,0,0,0,0,False,False,False,""
478,0,0,0,0,0,False,False,False,""
479,0,0,0,0,0,False,False,False,""
480,0,0,0,0,0,False,False,False,""
481,0,0,0,0,0,False,False,False,""
482,0,0,0,0,0,False,False,False,""
483,0,0,0,0,0,False,False,False,""
484,0,0,0,0,0,False,False,False,""
485,0,0,0,0,0,False,False,False,""
486,0,0,0,0,0,False,False,False,""
487,0,0,0,0,0,False,False,False,""
488,0,0,0,0,0,False,False,False,""
489,0,0,0,0,0,False,False,False,""
490,0,0,0,0,0,False,False,False,""
491,0,0,0,0,0,False,False,False,""
492,0,0,0,0,0,False,False,False,""
493,0,0,0,0,0,False,False,False,""
494,0,0,0,0,0,False,False,False,""
495,0,0,0,0,0,False,False,False,""
496,0,0,0,0,0,False,False,False,""
497,0,0,0,0,0,False,False,False,""
498,0,0,0,0,0,False,False,False,""
499,0,0,0,0,0,False,False,False,""
500,76951,1,20,1,0,True,True,True,"Mogry-Stofftier"
501,76952,1,20,2,0,True,True,True,"Dicke Katze"
502,76953,1,20,3,0,True,True,True,"Riesenbiber"
503,76954,1,20,4,0,True,True,True,"Paissa-Fratz"
504,76955,1,20,5,0,True,True,True,"Aufzieh-Namazuo"
505,76956,1,20,6,0,True,True,True,"Chocopummelchen"
506,76957,1,20,7,0,True,True,True,"Staubhäschen"
507,76958,1,20,8,0,True,True,True,"Kaktorfigur"
508,76959,1,20,9,0,True,True,True,"Baby-Goobbue"
509,76960,1,20,10,0,True,True,True,"Peridot-Karfunkel"
510,76961,1,20,11,0,True,True,True,"Obskurer Otter"
511,76962,1,20,12,0,True,True,True,"Kleine Schlange von Ronka"
512,76963,1,20,13,0,True,True,True,"Kirschbomber"
513,76964,1,20,14,0,True,True,True,"Morbol-Knolle"
514,76965,1,20,15,0,True,True,True,"Tomberry-Stofftier"
515,76966,1,20,16,0,True,True,True,"Kindragora"
516,76967,1,20,17,0,True,True,True,"Geira-Kätzchen"
517,76968,1,20,18,0,True,True,True,"Korpokkur-Pflänzchen"
518,76969,1,20,19,0,True,True,True,"Poro Roggo"
519,76970,1,20,20,0,True,True,True,"Schnee-Korpokkur"
520,76971,1,20,21,0,True,True,True,"Nussfresser"
521,76972,1,20,22,0,True,True,True,"Mameshiba"
522,76973,1,20,23,0,True,True,True,"Sandfuchs"
523,76974,1,20,24,0,True,True,True,"Gomashio-Seehund"
524,76975,1,20,25,0,True,True,True,"Haikrieger"
525,76976,1,20,26,0,True,True,True,"Fuath-Puppe"
526,76977,1,20,27,0,True,True,True,"Ferkelchen"
527,0,0,0,0,0,False,False,False,""
528,0,0,0,0,0,False,False,False,""
529,0,0,0,0,0,False,False,False,""
530,76216,1,21,1,120,True,False,False,"<Gui(112)/> Symbol"
531,76201,1,21,2,120,True,False,False,"<Gui(112)/> Weißes Logo"
532,76202,1,21,3,120,True,False,False,"<Gui(112)/> Schwarzes Logo"
533,76203,1,21,4,120,True,False,False,"<Gui(112)/> Weißes Hängebanner"
534,76204,1,21,5,120,True,False,False,"<Gui(112)/> Schwarzes Hängebanner"
535,76205,1,21,6,120,True,False,False,"<Gui(112)/> Vertikales Banner "
536,76206,1,21,7,120,True,False,False,"<Gui(112)/> Horizontales Banner "
537,76208,2,22,1,120,True,False,False,"<Gui(112)/> FAN FESTIVAL 2021"
538,76207,2,22,2,120,True,False,False,"<Gui(112)/> Hashtag"
539,0,0,0,0,0,False,False,False,""
540,0,0,0,0,0,False,False,False,""
541,0,0,0,0,0,False,False,False,""
542,0,0,0,0,0,False,False,False,""
543,0,0,0,0,0,False,False,False,""
544,0,0,0,0,0,False,False,False,""
545,0,0,0,0,0,False,False,False,""
546,0,0,0,0,0,False,False,False,""
547,0,0,0,0,0,False,False,False,""
548,0,0,0,0,0,False,False,False,""
549,0,0,0,0,0,False,False,False,""
550,0,0,0,0,0,False,False,False,""
551,0,0,0,0,0,False,False,False,""
