46,4,"Was fällt dir ein?! Willst du etwa den Schwanz einkneifen und dich leise davonstehlen?"
47,4,"Sehr gut! Das war wirklich beeindruckend! Hier, deine Belohnung!"
48,4,"Sehr gut! Das war wirklich beeindruckend! Hier, deine Belohnung! Ich habe mir erlaubt, sie etwas aufzustocken."
49,4,"Sag mal, strebst du eine Karriere als Pakesel an? Deine Taschen platzen doch schon aus allen Nähten!"
50,4,"Nicht so schnell! Ich verteile doch gerade die Belohnung. Gedulde dich noch einen Moment!"
51,4,"Nur nichts überstürzen! Wartet auf eure Gefährten!"
60,4,"Hallo, du! Ich bin Tiroro von der Aben<SoftHyphen/>teurer<SoftHyphen/>gilde. Meine Aufgabe ist es, Gildengeheiße an mutige Abenteurer zu vergeben."
61,4,"Aber nicht an Einzelgänger, nein, nein! Gildengeheiße sind viel zu gefährlich! Die können nur von mehreren gemeinsam gelöst werden."
62,4,"Nur Leute, die sich blind auf ihre Gefährten verlassen können und füreinander einstehen, haben eine Chance auf Erfolg."
63,4,"Dafür fällt die Belohnung aber auch selbst<SoftHyphen/>verständ<SoftHyphen/>lich entsprechend großzügig aus. Besonders beim ersten Mal, da gibt es nämlich einen Bonus."
64,4,"Hallo, du! Ich bin Tiroro von der Aben<SoftHyphen/>teurer<SoftHyphen/>gilde. Meine Aufgabe ist es, Gildengeheiße an mutige Abenteurer zu vergeben."
65,4,"Du erscheinst mir zwar mutig, aber noch etwas unerfahren. Ich möchte dich nur ungern ins sichere Verderben schicken, also komm bitte wieder, wenn du mehr auf dem Kasten hast."
66,4,"Wie bitte?! Du willst dich verdrücken?! Wie ein feiger Spriggan?!"
67,4,"Es war eine wahre Wonne, euch zuzusehen! Die Belohnung habt ihr euch redlich verdient."
68,4,"Das war ganz große Klasse! Eure Belohnung habt ihr euch redlich verdient und zur Feier des Tages gibt es noch einen dicken Bonus obendrauf!"
69,4,"He, wo willst du das Zeug denn unterbringen?! Du bist ja schon völlig überladen."
70,4,"Jetzt drängle doch nicht so! Warte bitte kurz, bis ich die Belohnung verteilt habe!"
71,4,"Sobald ihr vollzählig seid, kann der Spaß beginnen!"
80,4,"Pssh! Kannzu mal schnellhelfen? Drohen große Fahr! Muzzu Tor aufschließen!"
81,4,"Schlüsseldrehen in Schloss mit Flinkehand!"
82,0,""
100,4,"Hallo, ich bin Sidonia. Ich bin im Auftrag der Aben<SoftHyphen/>teurer<SoftHyphen/>gilde hier. Wir rufen hier regelmäßig waffenfähige Leute der Umgebung zu Gildengeheißen zusammen. Das sind Sondereinsätze, um Gefahren einzudämmen, denen man alleine nicht gewachsen ist. "
101,4,"Ist das dein erstes Gildengeheiß? Du weißt, dass es sich um einen Sondereinsatz handelt, der nur von einer größeren Gruppe fähiger Abenteurer bewältigt werden kann?"
102,4,"Es sind alles besonders heikle und gefährliche Aufgaben, die nur von eingespielten Teams erfüllt werden können."
103,4,"Dafür fällt die Belohnung auch entsprechend hoch aus und beim ersten Erfolg legen wir sogar immer noch etwas drauf."
104,4,"Hallo, ich bin Sidonia. Ich bin im Auftrag der Aben<SoftHyphen/>teurer<SoftHyphen/>gilde hier. Wir rufen hier regelmäßig waffenfähige Leute der Umgebung zu Gildengeheißen zusammen."
105,4,"Aber du scheinst einem solchen Sondereinsatz noch nicht gewachsen zu sein, nicht mal in einer Gruppe. Sammle doch noch etwas Erfahrung hier in der Gegend."
106,4,"Was fällt dir ein? Willst du die Mission etwa abbrechen?"
107,4,"Gut gemacht! Damit hast du dir eine schöne Belohnung verdient."
108,4,"Für diese Meisterleistung gebe ich dir noch einen Bonus obendrauf!"
109,4,"Warte mal. Du hast doch überhaupt keinen Platz im Gepäck. Schichte dein Zeug doch erst mal um, dann geb ich dir die Vergütung."
110,4,"Nicht so hastig! Warte doch wenigstens, bis alle ihre Vergütung bekommen haben."
111,4,"Einen Moment noch, deine Kameraden sind nicht ganz so flott wie du. Warte kurz, bis alle da sind."
120,4,"Alles klar? Ich bin Archimbalt von der Aben<SoftHyphen/>teurer<SoftHyphen/>gilde. Ich hätte Arbeit für dich, wie wär's? Wir organisieren hier regelmäßig Gildengeheiße, das sind Sondereinsätze gegen nicht ganz alltägliche Gefahren."
121,4,"Du hast also im Leben noch nie was von Gildengeheißen gehört. Aha. Man kann nicht alles wissen, stimmt's? Gildengeheiße sind Sondereinsätze, bei denen man alleine keine Chance hat."
122,4,"Ein Gruppenkampf also, verstehst du? Es ist wichtig, gut zusammenzuarbeiten. "
123,4,"Selbstverständlich springt dabei auch ordentlich was raus. Und wenn du einen Einsatz zum ersten Mal erledigst, bekommst du noch eine Belohnung zusätzlich. Wir fördern den Mut zu neuen Erfahrungen, wie du siehst."
124,4,"Ich bin Archimbalt von der Aben<SoftHyphen/>teurer<SoftHyphen/>gilde. Wir organisieren hier regelmäßig Gildengeheiße, das sind Sondereinsätze gegen nicht ganz alltägliche Gefahren."
125,4,"Mir scheint, du bist noch nicht ganz bereit für das, was wir hier tun. Sieh zu, dass du ein bisschen stärker und schlauer wirst, dann kannst du mal bei einem Einsatz mitmachen."
126,4,"Du hast echt die Ruhe weg, was? Mitten im Einsatz zum Plaudern vorbeizukommen. Oder willst du allen Ernstes abhauen?"
127,4,"Gute Arbeit! Hier ist die verdiente Belohnung."
128,4,"Für diese exzellente Leistung gibt es einen schönen Bonus obendrauf."
129,4,"Stopp, Stopp. Beim Kämpfen hast du es vielleicht drauf, aber Ordnung zu halten musst du noch lernen. Sieh doch mal, du hast überhaupt keinen Platz im Gepäck. Räum erst mal auf, dann geb ich dir die Vergütung."
130,4,"Ja, Geduld. Du merkst doch, dass ich den anderen gerade ihren Anteil gebe. Warte, bis alle bedient wurden."
131,4,"Warte noch kurz, bis deine Kameraden sich eingefunden haben. So viel Zeit muss sein."
132,4,"Ich habe mir alles gut von hier oben angeschaut. Den Einäugigen habt ihr umgelegt, wenn es auch etwas gedauert hat ... Ihr dürft passieren. Viel Erfolg bei der nächsten Heraus<SoftHyphen/>forde<SoftHyphen/>rung."
133,4,"Ich muss sagen, die Bestie und ihr magisches Auge habt ihr ganz passabel in den Griff bekommen. Damit habt ihr euch für die nächste Heraus<SoftHyphen/>forde<SoftHyphen/>rung qualifiziert."
134,4,"Es wird langsam Zeit für euer kleines Kämpfchen ..."
135,4,"Der Kampf mit dem Zyklopen ist eine der beliebtesten Trainingseinheiten - bei den sadistischen Ausbildern, wohlgemerkt. Kannst du Pyracmon <Emphasis>einen aufs Auge drücken</Emphasis>? A-haha ..."
136,4,"Der Zyklop hatte wohl einen schlechten Tag. Pech für ihn, Glück für euch."
137,4,"Bis hierhin habt ihr es also schon geschafft. Dann macht euch mal auf die Bestie Catblepus und ihr magisches Auge gefasst. Deren Kraftballung kann leicht ... <Emphasis>ins Auge gehen</Emphasis>. Muahaha!"
138,4,"Die Bestie ist zahmer als sie aussieht, nicht wahr? Gar nicht so wild, stimmt's? Catblepus ist eigentlich eine ganz Liebe, sie hat nur einen ausgeprägten Spieltrieb."
139,4,"Ihr habt den Trainingsdurchlauf fast komplett hinter euch gebracht. Aber kommt ihr auch mit unseren Elite-Gladiatoren zurecht? Das wird sich jetzt zeigen."
140,4,"Das war ein heißer Kampf. Talent habt ihr ja. Mit euch in der Arena ließe sich eine hübsche Summe Gil verdienen, da bin ich mir sicher."
141,4,"Zur zweiten Runde weitergehen?"
142,4,"Zur dritten Runde weitergehen?"
143,4,"Willkommen, Na-Vanu-eeh, willkommen. Lege ein Donnerei in den Schrein und bete. Dann wird Wind Na-Vanu-eeh tragen auf Schwingen wie Vogel, und Wasser Na-Vanu-eeh reinigen für Besuch von Wolkenwiege."
144,4,"Bist du so weit? Können wir loslegen?"
145,4,"Ich werde dir eine kleine Belohnung geben. Vergiss nicht, was du heute gelernt hast und wende es da draußen an!"
146,4,"Bist du bereit, dich der Übung zu stellen?"
147,4,"Von mir aus kann es losgehen. Bist du auch bereit?"
148,4,"Was ist los? Weitermachen! Oder hast du etwa schon genug?"
149,4,"Wir sind doch mitten in einer Übung? Hast du etwa schon genug?"
150,4,"He, wir sind doch noch nicht fertig! Willst du etwa schon aufhören?"
151,4,"Du hast dir eine Belohnung verdient. Vergiss nicht, was du heute gelernt hast!"
152,4,"Hast du alles gut verstanden? Wende es an, wenn du im Kampf eine Chance haben willst."
153,4,"Bist du bereit, dich der Übung zu stellen?"
154,4,"Möchtest du die Übung abbrechen?"
155,4,"Du hast alle Übungen beispielhaft bestanden. Nimm diese Kleinigkeit als Zeichen meiner Anerkennung."
156,4,"Hut ab, du bist wirklich nicht auf den Kopf gefallen. Mit diesem Sieg hättest du deine letzte Übung bestanden. Hier, nimm diese Belohnung und trage sie mit Stolz."
157,4,"Ausgezeichnet, du hast alles gut verstanden. Nimm diese Belohnung an, du hast sie dir verdient."
158,4,"Vergiss nicht: Bewege dich immer aus dem Wir<SoftHyphen/>kungs<SoftHyphen/>be<SoftHyphen/>reich eines Angriffs heraus."
159,4,"Wenn du stehenbleibst oder in den Bereich hineinrennst, kann es dich dein Leben kosten."
160,4,"Du hast deine Lektion gelernt. Bewege dich immer aus dem Wir<SoftHyphen/>kungs<SoftHyphen/>be<SoftHyphen/>reich eines Angriffs heraus."
161,4,"Wenn du stehenbleibst oder in den Bereich hineinrennst, kann es dich dein Leben kosten."
162,4,"Das hast du gut gemacht. Nicht vergessen: Bewege dich immer aus dem Wir<SoftHyphen/>kungs<SoftHyphen/>be<SoftHyphen/>reich eines Angriffs heraus."
163,4,"Wenn du stehenbleibst oder in den Bereich hineinrennst, kann es dich dein Leben kosten."
164,4,"Sehr gut. Mit dieser Kombo ziehst du die Feindseligkeit auf dich und fesselst so den Feind an dich."
165,4,"Wenn ihr in einer Gruppe gegen einen Feind kämpft, kannst du so deine Freunde vor Angriffen schützen."
166,4,"Du hast mit der Kombo die Feindseligkeit und damit alle Angriffe auf dich gezogen. In einem echten Kampf kannst du so das Leben deiner Freunde schützen."
167,4,"Das ist deine Aufgabe als Verteidiger: Feindseligkeit auf dich ziehen und den Gegner auf dich lenken."
168,4,"Du hast deine Lektion gelernt: Bringe möglichst viele Feinde in den Wir<SoftHyphen/>kungs<SoftHyphen/>be<SoftHyphen/>reich deines Flächenangriffs."
169,4,"Sehr gut. Besonders wenn ihr gegen mehrere Gegner kämpft, musst du ihre Feindseligkeit auf dich lenken."
170,4,"Wähle die richtige Technik, mit der du im Kampf deine Freunde am besten schützen kannst."
171,4,"Du hast gesehen: Du kannst viele Feinde mit Fernangriffen auf dich ziehen. Tu das, um deine Freunde vor Angriffen zu schützen."
172,4,"Ein guter Verteidiger weiß immer, in welcher Situation er welche Strategie einsetzen muss, um die Feindseligkeit aller Gegner auf sich zu lenken."
173,4,"Gute Arbeit. Auch als die Verstärkung anrückte, hast du die Nerven behalten und die Feindseligkeit auf dich gezogen."
174,4,"In einer Gruppe wird sich immer ein Verteidiger befinden, der dir den Feind vom Leib hält."
175,4,"Wenn Angreifer und Verteidiger zu<SoftHyphen/>sammen<SoftHyphen/>arbeiten, können sie auch den stärksten Feind zur Strecke bringen."
176,4,"Denk daran: Wenn du nicht mit deinen Freunden zusammenarbeitest, habt ihr keine Chance."
177,4,"Es ist wichtig, sich gut abzusprechen und eine gemeinsame Strategie zu verfolgen."
178,4,"Bedenke: Wenn du Angriffen nicht ausweichst und schnell zu Boden gehst, kannst du deiner Gruppe nicht zum Sieg verhelfen."
179,4,"Deswegen ist es so wichtig, auszuweichen. Ausweichen und angreifen, ausweichen und angreifen. Das ist der Weg zum Sieg."
180,4,"Gut gekämpft. Vergiss im Kampf nie, auf Verstärkung zu achten."
181,4,"Wir Angreifer müssen den Heiler vor neu auftauchenden Feinden schützen. Ohne ihn hat die Gruppe keine Chance."
182,4,"Der Gegner hatte für einen Moment die Initiative, aber du hast einen kühlen kopf behalten und den Kampf herumgedreht."
183,4,"Es ist wichtig, das Kampfgeschehen im Blick zu behalten und entsprechend zu reagieren."
184,4,"Ausgezeichnete Arbeit. Wir Heiler müssen unsere Freunde am Leben halten, das ist unsere wichtigste Aufgabe."
185,4,"Wir können auch angreifen oder auf andere Weise helfen, aber wir dürfen nie unsere Freunde aus den Augen verlieren."
186,4,"Gute Leistung. Auch wenn mehrere Freunde deine Hilfe brauchen, musst du ruhig bleiben und die Übersicht behalten."
187,4,"Entscheide, wen du zuerst heilst. In der Regel wird das der Verteidiger sein."
188,4,"Gute Arbeit. Du wirst auf Feinde treffen, die es besonders auf den Heiler abgesehen haben. Bleibe ruhig und weiche allen Angriffen aus."
189,4,"Zum Abschluss gebe ich dir ein Rüstungsteil, das dir bei deiner Arbeit als Verteidiger wertvolle Dienste leisten kann. Wenn du die Übungen der anderen Meister durchläufst, werden sie dir deinen Fleiß ebenfalls mit einem hilfreichen Ausrüstungsstück belohnen."
190,4,"Zum Abschluss gebe ich dir ein Rüstungsteil, das dir bei deiner Arbeit als Angreifer wertvolle Dienste leisten kann. Wenn du die Übungen der anderen Meister durchläufst, werden sie dir deinen Fleiß ebenfalls mit einem hilfreichen Ausrüstungsstück belohnen."
191,4,"Zum Abschluss gebe ich dir ein Kleidungsteil, das dir bei deiner Arbeit als Heiler wertvolle Dienste leisten kann. Wenn du die Übungen der anderen Meister durchläufst, werden sie dir deinen Fleiß ebenfalls mit einem hilfreichen Ausrüstungsstück belohnen."
192,4,"Ich wurde vom Haus Haillenarte als Pilot unter Vertrag genommen. Ich stehe euch hier zur Verfügung, wenn ihr Hilfe braucht, und vergüte euch eure Mitarbeit."
193,4,"Wir haben an ganz bestimmten Objekten Interesse. Wenn ihr solche findet, bringt sie zu mir."
194,4,"In der Tat, das ist genau, was wir suchen. Das Haus Haillenarte dankt euch."
195,4,"Hier auf dem Diadem gibt es vieles, was einem befremdlich vorkommt: seltsame Kreaturen und außer<SoftHyphen/>ge<SoftHyphen/>wöhn<SoftHyphen/>liche Rohstoffe. Wenn wir lernen, diese Ressourcen zu bändigen, wird das Haus Haillenarte eine hübsche Summe verdienen."
196,4,"Hier, eine Substanz, die Haus Haillenarte speziell für das Diadem entwickelt hat. Ein sehr potentes Mittel - doch es muss immer wieder auf seine Wirkung getestet werden."
197,5,"Es ist ... Etwas sträubt sich in mir. Ein Teil meines Geistes <Emphasis>will</Emphasis> sich nicht erinnern."
198,4,"Was sagst du?"
199,4,"Erinnere dich! Wie sah die Stadt aus?"
200,4,"Erinnere dich! Was geschah an diesem Tag?"
201,5,"Das blaue Straßenpflaster, die Architektur<Indent/>... Es ist alles wie früher. Bis auf diese unnatürlichen Winkel, natürlich."
202,5,"Die Garlear führten ein wichtiges Experiment durch. Deswegen waren die Truppen in Alarm<SoftHyphen/>bereit<SoftHyphen/>schaft und äußert rabiat im Umgang mit dem Widerstand."
203,5,"Jetzt weiß ich wieder. Ja, da drüben habe ich es gesehen."
204,5,"Es war ... Es will mir nicht genau einfallen. Wenn es doch nur irgendwas gäbe, das meine Erinnerung zurückrufen könnte!"
205,5,"Eine zerstörte Kampfmaschine? Waffen und Schilde? Ja<Indent/>... Ja, jetzt weiß ich wieder! Was für ein abscheuliches Gemetzel<Indent/>..."
206,4,"Möchtest du die Pilotensimulation beenden?"
207,4,"Möchtest du den Inhalt wirklich verlassen?"
208,4,"Das war wohl etwas zu leicht. Aber das war erst der Anfang. Folge mir und entfessele dein ganzes Potenzial!"
209,4,"Was sagst du?"
210,4,"Willst du mich veralbern?"
211,4,"Ich weiß nicht, ob mir dieses Spiel gefällt."
212,4,"Mitnichten! Aber lass mich diesen formlosen Gestalten ein vertrautes Gesicht schenken, um die Sache etwas mit Bitterkeit zu würzen."
213,4,"Wie, zögerst du etwa, nur weil deine Gegner Phantome aus deiner eigenen Ver<SoftHyphen/>gangen<SoftHyphen/>heit sind? Dabei hast du doch sonst keine Skrupel, deine Widersacher zur Strecke zu bringen."
214,4,"Du scheinst noch immer einem grundlegenden Miss<SoftHyphen/>ver<SoftHyphen/>ständ<SoftHyphen/>nis meiner Intentionen zu erliegen. Kein Wunder. Stehen wir uns doch diametral gegenüber! Eine unaufhaltsame Macht, die auf ein unverrückbares Hindernis trifft. Du nennst dich <If(PlayerParameter(4))>eine Heldin<Else/>einen Helden</If>. Und ich bin dein Widersacher. Egal wie sehr wir versuchen, uns zu überzeugen, es gelingt uns doch nicht. Ein Dilemma, aus dem keiner entrinnen kann. Das Einzige was bleibt, ist die eigene Pflicht, die eigenen Überzeugungen und der unbedingte Wille zum Sieg."
215,4,"Es muss einen Weg geben, diesen Konflikt ohne Blutvergießen zu beenden!"
216,4,"Du bist einem falschen Pflichtgefühl erlegen. Befreie dich davon!"
217,4,"Eine wohlfeile Einbildung, nichts weiter! Jedes Händereichen wäre Verrat an meinem Volk. Der Glaube, dass wir einen Kompromiss finden könnten, ist eine Beleidigung meiner Überzeugungen."
218,4,"Sei dir gewiss, dass mein Wille unerschütterlich ist. Mein Ziel unverrückbar."
219,4,"●（しかし、これらの逆境を跳ね返してきた事実……
精神的、肉体的強靭さは目を見張るものがある……
侮れんな……）"
220,4,"Wie hat dir die kleine Reise durch deine Ver<SoftHyphen/>gangen<SoftHyphen/>heit bislang gefallen? Wie bittersüß solche Erinnerungen doch sind, nicht wahr? Spürst du auch den Schmerz des Verlustes in deiner Seele? Wir Ascians sind einander alle Brüder und Schwestern. Ich erinnere mich noch<Indent/>... Ich<Indent/>..."
221,4,"Mach dich auf einen Angriff gefasst."
222,4,"Beobachte Elidibus."
223,4,"Ts! Bedauerlich. Aber es ist noch zu früh dich herauszufordern. Ich werde dich noch ein wenig an deinen Freunden messen. Haha."
224,4,"Schon gut. Ich habe dich hierhergeholt, um deine Kräfte zu messen. Nicht, um mich in unnützen Monologen zu ergehen. Führen wir deine Prüfung fort<Indent/>..."
225,4,"Schon gut. Ich habe dich hierhergeholt, um deine Kräfte zu messen. Nicht, um mich in unnützen Monologen zu ergehen. Führen wir deine Prüfung fort<Indent/>..."
226,4,"Oh, du stockst? Gar nicht so einfach, nicht wahr?"
227,4,"●無論、必要であればいつまでも。"
228,4,"●争いをなくすためがんばっている。"
229,4,"●所詮、君だって争いたいだけじゃないのか。
あきれるぞ。"
230,4,"●君が生きているうちに終わらんだろう。
頭が悪いのか？"
231,4,"Nun gut, wir sind am Kapitol angelangt. Ich glaube, ich habe genug gesehen. Zeit, die letzte Stufe der Eskalation zu nehmen. Folge mir."
232,4,"●（この程度の揺さぶりでは、顔色一つ変えないか……
少しは反応してくるものだと思ったのだがな。）"
233,4,"Aber wie dem auch sei. Selbst diese Wesen könnten Freunde und Familie haben, die sie lieben. Das ist es, was ich dir vermitteln wollte."
234,4,"Schwingst stets stumpf die Henkersaxt, keinen Gedanken daran verschwendend, dass deine Opfer auch Familie und Geliebte haben könnten."
235,4,"●未使用●わかるとも、なにせ君は英雄だ。
どうあっても意見が異なる……いくら話しても納得できない……
そんな相手と、もう何度も向き合ってきたのだろう。"
236,4,"●未使用●そこには皆が幸せな決着など在り得ない。
斃す相手の事情など、しがらみにしかならない。
必要なのはただ……己の譲れない信念を、護り抜くことだ。"
237,4,"Für mich gibt es nur ein Ziel. Die Wiedervereinigung der Welten. Das ist die Aufgabe die mir als Elidibus aufgetragen wurde."
238,4,"Und dafür werde ich dich niederringen. Du wirst sterben und mit dir deine Wünsche und Hoffnungen."
239,4,"Wir Ascians sind einander alle Brüder und Schwestern. Ich erinnere mich noch<Indent/>... Ich<Indent/>..."
240,4,"Ich<Indent/>..."
241,4,"(Elidibus wirkt innerlich zerrissen<Indent/>...)"
242,7,"Ah ... Meine Kameraden<Indent/>... Ich kann nicht mehr<Indent/>..."
243,7,"Nimm diesen Kennschlüssel<Indent/>... Er ist für den Schnitter da hinten. Das Ding kann nicht mehr laufen, aber die Waffensysteme funktionieren noch<Indent/>..."
244,7,"Ich brauche Hilfe<Indent/>... Du musst einen Weg freimachen, damit<Indent/>... Argh<Indent/>..."
245,7,"Mit einem anderen Erdseim-Tank kann man das Ding bestimmt starten<Indent/>... Argh, ich kann nicht mehr<Indent/>..."
246,6,"Der Legionär hat seinen letzten Atemzug getan."
247,6,"Untersuchen"
248,6,"Beten"
249,6,"Der besessene Legionär hatte einen Frontentrank!"
250,6,"Du sprichst ein stilles Gebet."
251,6,"In diesem Auftragsabschnitt kannst du deine normalen Fähigkeiten nicht einsetzen. Gehe deshalb Kämpfen möglichst aus dem Weg und rücke schnell auf Camp Splitterglas vor."
252,6,"Wenn du entdeckt wirst, werden sich besessene Legionäre und Magitek-Maschinen an deine Fersen heften. Letztere sind besonders gefährlich!"
253,6,"Wenn du Schaden nimmst, kann dir nur ein Frontentrank das Leben retten. Diese Tränke findest du bei gefallenen Garlearn oder in zerstörten Magitek-Maschinen."
254,6,"Was machst du?"
255,6,"Du findest nichts."
256,6,"Wärst du in deinem Körper, hättest du vielleicht helfen können<Indent/>..."
257,4,"Also gut, hier legen wir uns auf die Lauer. Erst mal brauchen wir aber etwas Myrmidonen-Fleisch, mit dem wir die Chimäre anlocken können."
258,7,"Während du das besorgst, kannst du dich gleich an unsere Kampfweise gewöhnen: das Sammeln von Seelen, um den eigenen Avatar zu beschwören."
259,6,"Schnitter rufen ihren Avatar mit ihrem Seelenbalken herbei."
260,6,"Der Seelenbalken wird durch Kombos auf Basis des Kommandos „Schlitzer“ oder das Kommando „Seelenschlitzer“ gefüllt."
261,4,"Um <If(PlayerParameter(4))>eine richtige Schnitterin<Else/>ein richtiger Schnitter</If> zu werden, musst du deinen Avatar perfekt beherrschen. Ich bin gespannt, wie du dich schlägst!"
262,7,"Ich bin verletzt<Indent/>... Du musst einen Weg freimachen, damit<Indent/>... Argh<Indent/>..."
263,4,"Wenn es keine weiteren Fragen gibt, kann die Mission jederzeit losgehen."
264,4,"Was machst du?"
265,4,"Details des Plans überprüfen"
266,4,"Missionsspezifische Kommandos überprüfen"
267,4,"<UIForeground>F20224</UIForeground>Mission beginnen<UIForeground>01</UIForeground>"
268,4,"Bist du bereit?"
269,4,"Nichts"
270,0,""
271,0,""
272,0,""
273,0,""
274,0,""
275,0,""
