key,0,1,2,3
207,62511,81,False,"Gärtner-Sammelerlasse"
208,62512,82,False,"Fischer-Sammelerlasse"
209,0,0,False,""
210,0,0,False,""
211,0,0,False,""
212,0,0,False,""
213,0,0,False,""
214,0,0,False,""
215,0,0,False,""
216,0,0,False,""
217,0,0,False,""
218,0,0,False,""
219,0,0,False,""
220,0,0,False,""
221,0,0,False,""
222,0,0,False,""
223,0,0,False,""
224,0,0,False,""
225,0,0,False,""
226,0,0,False,""
227,0,0,False,""
228,0,0,False,""
229,0,0,False,""
230,0,0,False,""
231,0,0,False,""
232,0,0,False,""
233,0,0,False,""
234,0,0,False,""
235,0,0,False,""
236,62513,104,False,"Mahlstrom-Staatserlasse"
237,62514,104,False,"Bruderschaft-Staatserlasse"
238,62515,104,False,"Legion-Staatserlasse"
239,61801,105,False,"Dungeons"
240,61802,106,False,"Instanziierte Raids"
241,61804,107,False,"Prüfungen"
242,61824,108,False,"Tiefe Gewölbe"
243,61833,108,False,"Eureka"
244,61838,108,False,"Die Königinnenwache"
245,61803,105,False,"Gildengeheiße"
246,0,109,False,"Hauptszenario - 6. Ära des Lichts"
247,0,109,False,"Nebenaufträge - 6. Ära des Lichts"
248,0,109,False,"Gildenaufträge - 6. Ära des Lichts"
249,0,109,False,"Jobaufträge - 6. Ära des Lichts"
250,0,109,False,"Staatliche Gesellschaften - 6. Ära des Lichts"
