key,0,1,2,3,4
335,3,35,"","Wie wär's mit einer Partie Triple Triad?","Triple Triad."
336,3,36,"","Können wir die Regeln ändern?","-"
337,3,37,"","Sollen wir an einem Triple Triad-Turnier teilnehmen?","Triple Triad.."
338,3,38,"","Hast du genug MP?","MP"
339,3,39,"","Hast du irgendwelche Fragen?","Fragen.."
340,3,40,"","Hast du es gesehen?","-"
341,3,41,"","Welche Strategie benutzen wir?","Strategie"
342,3,42,"","Lasst uns erst eine Strategie zurechtlegen!","Strategie."
343,3,43,"","Sollen wir zusammen reiten?","-"
344,3,44,"","Kann ich mit dir reiten?","-"
400,4,0,"@","【Antworten】","Antworten."
401,4,1,"","Ich verstehe nicht.","-"
402,4,2,"","Nein, danke.","-"
403,4,3,"","Ja, bitte.","-"
404,4,4,"","Ich bitte darum.","-"
405,4,5,"","Verstanden.","-"
406,4,6,"","Es tut mir leid. Ich bin gerade beschäftigt.","beschäftigt."
407,4,7,"","Ich möchte im Moment lieber allein spielen.","allein"
408,4,8,"","Ich weiß nicht, wie ich diese Frage beantworten soll.","-"
409,4,9,"","Ach so.","-"
410,4,10,"","Danke für das Angebot, aber ich muss ablehnen.","-"
411,4,11,"","Interessant.","-"
412,4,12,"","Ähmmm ...","-"
413,4,13,"","Häh!?","-"
414,4,14,"","Wirklich?","-"
415,4,15,"","Hmmm.","-"
416,4,16,"","Ich muss bald weg.","-"
417,4,17,"","Ich möchte noch eine Runde spielen.","noch eine Runde"
418,4,18,"","Lass uns für heute Schluss machen.","Schluss"
419,4,19,"","Ich möchte eine Pause einlegen.","Pause.."
420,4,20,"","Kann sein.","-"
500,5,0,"@","【Gründe】","Gründe."
501,5,1,"","Ich bin dabei, Magie anzuwenden.","-"
502,5,2,"","Zeit zu arbeiten!","-"
503,5,3,"","Ich habe bereits Pläne.","-"
504,5,4,"","Ich bin schläfrig.","-"
505,5,5,"","Ich bin müde.","-"
506,5,6,"","Ich hab was zu tun, muss gehen.","-"
507,5,7,"","Ich fühle mich nicht gut.","-"
508,5,8,"","Dafür bin ich nicht zu haben.","-"
509,5,9,"","Ich bin interessiert.","-"
510,5,10,"","Ich bin gerade in einem Spielinhalt beschäftigt.","-"
511,5,11,"","Kämpfe gerade!","-"
512,5,12,"","Ich will Geld verdienen.","-"
513,5,13,"","Ich erinnere mich nicht.","-"
514,5,14,"","Ich weiß nicht.","-"
515,5,15,"","Habe es gerade benutzt.","-"
516,5,16,"","Ich will Routine.","-"
517,5,17,"","Ups! Mein Fehler.","-"
518,5,18,"","Ich wurde schon eingeladen.","-"
519,5,19,"","Das hab ich schon.","-"
520,5,20,"","Die Rekrutierung wurde beendet.","Rekrutier"
521,5,21,"","Ich mache mich gerade bereit.","-"
522,5,22,"","Ich kann hier gerade nicht weg.","-"
523,5,23,"","Wir unterhalten uns.","-"
524,5,24,"","Ich habe keine Tastatur.","Tastatur"
525,5,25,"","Ich seh mich hier um.","-"
600,6,0,"@","【Handel】","Handel."
601,6,1,"","Kann ich es haben?","-"
602,6,2,"","Kannst du das für mich erledigen?","für mich"
603,6,3,"","Kannst du mir einen besseren Preis machen?","Preis"
604,6,4,"","Kaufen?","-"
605,6,5,"","Verkaufen?","-"
606,6,6,"","Handeln?","-"
607,6,7,"","Brauchst du es?","-"
608,6,8,"","Kannst du es herstellen?","-"
609,6,9,"","Besitzt du es?","-"
610,6,10,"","Welche Materialien benötigst du?","-"
611,6,11,"","Ich habe kein Geld.","Geld"
612,6,12,"","Ich habe keine Gegenstände.","-"
613,6,13,"","Ich habe nichts, was ich dir geben könnte.","-"
614,6,14,"","Du kannst es haben.","-"
615,6,15,"","Bitte.","-"
616,6,16,"","Belohnung:","-"
617,6,17,"","Preis:","-"
618,6,18,"","Warensendung","-"
700,7,0,"@","【Organisierung】","Organisierung."
701,7,1,"","Suche Mitglieder.","-"
702,7,2,"","Lasst uns versammeln.","Versammeln."
703,7,3,"","Sollen wir uns verbünden?","-"
704,7,4,"","Bist du allein?","allein."
705,7,5,"","Noch Platz in der Gruppe?","-"
706,7,6,"","Lade mich bitte ein.","einladen"
707,7,7,"","Lass mich beitreten.","beitreten"
708,7,8,"","Wer ist der Anführer?","-"
709,7,9,"","Für kurze Zeit ist auch okay!","-"
710,7,10,"","Unsere Gruppe ist voll.","voll"
711,7,11,"","Bitte assistieren.","-"
712,7,12,"","Gruppe auflösen.","-"
713,7,13,"","Mache eine Pause.","Pause..."
714,7,14,"","Ich möchte teilnehmen.","-"
715,7,15,"","Leichter Trupp","-"
716,7,16,"","Voller Trupp","-"
717,7,17,"","Ich bin unerfahren.","-"
718,7,18,"","Sollen wir Ersatz aufnehmen?","Ersatz"
800,8,0,"@","【Taktiken】","Taktiken."
801,8,201,"","Bitte folgen.","-"
802,8,202,"","Ich folge dir.","-"
803,8,203,"","Bitte untersuche es.","-"
804,8,204,"","Gefunden!","-"
805,8,1,"","Volle Attacke!","-"
806,8,2,"","Komm ein Stück zurück!","zurück.."
807,8,3,"","Achte auf die Feindseligkeit!","Feindseligkeit.."
808,8,4,"","Diesen Gegner zuerst besiegen!","-"
809,8,5,"","Nicht angreifen!","-"
810,8,6,"","Bitte festhalten!","-"
811,8,7,"","Bitte deaktivieren!","-"
812,8,8,"","Bitte heilen!","-"
813,8,9,"","Bitte ausführen!","-"
814,8,10,"","Lauf weg!","-"
815,8,11,"","Hilfe!","-"
816,8,12,"","Stopp!","-"
817,8,13,"","Bin bereit.","-"
818,8,14,"","Nicht mehr vorhanden.","-"
819,8,15,"","Negativ.","-"
820,8,16,"","Bitte sparsam sein.","-"
821,8,17,"","Ich werde sparsam sein. ","-"
822,8,18,"","Ausrüstung ist in schlechtem Zustand.","-"
823,8,19,"","Fertig!","-"
824,8,100,"","Bitte markieren.","-"
825,8,20,"","Bitte benutzen.","-"
826,8,205,"","Lasst uns eine Pause machen.","-"
827,8,21,"","Ich bringe Gegner mit.","-"
828,8,22,"","Ich locke Gegner an.","-"
829,8,206,"","Bitte warten.","-"
830,8,207,"","Wir treffen uns dort.","-"
831,8,208,"","Gehen wir.","-"
832,8,209,"","Bleib dort.","-"
833,8,210,"","Bin unterwegs.","-"
834,8,211,"","Bin gleich wieder da.","-"
835,8,212,"","Würfeln, bitte.","-"
836,8,300,"","Schwachstelle:","-"
837,8,301,"","Achtung:","-"
838,8,302,"","Empfehlung:","-"
839,8,303,"","In dieser Reihenfolge niederstrecken:","-"
840,8,304,"","Ich möchte:","-"
841,8,23,"","Bitte zieh Feindseligkeit auf dich.","Feindseligkeit."
842,8,24,"","Der Gegner ist nah!","-"
843,8,25,"","Macht doch nichts.","-"
844,8,26,"","Bitte ignorier das.","-"
845,8,1084,"","Tauschen!","-"
846,8,27,"","Spring für mich ein!","-"
847,8,28,"","Ich greife zuerst an.","-"
848,8,200,"","Gehen wir es langsam an.","-"
849,8,30,"","Tu es!","-"
850,8,305,"","Richtung:","-"
851,8,31,"","Weich aus.","-"
852,8,32,"","Dreh dich weg.","-"
853,8,33,"","Lass dich treffen.","-"
854,8,34,"","Lock den Feind weg.","-"
855,8,35,"","Geh weiter weg.","-"
856,8,36,"","Komm näher.","-"
857,8,37,"","Transportiere es.","-"
859,8,39,"","Trenne es.","-"
860,8,40,"","Halt es aufrecht!","-"
861,8,41,"","Besiegen wir es zugleich!","-"
862,8,42,"","Versteck dich!","-"
863,8,43,"","Ich steuere eine Kriegsmaschine.","-"
864,8,44,"","Steig in eine Kriegsmaschine!","-"
900,9,0,"@","【Rollen】","Rollen."
901,9,1,"","Anführer","-"
902,9,2,"","Meister","-"
903,9,10,"","Disziplinen der Krieger","Krieger."
904,9,11,"","Disziplinen der Magier","Magier"
905,9,12,"","Disziplinen der Sammler","Sammler"
906,9,13,"","Disziplinen der Handwerker","Handwerker"
907,9,20,"","Verteidiger (Rolle)","-"
908,9,23,"","Nahkämpfer","-"
909,9,24,"","Fernkämpfer","-"
910,9,21,"","Heiler","-"
911,9,26,"","Unterstützer","-"
912,9,25,"","Magischer Angreifer","-"
913,9,22,"","Angreifer","-"
950,10,0,"@","【Richtungen】","Richtungen."
951,10,1,"","Position","-"
952,10,13,"","Nord","-"
953,10,12,"","Süd","-"
954,10,10,"","Ost","-"
955,10,11,"","West","-"
956,10,20,"","Oben","-"
957,10,21,"","Unten","-"
958,10,23,"","Rechts","-"
959,10,22,"","Links","-"
960,10,30,"","Oberfläche","-"
961,10,31,"","Hinten","-"
962,10,43,"","Seite","-"
963,10,40,"","Vorn","-"
964,10,46,"","Mitte","-"
965,10,41,"","Flanke","-"
966,10,44,"","Innen","-"
967,10,45,"","Draußen","-"
968,10,50,"","Hier lang","-"
969,10,51,"","Dort hinten","-"
970,10,52,"","Dort lang","-"
971,10,53,"","Näher ran","-"
972,10,54,"","Weiter weg","-"
973,10,60,"","Eingang","-"
974,10,61,"","Ausgang","-"
975,10,42,"","Rückseite","-"
976,10,70,"","1 Uhr","-"
977,10,71,"","2 Uhr","-"
978,10,72,"","3 Uhr","-"
979,10,73,"","4 Uhr","-"
980,10,74,"","5 Uhr","-"
981,10,75,"","6 Uhr","-"
982,10,76,"","7 Uhr","-"
983,10,77,"","8 Uhr","-"
984,10,78,"","9 Uhr","-"
985,10,79,"","10 Uhr","-"
986,10,80,"","11 Uhr","-"
987,10,81,"","12 Uhr","-"
1000,11,0,"@","【Zeit】","Zeit."
1001,11,3,"","Vorgestern","-"
1002,11,2,"","Gestern","-"
1003,11,1,"","Heute","-"
1004,11,4,"","morgen","-"
1005,11,5,"","Übermorgen","-"
1006,11,11,"","Letzte Woche","-"
1007,11,10,"","Diese Woche","-"
1008,11,12,"","Nächste Woche","-"
1009,11,20,"","am Vormittag","-"
1010,11,21,"","am Nachmittag","-"
1011,11,30,"","Vormittag","-"
1012,11,31,"","Nachmittag","-"
1013,11,32,"","Nacht","-"
1014,11,40,"","Wochentag","-"
1015,11,41,"","Sonntag","-"
1016,11,42,"","Montag","-"
1017,11,43,"","Dienstag","-"
1018,11,44,"","Mittwoch","-"
1019,11,45,"","Donnerstag","-"
1020,11,46,"","Freitag","-"
1021,11,47,"","Samstag","-"
1022,11,50,"","Ferien","-"
1023,11,51,"","Pause","-"
1024,11,60,"","Lange Zeit","-"
1025,11,61,"","Kurz","-"
1026,11,70,"","Datum","-"
1027,11,75,"","Sekunde","-"
1028,11,74,"","Minute","-"
1029,11,71,"","Stunde","-"
1030,11,73,"","Monat","-"
1031,11,72,"","Jahr","-"
1032,11,120,"","Januar","-"
1033,11,121,"","Februar","-"
1034,11,122,"","März","-"
1035,11,123,"","April","-"
1036,11,124,"","Mai","-"
1037,11,125,"","Juni","-"
1038,11,126,"","Juli","-"
1039,11,127,"","August","-"
1040,11,128,"","September","-"
1041,11,129,"","Oktober","-"
1042,11,130,"","November","-"
1043,11,131,"","Dezember","-"
1044,11,81,"","Letzen Monat","-"
1045,11,80,"","Diesen Monat","-"
1046,11,82,"","Nächsten Monat","-"
1047,11,84,"","Letztes Jahr","-"
1048,11,83,"","Dieses Jahr","-"
1049,11,85,"","Nächstes Jahr","-"
1050,11,90,"","Jetzt","-"
1051,11,91,"","Gleich","-"
1052,11,92,"","Jederzeit","-"
1053,11,100,"","erste(r/s)","-"
1054,11,101,"","letzte(r/s)","-"
1055,11,110,"","Wartezeit","-"
1056,11,111,"","Verbleibende Zeit","-"
1057,11,112,"","Ende","-"
1058,11,140,"","Sechste Ära des Lichts","-"
1059,11,141,"","Siebte Katastrophe","-"
1060,11,142,"","Siebte Ära des Lichts","-"
1061,11,93,"","genau vorher","-"
1062,11,94,"","genau nachher","-"
1150,13,0,"@","【Transport】","Transport."
1151,13,2,"","Gehen","-"
1152,13,1,"","Laufen","-"
1153,13,3,"","Folgen","-"
1154,13,10,"","Chocobo","-"
1155,13,11,"","Persönlicher Chocobo","-"
1156,13,12,"","Miet-Chocobo","-"
1157,13,13,"","Linien-Chocobo","-"
1158,13,20,"","Reittier","-"
1159,13,30,"","Teleportieren","-"
1160,13,31,"","Rückführung","-"
1161,13,33,"","Ätherytennetz","-"
1162,13,34,"","Luftschiff","-"
1163,13,32,"","Heimatpunkt","-"
1164,13,35,"","Fähre","-"
1165,13,21,"","fliegendes Reittier","-"
1200,14,0,"@","【Einrichtungen】","Einrichtungen."
1201,14,10,"","Ätheryt","-"
1202,14,11,"","Stadt-Ätheryt","-"
1203,14,20,"","Abenteurergilde","-"
1204,14,21,"","Gilde","-"
1205,14,30,"","Händler","-"
1206,14,31,"","Chocobo-Stall","-"
1207,14,90,"","Herberge","-"
1208,14,32,"","Krämerklingel","-"
1209,14,42,"","Ruhebereich","-"
1210,14,39,"","Freibrief-Ausgabe","-"
1211,14,40,"","Kontaktperlen-Ausgabe","-"
1212,14,33,"","Marktbrett","-"
1213,14,41,"","Schalter für Gehilfen","-"
1214,14,34,"","Reparateur","-"
1215,14,71,"","Luftschiff-Landeplatz","-"
1216,14,35,"","Mogry-Post","-"
1217,14,72,"","Fähranleger","-"
1218,14,73,"","Fähre (Limsa-Abendstern)","-"
1219,14,70,"","Landeplatz","-"
1220,14,80,"","Mahlstrom-Flottenkommando","-"
1221,14,81,"","Abaton der Bruderschaft","-"
1222,14,82,"","Ewige Halle","-"
1223,14,91,"","Wohngebiet","-"
1224,14,60,"","Teilnahmeschalter","-"
1225,14,36,"","Jagdbrett","-"
1226,14,37,"","Meteorologin","-"
1227,14,100,"","Kosmetikerklingel","-"
1228,14,92,"","Erweiterter Bezirk","-"
1229,14,101,"","Orchestrion","-"
1230,14,50,"","Trainingspuppe","-"
1231,14,38,"","Materia-Einsetzer","-"
1232,14,93,"","Wohnung","-"
1233,14,102,"","Projektionskommode","-"
1234,14,110,"","Diarium","-"
1235,14,103,"","Kostbarkeitenkabinett","-"
1236,14,104,"","Reisetagebuch","-"
1250,15,0,"@","【Staatliche Gesellschaft】","Staatliche Gesellschaft."
1251,15,1,"","Staatliche Gesellschaft","-"
1252,15,2,"","Rang in Staatlicher Gesellschaft","-"
1253,15,3,"","Kriegsmaterialbeschaffung","-"
1254,15,4,"","Nachschublieferung","-"
1255,15,5,"","Experteneinsätze","-"
1256,15,6,"","Der Mahlstrom","Mahlstrom"
1257,15,7,"","Bruderschaft der Morgenviper","-"
1258,15,8,"","Legion der Unsterblichen","-"
1270,16,0,"@","【Freie Gesellschaft】","Freie Gesellschaft."
1271,16,1,"","Freie Gesellschaft","-"
1272,16,2,"","Unterschrift","-"
1273,16,3,"","Anschlagbrett","-"
1274,16,4,"","Gesellschaftstruhe","-"
1275,16,5,"","Gesellschaftswappen","-"
1276,16,6,"","Gesellschaftskommando","-"
1277,16,7,"","Gesellschaftsprojekt","-"
1278,16,8,"","Gesellschaftswerkstätte","-"
1279,16,9,"","Luftschifferkundung","-"
1280,16,10,"","Tauchbooterkundung","-"
1300,17,0,"@","【System】","System."
1301,17,1,"","Klasse","-"
1302,17,2,"","Klassenwechsel","-"
1303,17,3,"","Job","-"
1304,17,4,"","Jobwechsel","-"
1305,17,6,"","Jobkristall","-"
1306,17,10,"","Stufe","-"
1307,17,11,"","Routine","-"
1308,17,500,"","Schutzgott","-"
1309,17,501,"","Volk","-"
1310,17,502,"","Volksstamm","-"
1311,17,700,"","Areal","-"
1312,17,5,"","Arsenal","-"
1313,17,23,"","Gegenstand","-"
1314,17,801,"","Ausrüstungsset","-"
1315,17,12,"","Erholungsbonus","-"
1316,17,50,"","Solo","-"
1317,17,51,"","Gruppe","-"
1318,17,200,"","Reittier","-"
1319,17,201,"","Begleiter","-"
1320,17,202,"","Gehilfe","-"
1321,17,20,"","Kampf","-"
1322,17,21,"","Synthese","-"
1323,17,22,"","Sammeln","-"
1324,17,24,"","Zustand (von Ausrüstung)","-"
1325,17,25,"","Emotionale Bindung","Bindung"
1326,17,26,"","Ausrüstungsaffinität","-"
1327,17,60,"","Schatztruhe","-"
1328,17,210,"","Ziel","-"
1329,17,213,"","Ziel feststellen","-"
1330,17,211,"","Fokusziel","-"
1331,17,214,"","Feindmarkierung","-"
1332,17,800,"","Menü","-"
1333,17,803,"","Karte","-"
1334,17,810,"","Kundendienst","-"
1335,17,820,"","Screenshot","-"
1336,17,811,"","Ausloggen","-"
1337,17,812,"","Spiel beenden","-"
1338,17,813,"","Herunterfahren","-"
1339,17,821,"","Auto-Übersetzung","Übersetzung."
1340,17,802,"","Emote","-"
1341,17,80,"","Errungenschaften","-"
1342,17,81,"","Titel","-"
1343,17,100,"","Vermögen","-"
1344,17,101,"","Gil","-"
1345,17,91,"","Handel","-"
1346,17,90,"","Untersuchen","-"
1347,17,92,"","Automatisches Folgen","-"
1348,17,52,"","Allianz","-"
1349,17,380,"","Unterkunft","-"
1350,17,391,"","Verbundenheit","-"
1351,17,392,"","Verbundenheitsrang","-"
1352,17,70,"","WS-Ehrung","-"
1353,17,150,"","Allagische Steine","-"
1356,17,73,"","Für Ausschluss stimmen","Ausschluss"
1357,17,72,"","Für Abbruch stimmen","Abbruch"
1358,17,215,"","Geländemarkierung","-"
1359,17,212,"","Bodenziel","-"
1360,17,350,"","Projizieren","-"
1362,17,351,"","Kosmetiker","-"
1363,17,302,"","Gehilfenunternehmungen","-"
1364,17,400,"","Atma","-"
1365,17,410,"","Zodiak-Waffe","-"
1366,17,401,"","Alexandrit","-"
1367,17,412,"","Animus","-"
1368,17,413,"","Novus","-"
1369,17,103,"","Jagdabzeichen","-"
1370,17,300,"","Jagdlizenz","-"
1371,17,301,"","Carteneauer Front","-"
1372,17,550,"","Kraft des Transzendierens","Transzendieren"
1373,17,381,"","Chocobo-Aufzucht","-"
1374,17,303,"","Wetterbericht","-"
1375,17,154,"","Allagische Steine der Poesie","Poesie"
1376,17,390,"","Sollpunkte","-"
1377,17,102,"","Staatstaler","-"
1378,17,105,"","Wolfsmarken","-"
1379,17,411,"","Zenit","-"
1380,17,414,"","Nexus","-"
1381,17,104,"","Centurio-Abzeichen","-"
1384,17,63,"","Beuteregel: Anführer","-"
1385,17,62,"","Beuteregel: Gier","-"
1386,17,61,"","Beuteregel: Standard","-"
1387,17,420,"","Anima-Waffe","-"
1389,17,352,"","Zeremonie des Ewigen Bundes","Ewiger Bund"
1390,17,12,"","Gegenstandsstufe","-"
1391,17,13,"","Schwierigkeitsanpassung","-"
1392,17,353,"","Khloes Abenteueralbum","-"
1396,17,71,"","Keine Beschränkungen","-"
1397,17,354,"","Bardenkompositionen","-"
1398,17,356,"","Kleiderkritik","-"
1400,18,0,"@","【Kampf】","Kampf."
1401,18,1,"","Attacke","-"
1402,18,2,"","Kommando","-"
1403,18,6,"","Allgemeines Kommando","-"
1404,18,15,"","Eigenschaft","-"
1405,18,3,"","Job-Kommando","-"
1406,18,5,"","Ergänzendes Kommando","-"
1407,18,11,"","Magie","-"
1408,18,10,"","Waffenfertigkeit","-"
1409,18,12,"","Talent","-"
1410,18,13,"","Aktivierungszeit","-"
1411,18,14,"","Reaktivierungszeit","-"
1412,18,16,"","Affinität","-"
1413,18,56,"","Verbundene Monster","-"
1414,18,20,"","Familiar","-"
1415,18,21,"","Mitstreiter","-"
1416,18,53,"","Feindseligkeit","-"
1417,18,54,"","Aggressiv","-"
1418,18,55,"","Nicht aggressiv","-"
1419,18,59,"","K. o.","k.o."
1420,18,70,"","Beutegut","-"
1421,18,72,"","Beutegut verteilen","-"
1422,18,71,"","Würfeln","-"
1423,18,18,"","Widerstehen","-"
1424,18,17,"","Erlernen","-"
1425,18,57,"","Aggro","-"
1426,18,58,"","Wirkungsbereich","-"
1427,18,7,"","Limitrausch","-"
1428,18,50,"","Feind","-"
1429,18,51,"","Monster","-"
1430,18,52,"","Notorisches Monster","NM"
1432,18,81,"","Erfolgssträhne","-"
1433,18,80,"","Arsenal-Bonus","-"
1434,18,83,"","Stufenanpassung","-"
1435,18,8,"","PvP-Kommando","-"
1436,18,102,"","Flächenangriff","-"
1437,18,104,"","Flächenangriff (vorne)","-"
1438,18,105,"","Flächenangriff (hinten)","-"
1439,18,103,"","Flächenangriff (rundum)","-"
1440,18,300,"","Posten","-"
1441,18,301,"","Allagischer Wohnbezirk","-"
1442,18,302,"","Schlüsselstellung","-"
1443,18,303,"","Flagge","-"
1444,18,304,"","Erobert","-"
1445,18,305,"","Neutral","-"
1446,18,306,"","Punkte","-"
1447,18,307,"","Allagischer Marktplatz","-"
1448,18,308,"","Allagischer Sonnentempel","-"
1449,18,19,"","Kombo","-"
1450,18,9,"","Adrenalinrausch","-"
1451,18,100,"","Attacke auf Einzelziel","-"
1452,18,90,"","Balliste","-"
1453,18,309,"","Allagischer Echolith","Echolith"
1454,18,200,"","Klauen","-"
1455,18,201,"","Fänge","-"
1456,18,203,"","Medaillen","-"
1458,18,206,"","Blutrausch","-"
1462,18,210,"","Adrenalin-Depot","-"
1466,18,211,"","Adrenalin-Set","-"
1467,18,214,"","Depot","-"
1468,18,215,"","besiegte Gegner","-"
1469,18,216,"","eigene K. o.s","-"
1470,18,217,"","Unterstützungen","-"
1471,18,101,"","Dauerangriff","-"
1472,18,106,"","Frontalangriff","-"
1473,18,107,"","Zurückstoßen","-"
1474,18,108,"","Heranziehen","-"
1475,18,310,"","vereister Echolith","Echolith."
1476,18,311,"","Daten","-"
1477,18,212,"","Wolfsherz-Depot","-"
1478,18,213,"","Wolfsherz-Set","-"
1479,18,400,"","Kern","-"
1480,18,401,"","Magitek-Kraftfeld","-"
1481,18,402,"","Turm","-"
1482,18,403,"","Hangar","-"
1483,18,404,"","Erdseim","-"
1484,18,405,"","Generator","-"
1485,18,406,"","Dampfkanone","-"
1486,18,407,"","Wikinger-Marionette","-"
1487,18,408,"","Magier-Marionette","-"
1488,18,409,"","Kriegsmaschine","-"
1489,18,410,"","Chaser","-"
1490,18,411,"","Unterdrücker","-"
1491,18,412,"","Brutalus","-"
1492,18,4,"","Rollenkommando","-"
1494,18,202,"","Schnellchat","-"
1496,18,413,"","Erdseim-Zug","-"
1497,18,415,"","Gobmaschine","-"
1498,18,416,"","Goblin-Söldner","-"
1499,18,500,"","Siegpunkte","-"
1500,19,0,"@","【Online-Status】","Online-Status."
1501,19,1,"","Online","-"
1502,19,5,"","Abwesend","-"
1503,19,6,"","Beschäftigt","-"
1504,19,8,"","Sucht Gruppe","-"
1505,19,9,"","Setzt Materia ein","-"
1506,19,3,"","In einem Inhalt","-"
1507,19,2,"","Offline","-"
1508,19,4,"","In Gruppensuche","-"
1509,19,11,"","Neuling","-"
1510,19,13,"","Mentor","-"
1511,19,14,"","Kampf-Mentor","-"
1512,19,15,"","PvP-Mentor","-"
1513,19,16,"","Handwerker-/Sammler-Mentor","-"
1514,19,10,"","Im Rollenspiel","-"
1515,19,11,"","Rückkehrer","-"
1516,19,7,"","Nimmt an Ereignis teil","-"
1521,18,501,"","Unschuldsfleck","-"
1522,18,502,"","Vereinigen","-"
1523,18,600,"","Taktischer Kristall","-"
1524,18,601,"","Kristallpunkt","-"
1525,18,602,"","Siegessterne","-"
1526,18,603,"","Team Astra","Astra"
1527,18,604,"","Team Umbra","Umbra"
1550,20,0,"@","【Soziales】","Soziales."
1551,20,1,"","Chat","-"
