key,0
10,"Vor Äonen drohte das Urgestirn Ætheris in den Flammen einer alles bedrohenden Katastrophe zu vergehen. 
Die Bewohner dieses blauen Sterns  waren mächtige Magier, die sogenannte „Schöpfungsmagie“ nutzten, um aus dem Nichts neues Leben zu erschaffen. Es war eine Hochkultur von fantastischem Wohlstand und fortschrittlichster Technologie, die jede Vor<SoftHyphen/>stel<SoftHyphen/>lungs<SoftHyphen/>kraft sprengt. Doch eines Tages erklang ein mysteriöses Grollen, einem furchtbaren Gesang gleich, aus dem Inneren des Planeten. So wurde der Anfang der „Letzten Tage“ eingeläutet, wie man diese Apokalypse später bezeichnete. Die vom Urvolk geschaffene Schöpfungsmagie geriet außer Kontrolle, überall erschienen albtraumhafte Bestien und Feuer regnete vom Himmel. Die gesamte Zivilisation stand am Rande des Abgrunds.

Der Konvent der Vierzehn, die mächtigsten Vertreter ihres Volkes, untersuchte das Phänomen und kam zu dem Schluss, dass die Astralströme, also die Ätherströme, die am weitesten vom Planeten entfernt flossen, stark geschwächt waren. Um die Ätherströme von Ætheris wie<SoftHyphen/>der<SoftHyphen/>her<SoftHyphen/>zu<SoftHyphen/>stel<SoftHyphen/>len, beschlossen sie, einen mächtigen Primae zu erschaffen: Zodiark. Doch die Beschwörung dieses außer<SoftHyphen/>ordent<SoftHyphen/>lich mächtigen Wesens erforderte unvorstellbare Energien. Das Urvolk opferte dazu die Hälfte ihrer gesamten Bevölkerung. Viele gaben ihr Leben bereitwillig.

Letztendlich gelang es, durch diese Ver<SoftHyphen/>zweif<SoftHyphen/>lungstat die Letzten Tage zu stoppen. Die dramatischen Ereignisse gerieten im Verlauf der Geschichte in Vergessenheit, bis schließlich eine Gruppe, die sich die „Telophoroi“ nannte, erneut die Letzten Tage herbeizuführen versuchte. Der Bund der Morgenröte war es, der im Laufe seiner Untersuchungen auf den Ursprung dieser Apokalypse stieß: Hermes, ein genialer Wissenschaftler, hatte im Verlauf seiner Forschungsarbeit ein Wesen namens Meteion erschaffen, das auf der Suche nach dem Sinn des Lebens das Universum bereisen sollte. Doch auf ihren Reisen traf Hermes' Schöpfung auf zahllose Planeten, deren Zivilisationen bereits erloschen waren, oder die dem Untergang geweiht schienen. In ihrer Essenz geschaffen, um Emotionen zu absorbieren, sog sie all die Hoffnungs<SoftHyphen/>losig<SoftHyphen/>keit und das Leid in sich auf und verwandelte sich schließlich in die „Endsängerin“. Die Antwort auf Hermes' ursprüngliche Frage nach dem Sinn des Lebens beantwortete sie mit der Schlussfolgerung, dass alles Leben dazu verdammt sei, zu vergehen, und somit das Leben an sich keinen Sinn habe. Um allen Lebewesen diesen Zyklus des Leids zu ersparen, machte sich die Endsängerin auf, das Ende allen Seins zu den bewohnten Planeten des Universums zu tragen.

Dank <If(PlayerParameter(4))>der Kriegerin des Lichts<Else/>des Kriegers des Lichts</If>, <If(PlayerParameter(4))>die<Else/>der</If> in der dunkelsten Stunde gemeinsam mit <If(PlayerParameter(4))>ihren<Else/>seinen</If> Verbündeten die Hoffnung in das Nest der Endsängerin trug, konnten die Letzten Tage schließlich abgewendet werden."
11,"Estinien"
12,"Estinien Varlineau"
13,"Bund der Morgenröte
Dragoon"
14,"Estinien ist ein in Ishgard und darüber hinaus wohlbekannter Elezen. Er ist ehemaliges Mitglied der Ishgarder Dragoons und führte diese eine Zeit lang als Azur-Drachenreiter an. Aufgrund seiner persönlichen Geschichte wird er zuweilen auch „Drachenblut“ genannt. 

Estiniens Familie stammte aus dem östlichen Hochland von Coerthas, wo sie Schafe züchtete. Im Alter von zwölf Jahren wurde sein Heimatdorf Farnkessel jedoch vom Drachen Nidhogg in Schutt und Asche gelegt<Indent/>- eine Attacke, die auch seinen Eltern und seinem Bruder das Leben kostete. Estinien war der einzige Überlebende dieses Angriffs und wurde zum Waisenkind. Der damalige Azur-Drachenreiter Alberic Bale nahm Estinien anschließend bei sich auf, und ein kompliziertes Verhältnis entwickelte sich zwischen den beiden. Alberic lehrte Estinien zwar den Kampf mit der Lanze und behandelte ihn wie einen eigenen Sohn, doch das heranwachsende Waisenkind machte seinen Ziehvater dafür mitverantwortlich, dass man sein Dorf nicht hinreichend beschützt hatte.

Als junger Elezen trat Estinien schließlich den Ishgarder Tempelrittern bei, um sich selbst im Kampf gegen die Drachen dienlich zu machen. Er war so fokussiert auf diese Aufgabe, dass er sich nicht einmal die Namen seiner Mitstreiter merkte. Einzig zu Aymeric Borel, einem etwa gleichaltrigen Tempelritter, der genauso verbissen gegen die Drachen kämpfte wie er selbst, entwickelte er eine enge Freund<SoftHyphen/>schaft. Estinien schloss sich später den Dragoons an, die sich auf die Drachenjagd spezialisiert hatten, und erlangte den Titel des Azur-Drachenreiters, als er ein Auge seines Erzfeindes, dem Drachen Nidhogg, erbeutete. Fortan wallte ein Teil der Essenz des Drachen durch seine Adern und verlieh ihm außer<SoftHyphen/>ge<SoftHyphen/>wöhn<SoftHyphen/>liche Kräfte. 

Doch schon bald entpuppte sich die neu gewonnene Macht als zweischneidiges Schwert für den frisch erkorenen Azur-Drachenreiter, denn sie korrumpierte auch den Geist Estiniens und erfüllte ihn mit dem Hass Nidhoggs. Ohne die Hilfe seines Ziehvaters und seiner Freunde hätte er diese Prüfung wohl nicht bestanden. Das Eintreffen <If(PlayerParameter(4))>der Kriegerin des Lichts<Else/>des Kriegers des Lichts</If> und Alphinauds in Ishgard, aber auch der daraus folgende Kontakt zu der Anführerin der Häretiker, Ysayle, stellen zweifellos einen Wendepunkt in seiner Biografie dar.
Gemeinsam begaben sie sich in die Wallenden Nebel, der Heimat der Drachen Ishgards. Dort erfuhren sie vom Hohen Drachen Hraesvelgr die wahren Hintergründe des Drachenkrieges, nicht zuletzt den Verrat durch König Thordan. Die falsche Legende, die den blutigen Krieg rechtfertigte und die Herrschaft der vier Adelsfamilien legitimierte, wurde entlarvt und führte zu umfassenden Veränderungen in Ishgard. Zugleich gelang es Estinien schließlich, seinen Erzfeind Nidhogg zu bezwingen. So wurde nach tausend langen Jahren das Ende des blutigen Drachenkrieges besiegelt.

Estinien schloss sich <If(PlayerParameter(4))>der Kriegerin des Lichts<Else/>dem Krieger des Lichts</If> und <If(PlayerParameter(4))>ihren<Else/>seinen</If> Gefährten an und unterstützte sie im Kampf gegen Papst Thordan VII., der den wahnsinnigen Plan verfolgte, Primae zu beschwören, sich selbst in einen Gott zu verwandeln und so Ishgard den ewigen Frieden zu bringen. Am Ende obsiegten sie über den Papst und seine Ritter der Tafelrunde, doch als die Gefahr gebannt schien, ergriff Estinien die beiden Augen Nidhoggs und erlag dabei dem Hass des schwarzen Drachen, der von dem Körper des Ritters Besitz ergriff. Nur dank seiner neuen Freunde konnte er letztlich vor seinem eigenen Untergang bewahrt werden.

Nachdem sich seine Heimat zur Republik gewandelt und von den Fesseln der Ver<SoftHyphen/>gangen<SoftHyphen/>heit befreit hatte, beschloss Estinien, seinen Helm abzulegen und die Welt auf eigene Faust zu bereisen. Immer wieder unterstützte er dabei <If(PlayerParameter(4))>die Kriegerin des Lichts<Else/>den Krieger des Lichts</If> in <If(PlayerParameter(4))>ihren<Else/>seinen</If> Missionen, sei es bei der Befreiung Ala Mhigos oder bei der Auskundschaftung der Kaiserhauptstadt Garlemald. Auch dank Kriles und Tatarus Überzeugungskraft fasste Estinien zu guter Letzt den Entschluss, dem Bund der Morgenröte offiziell beizutreten, und spielte eine zentrale Rolle bei der Abwendung der Letzten Tage.

Es gibt wohl keinen Nor<SoftHyphen/>mal<SoftHyphen/>sterb<SoftHyphen/>li<SoftHyphen/>chen auf der Welt, der eine so tiefe und vielfältige Verbindung zu den Drachen pflegt wie dieser Dragoon. „Nidhoggs Lanze“ steht dabei stellvertretend für seine langen Reise vom Drachenschlächter zum Drachenbruder."
15,"G'raha"
16,"G'raha Tia"
17,"Bund der Morgenröte
Allrounder"
18,"G'raha Tia ist Mitglied des Bundes der Morgenröte und wurde im Süden von Ilsabard geboren, in einer Region namens Corvos. In diesem wohlhabenden Gebiet errichteten die Allager im Dritten Zeitalter des Lichts einst eine prächtige Provinzstadt. Seitdem nennen viele Miqo'te diesen Landstrich ihre Heimat. Auch G'raha Tias Familie war dort tief verwurzelt und hatte es sich zur Aufgabe gemacht, das Erbe der Allager zu erforschen und zu bewahren. Als die Garlear, die Corvos als „Locus Amoenus“ bezeichnen, die Herrschaft übernahmen, zeigten sie sich sehr interessiert an der allagischen Kultur und Technologie. Daraufhin sah sich die Familie gezwungen, G'raha Tia, den letzten seiner Linie, der die blutroten Kaiseraugen trägt, in die Obhut von Baldesions Gelehrten in Sharlayan zu geben.
Dort arbeitete er als Spezialist in der Erforschung Allags und führte seine Forschung fort, bis er schließlich den Status eines Exegeten erlangte.

So war es nur logisch, dass G'raha Tia auserkoren wurde, die Mission zur Untersuchung des Kristallturms anzuführen. Im Zuge der Erkundung lernte er <If(PlayerParameter(4))>die Kriegerin des Lichts<Else/>den Krieger des Lichts</If> kennen und gründete gemeinsam mit Rammbroes von der Sankt-Coinach-Stiftung und Cid von den Gar<SoftHyphen/>lond-Me<SoftHyphen/>tall<SoftHyphen/>wer<SoftHyphen/>ken die Forschungsgruppe „Noahs Erben“. Im Laufe der Untersuchung im Kristallturm erfuhr G'raha Tia von den Klonen Doga und Unei, dass seine roten Augen ein Merkmal der allagischen Kaiserfamilie sind, welches ihm gestattet, den Kristallturm zu kontrollieren. Dieser war einst von Prinzessin Salina, der einzigen Überlebenden des Kaisergeschlechts nach der Vierten Katastrophe, als Werkzeug der Hoffnung an ihre Nachfahren vermacht worden. Doga und Unei gaben ihr Blut an G'raha Tia, der sich so seiner Bestimmung bewusst wurde. Daraufhin versiegelte er den Turm und sich selbst in ihm, um sich in einen langen Schlaf zu begeben. Dieser sollte bis zu dem Tag andauern, an dem das Vermächtnis der Allager benötigt werden würde. 

Dieser Tag kam schließlich zweihundert Jahre später, als die Welt in der vom Gift der „Schwarzen Rose“ ausgelösten Achten Katastrophe verging. Biggs, der Dritte seines Namens, achtzehnter Vorsitzender der Gar<SoftHyphen/>lond-Me<SoftHyphen/>tall<SoftHyphen/>wer<SoftHyphen/>ke, öffnete das Siegel des Turmes, um mittels dessen Kraft eine Zukunft zu schaffen, in der die Katastrophe nie eintritt. Und so wurden G'raha Tia und der Kristallturm in die Ver<SoftHyphen/>gangen<SoftHyphen/>heit der ersten Splitter<SoftHyphen/>welt transportiert, die eng mit den Ursachen der Achten Katastrophe verknüpft war.

Im ersten Splitter angekommen, erwartete ihn eine Welt, die nicht minder am Abgrund stand. Die sogenannte „Lichtflut“ drohte, alles Leben zu vernichten. Sollte der Lichtpol hier weiter an Stärke gewinnen, so würde dies unweigerlich im Ursprung die Achte Katastrophe zur Folge haben. Aufgrund seiner Symbiose mit dem Kristallturm gelang es G'raha Tia, der keinen Tag gealtert war, gemeinsam mit Überlebenden des ersten Splitters ein Bollwerk gegen die Lichtflut, die Stadt Crystarium, zu errichten. Von hier aus trug er den Kampf zu den tödlichen Sünden<SoftHyphen/>ver<SoftHyphen/>tilgern. Doch nach einhundert Jahren erbitterten Kampfes wurde deutlich, dass er, der sich inzwischen Kristall<SoftHyphen/>exarch nannte, Hilfe benötigen würde. Und so beschwor er die Mitglieder des Bundes der Morgenröte in die erste Splitter<SoftHyphen/>welt, um gemeinsam den Kampf gegen die Licht<SoftHyphen/>bringer aufzunehmen. Am Höhepunkt dieses Krieges gegen die Verderbnis des Lichts opferte sich G'raha Tia bereitwillig, bezwang den Ascian Elidibus und schenkte dem ersten Splitter eine neue Zukunft. Nur durch ein kleines Wunder<Indent/>- und die unermüdliche Hilfe seiner Freunde<Indent/>- überlebte der Kristall<SoftHyphen/>exarch sein Opfer und erwachte als G'raha Tia wieder in der Ursprungs<SoftHyphen/>welt.

Nicht nur erfreute sich der rotäugige Miqo'te wider Erwarten bester Gesundheit, er wurde offiziell in den Bund der Morgenröte aufgenommen und konnte fortan mit seinem Idol auf Abenteuerreisen gehen. Dabei war sein Wissen um die alten Allager und seine Erfahrung als Kristall<SoftHyphen/>exarch von unschätzbarem Wert für die Heraus<SoftHyphen/>forde<SoftHyphen/>rungen, die sich dem Bund stellten, nicht zuletzt bei der Verhinderung der Apokalypse. Nach der offiziellen Auflösung des Bundes verschrieb sich G'raha Tia dem Wieder<SoftHyphen/>aufbau von Baldesions Gelehrten. Vor allem träumt er aber weiterhin von neuen Abenteuern mit seinen Freunden an seiner Seite."
19,"Krile"
20,"Krile Baldesion"
21,"Bund der Morgenröte
Magierin"
22,"Krile ist eine kluge und mutige Lalafell-Magierin, die den Bund der Morgenröte schon lange als wichtiges Mitglied unterstützt. Nachdem ihre Eltern früh verstorben waren, wuchs sie unter der Obhut von Galuf Baldesion, dem Gründer von Baldesions Gelehrten, auf. Sie vermisste ihre Eltern und litt unter ihrer unheimlichen Kraft des Transzendierens, denn ihre angeborene Fähigkeit, die Gedanken anderer Personen zu spüren, ließ sie Dinge erfahren, die sie gar nicht wissen wollte. Das führte dazu, dass sie oft selbst verletzt wurde und von anderen, die sich vor ihr fürchteten, ausgegrenzt wurde. Galuf schenkte ihr schließlich einen weiten Mantel mit einer großen Katzenohren-Kapuze und erklärte ihr, dass ihre übernatürliche Fähigkeit ein Teil von ihr sei, vor dem sie keine Angst haben müsse. Die einfühlsamen Worte ihres Ziehvaters waren ihre Rettung und ermöglichten ihr, ihre besondere Kraft zu akzeptieren und für ihre magischen Studien zu nutzen.

Krile brachte ihr magisches Talent auf der Magieakademie von Sharlayan zur Geltung, wo sie vor allem Heilzauber und Reini<SoftHyphen/>gungs<SoftHyphen/>rituale studierte. An der Akademie lernte sie auch die jungen Leveilleur-Zwillinge Alphinaud und Alisaie kennen, mit denen sie bis heute eng befreundet ist. Nach ihrem Abschluss trat sie Baldesions Gelehrten bei, um Galuf bei seinen Forschungen zu unterstützen. Als die Exegeten vom Bund der Morgenröte einen antiken Teleport benutzten und danach unauffindbar waren, reiste Krile nach Eorzea, um bei der Suche nach den Vermissten zu helfen. Kurz nach ihrer Abreise wurde die Insel Val, auf der sich das Hauptquartier der Gelehrten befand, durch einen Angriff restlos zerstört, welcher der Zer<SoftHyphen/>störungs<SoftHyphen/>kraft einer Ultima-Waffe in nichts nachstand. Da Baldesions Gelehrten damit faktisch ausgelöscht waren, unterstützte Krile weiterhin den Bund der Morgenröte und schloss sich ihm schließlich offiziell an. Ihr magisches Wissen und ihre Kraft des Transzendierens trugen maßgeblich zur Überwindung vieler Gefahren bei.

Im Befreiungskampf von Ala Mhigo geriet sie in die Gefangenschaft der Garlear. Aulus, der Leiter des garleischen Transzendenz-Laboratoriums, zeichnete ihre Ätherströme auf und entwickelte daraus eine künstliche Kraft des Transzendierens, mit der er Fordola und Zenos ausstattete. Zum Glück wurde sie von ihren Freunden gerettet, doch es dauerte eine Weile, bis sie sich von der Tortur erholen konnte. Als die Seelen der Exegeten in die erste Splitter<SoftHyphen/>welt gerufen wurden, unternahm Krile alles, was in ihrer Macht stand, um die bewusstlosen Körper zu pflegen.
Mit dem Erscheinen der Telophoroi und dem Beginn der Letzten Tage reiste Krile zurück in ihre Heimat Sharlayan, um den Rat der Philosophen um Unterstützung zu bitten. Als Vertreterin von Baldesions Gelehrten gelang es ihr, den Mitgliedern des Bundes Zutritt zu Alt-Sharlayan zu verschaffen.

Nun, da die Apokalypse abgewendet und der Bund der Morgenröte offiziell aufgelöst wurde, konzentriert Krile sich auf den Wieder<SoftHyphen/>aufbau von Baldesions Gelehrten. Als neue Vorsitzende der Gelehrten sammelt sie die wenigen Überlebenden und neue Mitstreiter um sich, um das Andenken ihres verstorbenen Ziehvaters Galuf in Ehren zu halten und sein Werk fortzusetzen."
23,"Y'shtola"
24,"Y'shtola Rhul"
25,"Bund der Morgenröte
Hexe"
26,"Im Alter von sieben Jahren ging die magiebegabte Y'shtola bei der berühmten Hexe Matoya in die Lehre, die sie allerdings nur äußerst widerwillig und auf Druck von Baldesions Gelehrten hin bei sich aufnahm. Die Hexe erwies sich als strenge Lehrmeisterin für das junge Mädchen und unterzog sie einem strengen Übungsprogramm, in der Hoffnung, sie dadurch schnell loszuwerden. Doch Y'shtola war schon in Kindestagen von Natur aus ehrgeizig. Mit zusammengebissenen Zähnen ertrug sie selbst das härteste Training. Nach und nach wandelte sich Matoyas Ablehnung in Respekt und Anerkennung. Ein Stück weit mochte sie in dem sturen Mädchen auch sich selbst wiedererkannt haben. Als Y'shtola zehn Jahre später Matoyas Höhle hinter sich ließ, verfügte sie über alles Wissen und die notwendigen praktischen Fähigkeiten auf dem Gebiet der Magie, um sich selbst „Exegetin“ nennen zu dürfen.

Y'shtola schloss sich den Exegeten an, die von Louisoix Leveilleur angeführt wurden, und reiste nach Eorzea, wo laut Prophezeiung die Siebte Katastrophe bevorstand. Sie gewann das Vertrauen Merlwybs, des Staatsoberhaupts von Limsa Lominsa, und verhalf der Eorzäischen Allianz zu neuer Geltung. Nach dem Tod Louisoix' in der Ent<SoftHyphen/>schei<SoftHyphen/>dungs<SoftHyphen/>schlacht auf der Carteneauer Heide trat Y'shtola dem Bund der Morgenröte bei, der durch einen Zusammenschluss der Exegeten mit dem Pfad der Zwölf entstanden war.

Gemeinsam mit den anderen Bundesmitgliedern nahm sie sich des Primae-Problems an und stellte sich der Bedrohung durch die XIV. Kaiserliche Legion des garleischen Heeres. Als Y'shtola in die politischen Machenschaften im Zuge des Regierungswechsels in Ul'dah verwickelt wurde und sich von Kristallstreitern umzingelt sah, benutzte sie einen antiken Teleportzauber, um sich selbst und ihre Gefährten in Sicherheit zu bringen. Lange Zeit irrte sie gefangen in den Ätherbahnen umher und entging nur dank der Hilfe <If(PlayerParameter(4))>der Kriegerin des Lichts<Else/>des Kriegers des Lichts</If> und der Ältesten Saatseherin Kan-E-Senna dem Tod. Y'shtola verlor durch ihren Aufenthalt in der Ätherwelt ihr Augenlicht, doch wurde dieser Verlust durch eine andere Fähigkeit wettgemacht: Sie kann den Umgebungsäther wahrnehmen und dadurch selbst an Kämpfen teilnehmen, was ihr allerdings eine große Menge an Magie abverlangt.

Nach diesem Vorfall begab sich Y'shtola unter anderem nach Azys Lla, um Papst Thordan den Siebten zu stellen, und trug zur Beendigung des tausendjährigen Drachenkriegs und zur Befreiung Ala Mhigos bei.

Durch ein Versehen wurde sie vom Kristall<SoftHyphen/>exarchen in die erste Splitter<SoftHyphen/>welt gerufen, wo sie sich den Untertanen der Nacht im Großen Wald von Rak'tika anschloss. Den Bräuchen dieses Volkes folgend, nahm Y'shtola einen neuen Namen an und benannte sich nach ihrer früheren Lehrerin Matoya. Hatte sie sich bisher auf die Verwendung von Heilzaubern beschränkt, begann sie mehr und mehr, auch Zerstörungszauber zu wirken, die ihr im Kampfgeschehen gute Dienste leisten.

Nachdem die Dunkelheit der Nacht in den vom Licht bedrohten ersten Splitter zurückgekehrt war, kehrte Y'shtola in die Ursprungs<SoftHyphen/>welt zurück und betätigte sich weiterhin als Mitglied des Bundes der Morgenröte. Sie spielte eine tragende Rolle im Kampf gegen die Telophoroi und war mit an Bord der <Emphasis>Ragnarök</Emphasis>, um sich auf eine Reise zum Rande des Universums nach Ultima Thule zu begeben.
Was Y'shtola antreibt, ist ihre Neugier und ihr Verlangen, die Wahrheit über den Planeten zu erfahren <Indent/>- ein Wesenszug, den sie mit ihrer Meisterin Matoya teilt."
27,"Hydaelyn"
28,"Hydaelyn"
29,"Primae"
