key,0
10,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Pulsion<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Éventration<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Percée chaotique<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
4. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Percée tournante<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
11,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Lame tournoyante<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tourbillon tailladant<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Lame éolienne<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>* Avec Trimudrâ, ces actions sont remplacées par Hyôshô Ranryû.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
12,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Lame tournoyante<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Croc d'ombre<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
13,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Hakaze<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Yukikaze<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
14,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Jinpû<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gekkô<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
15,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Shifû<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Kasha<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
16,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tir à l'arc puissant<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tir droit<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
17,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Morsure caustique<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Morsure de la tempête<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
18,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tir scindé chauffé<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tir de balle chauffé<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tir net chauffé<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>* En Surchauffe, ces actions sont remplacées par Pyro-explosion.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
19,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Riposte enchantée<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Zwerchhau enchanté<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Redoublement enchanté<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Riposte enchantée<UIGlow>01</UIGlow><UIForeground>01</UIForeground> est utilisable lorsque la <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Mana noire<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et la <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Mana blanche<UIGlow>01</UIGlow><UIForeground>01</UIForeground> sont supérieures ou égales à 50.
Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>* Après un combo réussi avec VerMiracle ou VerBrasier, ces actions sont remplacées par Calcination.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
20,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tranchant acéré<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Impact brutal<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Salve tranchante<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
21,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Croc pugnace<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Griffe sauvage<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Serre vicieuse<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Commencer le combo nécessite de consommer une <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Cartouche d'éther<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
22,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Cascade<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Fontaine<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>* Avec En avant, ces actions sont remplacées par Cascade inversée.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>* Avec En avant et après un combo réussi avec Cascade, ces actions sont remplacées par Fontaine en cascade.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>* Durant une danse, devient Emboîté carmin.<UIGlow>01</UIGlow><UIForeground>01</UIForeground><UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
23,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Lame rapide<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Lame du juste<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spadassin<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
24,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Ombre solaire<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Éclipse suprême<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
25,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tranchant acéré<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Impact brutal<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Salve tranchante<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
26,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Pointe du destin<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Percée sonique<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tourment du Coerthas<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
27,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Éclipse totale<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Évidence<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>* Avec Serment de l'épée, ces actions sont remplacées par Lacération glorieuse.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
28,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tempête de mithril<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Cyclone de fer<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
29,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Déchaînement<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Noirceur insoumise<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
30,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Furie cardinale<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Briseur de rocs<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
31,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Pointe du destin<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Percée sonique<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tourment du Coerthas<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
32,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Roseraie fatale<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Hakke Mujinsatsu<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>* Avec Trimudrâ, ces actions sont remplacées par Gôka Mekkyaku.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
33,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Yukikaze<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gekkô<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Kasha<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
34,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Mangetsu<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Ôka<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
35,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Tranchage démoniaque<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Massacre démoniaque<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
36,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Moulin à vent<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Averse de lames<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>* Avec En avant, ces actions sont remplacées par Moulin à vent ascendant.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>* Avec En avant et après un combo réussi avec Moulin à vent, ces actions sont remplacées par Averse de sang.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>* Durant une danse, devient Entrechat outremer.<UIGlow>01</UIGlow><UIForeground>01</UIForeground><UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
37,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Kyokufû<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gôfû<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Yagetsu<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
38,"Effectue l'une après l'autre les techniques d'arme du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Sabre éthéré<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Puissance<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 840
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Coût en PE<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 300
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Taillade éthérée<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Puissance<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 1200
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Coût en PE<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 300
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Apogée final<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Puissance<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 1940
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Coût en PE<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 300

Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
39,"Effectue l'un après l'autre les sorts de magie du combo suivant<Indent/>:

1. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>VerFeu<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Puissance<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 310
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Coût en PM<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 200
2. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>VerVent<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Puissance<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 370
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Coût en PM<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 300
3. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>VerTerre<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Puissance<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 310
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Coût en PM<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 200
4. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>VerBrasier<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Puissance<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 600
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Coût en PM<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 400

Si les conditions ne sont pas réunies pour le sort de magie suivant, retourne au premier."
