key,0,1,2,3,4,5,6,7,8,9,10,11
8,"<Emphasis>Palaemon digitorum</Emphasis>
Une petite crevette de l'épaisseur d'un doigt, surnommée pour cette raison “crevette phalange”. Elle est fréquemment utilisée comme appât et sert également en cuisine.",4871,4,0,False,False,0,134,0,True,False,False
9,"<Emphasis>Procambarus perlucidus</Emphasis>
Ce crustacé doit sa carapace translucide au fait qu'il vit dans des milieux souterrains inéclairés. Lorsqu'il laisse derrière lui une mue, celle-ci est si transparente qu'elle en devient presque invisible à l'œil nu.",4929,5,0,False,False,2,148,0,True,False,False
10,"<Emphasis>Eunicella singularis</Emphasis>
Bien qu'il semble inanimé, le corail blanc est bel et bien un organisme vivant et non un minéral. Une fois poli, il possède un lustre gracieux qui lui vaut le surnom de “gemme de la mer”",5460,5,0,False,False,0,134,0,True,False,False
11,"<Emphasis>Salmo trutta princeps</Emphasis>
Ce poisson est populaire chez les pêcheurs débutants désireux de s'essayer à la pêche à la truite. Mais même les vétérans apprécient parfois de la pêcher comme un retour aux sources.",4930,5,0,False,False,2,134,0,True,False,False
12,"<Emphasis>Aurelia eorzeana</Emphasis>
La méduse la plus commune en Éorzéa. D'après des études sharlayanaises, elle connaîtrait pas moins de neuf transformations au cours de sa croissance.",4872,6,0,False,False,0,134,0,True,False,False
13,"<Emphasis>Gobius crepusculus</Emphasis>
Un “poisson terrestre” qui s'est retrouvé enfermé à l'intérieur des terres dans la région de Vylbrand. Les gobies peuvent avoir diverses couleurs selon les variétés.",4931,6,0,False,False,2,134,0,True,False,False
14,"<Emphasis>Cucumaria planci mazlayae</Emphasis>
Son apparence rebute nombre de gens, mais les habitants de la mer de Jade et de l'île de Mazlaya les apprécient sous forme séchée.",4873,7,0,False,False,0,135,0,True,False,False
15,"<Emphasis>Clupea nauta</Emphasis>
Ce poisson de mer a pour habitude de rôder dans les eaux bordant les ports, aussi il est très facile à pêcher. C'est un poisson très fréquemment consommé à Limsa Lominsa.",4874,7,0,False,False,0,134,0,True,False,False
16,"<Emphasis>Pipira pipira</Emphasis>
Ce poisson carnivore est connu pour sa grande férocité. Les enfants se baignant dans les cours d'eau se feraient souvent mordre, d'après la rumeur. Cuit à la vapeur, il est très savoureux. ",4932,7,0,False,False,2,148,0,True,False,False
17,"<Emphasis>Procambarus rubrum</Emphasis>
Cette écrevisse de couleur rouge est gris bleuté lorsqu'elle est jeune. C'est en devenant adulte qu'elle prend sa belle couleur écarlate si ca<SoftHyphen/>rac<SoftHyphen/>té<SoftHyphen/>ris<SoftHyphen/>ti<SoftHyphen/>que. ",4933,8,0,False,False,2,137,0,True,False,False
18,"<Emphasis>Venerupis bianaquensis</Emphasis>
Un bivalve connu pour le goût délicieux de sa chair. Elle est utilisée dans de nombreuses recettes de cuisine familiale dans les régions littorales.",4875,8,0,False,False,0,135,0,True,False,False
19,"<Emphasis>Gobio gobio</Emphasis>
Ce petit poisson a l'habitude de se cacher dans le sable au fond des rivières. C'est pourquoi dans l'argot noscéen, on traite de “goujon” une personne lâche.",4934,8,0,False,False,2,134,0,True,False,False
20,"<Emphasis>Chaetodon auripes corallium</Emphasis>
Ce poisson papillon est très apprécié pour sa magnifique couleur jaune striée. Il est apprécié comme poisson d'aquarium dans la Cité d'Ul'dah, où sa couleur dorée semble plaire aux riches citadins.",4876,9,0,False,False,0,134,0,True,False,False
21,"<Emphasis>Barbatula aerata</Emphasis>
Ce poisson d'eau douce de forme allongée est par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>rement apprécié en cuisine lalafelle, même si beaucoup lui reprochent un fumet terreux.",4935,9,0,False,False,3,152,0,True,False,False
22,"<Emphasis>Platichthys moribius</Emphasis>
La légende raconte qu'Oschon le Vagabond aurait mal<SoftHyphen/>en<SoftHyphen/>con<SoftHyphen/>treu<SoftHyphen/>se<SoftHyphen/>ment écrasé ce poisson de rivière. La déesse Llymlaen, prenant pitié du malheureux animal, l'aurait ressuscité en tant que poisson de mer, en lui laissant son apparence aplatie.",4877,10,0,False,False,0,135,0,True,False,False
23,"<Emphasis>Opalus carpio</Emphasis>
Ce poisson omnivore est très facile à pêcher, ce qui le rend populaire chez les pêcheurs débutants. Il est de plus délicieux une fois grillé sur le feu et salé.",4936,10,0,False,False,2,148,0,True,False,False
24,"<Emphasis>Osmerus abalathicus</Emphasis>
Ce petit poisson est important dans l'ali<SoftHyphen/>men<SoftHyphen/>ta<SoftHyphen/>tion des habitants du Coerthas. Beaucoup de gens le dégustent sur place, grillé.",4937,35,0,False,False,2,155,0,True,False,False
25,"<Emphasis>Amblyopsis vylbrandicus</Emphasis>
L'obscurité dans laquelle vit ce poisson a entraîné la dégénérescence de son système oculaire. Par chance, il n'a aucun prédateur naturel. Il chasse en détectant les variations de courants.",4938,31,0,False,False,3,135,0,True,False,False
26,"<Emphasis>Cancer calculus</Emphasis>
Non seulement sa carapace est très dure, mais il a peu de chair, c'est pourquoi ce crustacé a peu de valeur gastronomique. Il vole parfois les proies des pêcheurs, aussi ces derniers ne l'apprécient guère.",4878,12,0,False,False,0,135,0,True,False,False
27,"<Emphasis>Periophthalmus</Emphasis>
Aussi appelé sauteur de vase, ce “poisson terrestre” vit dans les flaques et sur les rives, étant capable de trotter sur le sol à l'aide de ses nageoires. Ses yeux globuleux lui permettent de repérer les ennemis hors de l'eau.",4939,13,0,False,False,3,140,0,True,False,False
28,"<Emphasis>Oncorhynchus mykiss</Emphasis>
Ce poisson d'eau douce peut être pêché à la mouche. Il est dégusté grillé ou en meunière, entre autres.",4940,15,0,False,False,2,155,0,True,False,False
29,"<Emphasis>Pseudosesarma moeshi</Emphasis>
Ce décapode est surnommé “nettoyeur des rivières” parce qu'il se nourrit de carcasses de poissons morts et d'algues. On raconte même qu'il est in<SoftHyphen/>dis<SoftHyphen/>pen<SoftHyphen/>sa<SoftHyphen/>ble à la survie des rivières.",4941,15,0,False,False,2,152,0,True,False,False
30,"<Emphasis>Synaptura zebra</Emphasis>
Il est reconnaissable à ses rayures rappelant celles du tigre, félin du continent oriental d'Othard, ce qui lui vaut ainsi son nom commun.",4879,15,0,False,False,0,135,0,True,False,False
31,"<Emphasis>Betta mhigolensis</Emphasis>
Ce poisson est doté d'un redoutable instinct combatif, si bien qu'il combattra jusqu'à la mort tout congénère introduit dans son territoire. Les aquariophiles l'élèvent de préférence seul.",4942,16,0,False,False,3,148,0,True,False,False
32,"<Emphasis>Cancer galeatus</Emphasis>
La carapace de ce crustacé rappelle la forme d'un casque. On pourrait le croire apparenté au crabe, à cause de son nom, mais la zoologiste Atelloune le classe comme un cousin des acari.",4880,16,0,False,False,0,135,0,True,False,False
33,"<Emphasis>Macquaria aldenardia</Emphasis>
Ce petit poisson d'eau douce est une variété de bar qui vit partout sur le continent d'Aldenard. Il se livre à une redoutable guerre de subsistance avec le bar noir.",4943,17,0,False,False,3,140,0,True,False,False
34,"<Emphasis>Bithynia aurea</Emphasis>
Ce gastéropode vient du nouveau continent. Son pied est comestible, mais difficile à manger et d'un fumet trop marqué, il est peu apprécié.",4944,17,0,False,False,2,140,0,True,False,False
35,"<Emphasis>Ostrea rothlyta</Emphasis>
Cette variété d'huître doit son nom au golfe de Rothlyt, qui produit des spécimens réputés délicieux. Un simple filet de jus de citron suffit à rendre succulente une huître fraîche, d'après les fins gourmets.",4881,17,0,False,False,0,135,0,True,False,False
36,"<Emphasis>Gobius cunctator</Emphasis>
Ce poisson est ordinairement lent, mais lorsqu'il a repéré une proie, il peut se déplacer très rapidement.",4945,18,0,False,False,2,153,0,True,True,False
37,"<Emphasis>Perca noscense</Emphasis>
Fidèle à son nom, ce poisson se rencontre fréquemment dans les lacs et rivières de la Noscea. Se nourrissant de petits poissons, il est facile à attraper avec un appât de type vairon.",4946,18,0,False,False,2,134,0,True,False,False
38,"<Emphasis>Parexocoetus llyamlaenis</Emphasis>
Au cours de son évolution, l'exocet a développé des nageoires pectorales si longues qu'elles lui permettent d'effectuer de petits vols planés hors de l'eau pour échapper à ses prédateurs. Son nom vient de Llymlaen, car ses nageoires ressembleraient aux dagues qu'elle lance.",4882,18,0,False,False,1,138,0,True,False,False
39,"<Emphasis>Carassius carpio</Emphasis>
Certains pêcheurs font de ce poisson un objet de paris. Lorsque Gridania se trouvait en état de siège au cours d'une longue guerre, il aurait été lâché dans les douves du bassin de Jade pour servir de source de nourriture.",4947,19,0,False,False,3,132,0,True,False,False
40,"<Emphasis>Pomacanthus xanthometopon</Emphasis>
Cet élégant poisson aux couleurs chatoyantes apprécie les eaux chaudes des mers du sud, bien au-delà des limites d'Éorzéa. Il arrive cependant qu'il dérive jusqu'aux eaux bordant les régions éorzéennes.",4883,19,0,False,False,1,134,0,True,False,False
41,"<Emphasis>Carassius aeratus aeratus</Emphasis>
Ce poisson décoratif a obtenu la belle couleur cuivrée de ses écailles au fil de croisements étalés sur de nombreuses années. Il a été importé d'Orient à l'origine, mais relâché dans la nature, il a fini par s'établir dans les eaux éorzéennes.",4948,20,0,False,False,3,140,0,True,False,False
42,"<Emphasis>Salmo caeruleus</Emphasis>
Ce poisson anadrome naît en rivière et vit normalement dans l'océan Indigo, mais il remonte le courant jusqu'à sa rivière natale pour s'y reproduire et mourir. C'est un symbole du cycle de la vie.",4949,20,0,False,False,2,139,0,True,False,False
43,"<Emphasis>Ensis minor</Emphasis>
Cette palourde, dont la forme allongée rappelle un rasoir, jaillit hors de son nid lorsqu'on la surprend. Les oiseaux de mer exploitent cette particularité pour attraper le malheureux bivalve en faisant tomber des petits cailloux pour le faire sortir.",4884,20,0,False,False,0,135,0,True,False,False
44,"<Emphasis>Scylla serrata</Emphasis>
Autrefois, on comparait ce crabe à un golem, parce qu'il avait pour habitude de se camoufler dans la boue pour guetter ses proies.",4950,21,0,False,False,2,141,0,True,False,False
45,"<Emphasis>Eledone caerulea</Emphasis>
Ce céphalopode bleu aime faire onduler ses tentacules, d'où son surnom de “pieuvre danseuse”. Parade amoureuse, ou élimination de parasites<Indent/>? Les zoologistes sont partagés.",4885,21,0,False,False,1,135,0,True,False,False
46,"<Emphasis>Cyprinus carpio</Emphasis>
Ce poisson d'ornement a été croisé pour être joli à voir hors de l'eau. Aussi appelée “carpe de brocart”, cette espèce pourrait perdre ses couleurs si l'homme ne poursuit pas les croisements.",4951,21,0,False,False,2,148,0,True,False,False
47,"<Emphasis>Procambarus coccineus</Emphasis>
La carapace de ce crustacé est rouge vif comme du sang frais. On raconte qu'il serait né du sang de la Déesse du soleil, Azeyma.",4952,22,0,False,False,2,140,0,True,False,False
48,"<Emphasis>Anguilla virens</Emphasis>
Ce poisson anadrome est connu pour sa couleur verte ca<SoftHyphen/>rac<SoftHyphen/>té<SoftHyphen/>ris<SoftHyphen/>ti<SoftHyphen/>que, qui varie semble-t-il selon l'ali<SoftHyphen/>men<SoftHyphen/>ta<SoftHyphen/>tion, l'environnement et la qualité des eaux de chaque spécimen.",4953,22,0,False,False,2,139,0,True,True,False
49,"<Emphasis>Tetraodon</Emphasis>
Ce poisson redoutable possède un venin très toxique qui provoque le mutisme. Une légende populaire veut qu'une famille en ayant consommé accidentellement se retrouva frappée de mutisme et, ne pouvant plus communiquer, finit par se déchirer.",4886,22,0,False,False,0,137,0,True,False,False
50,"<Emphasis>Venerupis noscensis</Emphasis>
Les impuretés ont tendance à s'accumuler dans le corps de ce mollusque filtreur, ce qui lui donne un fumet peu apprécié en cuisine. Il permet cependant de garder les eaux propres.",4954,23,0,False,False,3,139,0,True,False,False
51,"<Emphasis>Oncorhynchus thermophilus</Emphasis>
Ce poisson amateur d'eaux chaudes est idéal pour la pêche à la mouche. Les connaisseurs de cette espèce ont pour coutume de se baigner dans des sources après en avoir pêché.",4955,23,0,False,False,2,139,0,True,False,False
52,"<Emphasis>Ambassis noscensis</Emphasis>
Avec un corps presque transparent, cette variété de perche d'eau douce est convoitée par les zoologistes désireux d'étudier le fonc<SoftHyphen/>tion<SoftHyphen/>ne<SoftHyphen/>ment des organes sur un sujet vivant. Une espèce si discrète qu'on ignorait son existence même il y a quelques années.",4956,24,0,False,False,2,134,0,True,False,False
53,"<Emphasis>Anableps anableps</Emphasis>
Les yeux de ce poisson sont doubles et lui permettent de voir au-dessus et en dessous de lui en même temps. Une rumeur laissa jadis entendre que sa chair était bonne pour la vue, ce qui lui valut une popularité de courte durée malgré sa chair peu goûteuse. ",4957,24,0,False,False,2,139,0,True,False,False
54,"<Emphasis>Sardina gladius</Emphasis>
Ce poisson possède un aileron si coupant qu'il lui a valu le surnom de “sardine sabre”. Il arrive d'ailleurs qu'il déchire les filets des pêcheurs en se débattant.",4887,24,0,False,False,1,138,0,True,False,False
55,"<Emphasis>Anguilla nigra</Emphasis>
Ce poisson longiligne est l'ingrédient clef de la tarte à l'anguille. En journée, il se tient immobile dans son nid, pour ne s'activer que la nuit en quête de nourriture.",4958,25,0,False,False,2,153,0,True,True,False
56,"<Emphasis>Macquaria meracydiana</Emphasis>
Cette espèce aurait été rapportée du continent méridional de Méracydia, qui a aujourd'hui perdu une grande partie de sa faune. Son instinct de survie est fort, si bien qu'il s'adapte facilement.",4959,25,0,False,False,3,141,0,True,False,False
57,"<Emphasis>Corallium caeruleum</Emphasis>
Ce corail est d'un bleu si perçant que l'on pourrait s'y noyer. Cette couleur si ca<SoftHyphen/>rac<SoftHyphen/>té<SoftHyphen/>ris<SoftHyphen/>ti<SoftHyphen/>que est d'ailleurs surnommée “bleu de Rhotano”, comme la mer.",5461,25,0,False,False,1,137,0,True,False,False
58,"<Emphasis>Sphyraena barracuda</Emphasis>
Sa constitution lui a valu le surnom d'ogre, même si ce grand poisson de mer est en réalité moins redoutable qu'un véritable ogre. Carnivore, il s'attaque aux petits poissons.",4888,25,0,False,False,1,134,0,True,False,False
59,"<Emphasis>Gerospina aegis</Emphasis>
Ce crustacé doit son nom à la forme de son bouclier céphalique, qui ressemble à l'égide légendaire. Cette espèce relativement primitive est, d'après les zoologues, ex<SoftHyphen/>trê<SoftHyphen/>me<SoftHyphen/>ment ancienne.",4960,26,0,False,False,3,141,0,True,False,False
60,"<Emphasis>Plecostomus pumilus</Emphasis>
Ce petit poisson d'eau douce se nourrit des algues qui poussent sur les branches flottantes et racines des rivières grâce à la forme de sa bouche. Il mesure généralement environ 5 ilms.",4961,26,0,False,False,3,153,0,True,False,False
61,"<Emphasis>Lophiomus setigerus</Emphasis>
Également connu sous le nom de “marache”, le poisson lanterne utilise son organe lumineux pour attirer ses proies. Les pêcheurs ont une bonne image de cette espèce, puisqu'elle capture ses prises avec une méthode similaire à celle des êtres humains.",4889,26,0,False,False,1,140,0,True,False,False
62,"<Emphasis>Hippocampus hippocampus</Emphasis>
Un débat houleux a déchiré la communauté scien<SoftHyphen/>ti<SoftHyphen/>fi<SoftHyphen/>que, entre ceux qui voulaient appeler cet étrange poisson “cheval de mer” et ceux qui voulaient l'appeler “dragon de mer”. Cela dit, les scien<SoftHyphen/>ti<SoftHyphen/>fi<SoftHyphen/>ques en question n'avaient pro<SoftHyphen/>ba<SoftHyphen/>ble<SoftHyphen/>ment jamais vu aucun de ces deux animaux.",4890,26,0,False,False,0,137,0,True,False,False
63,"<Emphasis>Perca serpentis</Emphasis>
Comme il était souvent découvert dans des branchages, on a longtemps cru que ce poisson pouvait grimper aux arbres. En réalité, il était simplement la proie d'oiseaux pêcheurs.",4962,27,0,False,False,3,153,0,True,False,False
64,"<Emphasis>Silurus niger</Emphasis>
Ce grand silure vit en eaux lacustres. Ces moustaches, qui lui servent d'organes de détection, lui permettent de repérer ses proies avant de les gober d'une traite.",4963,27,0,False,False,3,154,0,True,False,False
65,"<Emphasis>Abramis brama bianaquensis</Emphasis>
On raconte que ce poisson de mer doit sa couleur rosée aux crevettes basilic dont il se nourrit. Les spécimens pêchés près de l'île de Bianaq sont réputés pour leur chair exquise.",4891,27,0,False,False,1,137,0,True,False,False
66,"<Emphasis>Apteronotus albifrons</Emphasis>
Ce redoutable poisson a la faculté d'étourdir ses proies au moyen de décharges électriques. Les humains qui ont l'imprudence de s'en approcher de trop près en font parfois les frais.",4964,28,0,False,False,3,153,0,True,False,False
67,"<Emphasis>Solea nigra</Emphasis>
Ce poisson de forme aplatie doit son nom à un ancien mot signifiant “semelle”. Il est délicieux cuisiné avec une sauce aux cèpes.",4892,28,0,False,False,0,135,0,True,False,False
68,"<Emphasis>Lampetra fluviatilis</Emphasis>
Grâce aux dents dont est ornée sa bouche, la lamproie agrippe la peau de sa proie pour aspirer son sang et sa lymphe. C'était un mets recherché à la cour uldienne, autrefois.",4965,29,0,False,False,2,146,0,True,False,False
69,"<Emphasis>Lepidotrigla pollinctor</Emphasis>
Ce poisson se coiffe d'os crâniens de petits animaux, comme les lézards, pour s'en servir comme arme lors de furieux combats de territoire. Il utilise des crânes plus volumineux en grandissant.",4966,29,0,False,False,2,146,0,True,False,False
70,"<Emphasis>Eusphyra blochii</Emphasis>
Sa grande tête en forme de marteau lui permet de détecter rapidement ses proies. Il est connu pour vivre en bancs pouvant compter jusqu'à une centaine d'individus.",4893,29,0,False,False,1,138,0,True,False,False
71,"<Emphasis>Salmo yugrama</Emphasis>
Ce poisson est connu pour sa chair savoureuse. Il remonte chaque année sans faute le cours de rivières, et ses prédateurs ne ratent jamais ce rendez-vous.",4967,28,0,False,False,2,145,0,True,False,False
72,"<Emphasis>Cucumaria planci vylbrandicus</Emphasis>
Les Roegadyns du Clan de la Mer qui vivent dans les mers du Nord apprécient cette limace de mer coupée en fines tranches, pour sa texture par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>re.",4894,30,0,False,False,0,137,0,True,False,False
73,"<Emphasis>Hypostomus plecostomus variatus</Emphasis>
Sa bouche qui lui permet de s'accrocher aux rochers est ca<SoftHyphen/>rac<SoftHyphen/>té<SoftHyphen/>ris<SoftHyphen/>ti<SoftHyphen/>que. Son corps présente des motifs par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>rement gracieux, même pour un pléco.",4968,30,0,False,False,3,152,0,True,False,False
74,"<Emphasis>Aegagropila luceus</Emphasis>
Nul ne sait pourquoi cette algue sphérique émet de la lumière<Indent/>; certains y voient une manifestation des âmes des morts revenues dans le monde des vivants.",5544,31,0,False,False,3,135,0,True,False,False
75,"<Emphasis>Clupea harengus indigo</Emphasis>
Ce poisson est populaire à la fois comme aliment mais aussi comme appât de pêche au vif. C'est l'un des poissons les plus souvent attrapés, d'après la guilde des pêcheurs.",4895,31,0,False,False,0,137,0,True,False,False
76,"<Emphasis>Erpetoichthys calabaricus</Emphasis>
Ce poisson longiligne est protégé par de dures écailles. Il remonte fréquemment à la surface pour respirer.",4969,32,0,False,False,3,146,0,True,False,False
77,"<Emphasis>Thunnus cinnis</Emphasis>
Un grand poisson à chair grasse dont les Miqo'tes sont friands. En Orient, il est souvent éviscéré et mangé sur place, im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment après avoir été pêché.",4896,32,0,False,False,1,137,0,True,False,False
78,"<Emphasis>Fundulus heteroclitus</Emphasis>
Un poisson découvert à La Poigne des Dieux. Très résistant aux milieux toxiques, il est utile pour déterminé la qualité d'une eau.",4970,32,0,False,False,3,135,0,True,False,False
79,"<Emphasis>Bithynia pollinctor</Emphasis>
Souvent aperçu sur des os blanchis, cet escargot de sinistre réputation est parfois surnommé “doigt du néant” et autres surnoms lugubres.",4971,33,0,False,False,3,145,0,True,False,False
80,"<Emphasis>Gobius radicis</Emphasis>
Cette espèce se rencontre uniquement près du lac des Racines. Il est capable d'utiliser ses nageoires pour sauter, ce qui lui a valu son nom commun.",4972,33,0,False,False,3,153,0,True,False,False
81,"<Emphasis>Phycodurus eques</Emphasis>
Ce cousin de l'hippocampe aurait été nommé par les scien<SoftHyphen/>ti<SoftHyphen/>fi<SoftHyphen/>ques qui, déçus de n'avoir pu imposer le nom de “dragon de mer” à ce dernier, se seraient rabattus sur cette espèce voisine. Ses protubérances imitant des branches feuillues constituent un camouflage très efficace.",4897,33,0,False,False,0,135,0,True,False,False
82,"<Emphasis>Osteoglossum bicirrhosum</Emphasis>
Sa mâchoire inférieure ca<SoftHyphen/>rac<SoftHyphen/>té<SoftHyphen/>ris<SoftHyphen/>ti<SoftHyphen/>que lui permet d'avaler d'une traite les petits poissons et insectes. Ce poisson primitif n'a pour ainsi dire pas évolué depuis l'antiquité.",4973,34,0,False,False,3,153,0,True,False,False
83,"<Emphasis>Sardina lunaris</Emphasis>
Ce poisson à activité nocturne reflète la lumière de la lune lorsqu'il nage près de la surface. On raconte qu'il a reçu la grâce de la déesse Menphina.",4898,34,0,False,False,0,137,0,True,True,False
84,"<Emphasis>Cancer pilosus</Emphasis>
Les pinces de ce crustacé d'eau douce sont recouvertes de minuscules poils, ce qui donne l'impression qu'il porte des gants. Cette curieuse apparence lui a valu son nom.",4974,34,0,False,False,2,137,0,True,False,False
85,"<Emphasis>Melanogrammus aeglefinus</Emphasis>
Ce poisson est souvent cuisiné en ragoût pour sa bonne tenue à la cuisson. Il était connu comme étant un mets apprécié du Roi des mers du Nord.",4899,34,0,False,False,1,140,0,True,False,False
86,"<Emphasis>Dasyatis monkeonkei</Emphasis>
Cette raie d'ornement descendrait directement de celle offerte par un Lalafell du nom de Monke-Onke aux Padjals en signe d'amitié.",4975,33,0,False,False,2,148,0,True,False,False
87,"<Emphasis>Oncorhynchus masou masou</Emphasis>
Ce poisson continental reste toujours en rivières ou lacs sans jamais gagner la mer. Très prudent et réactif, il est difficile à pêcher.",4976,35,0,False,False,2,155,0,True,False,False
88,"<Emphasis>Pinctada albina</Emphasis>
Ce bivalve non comestible peut parfois produire une perle blanche par accumulation de nacre autour d'une impureté. Ce phénomène, à l'origine fortuit, est désormais reproduit ar<SoftHyphen/>ti<SoftHyphen/>fi<SoftHyphen/>ciellement par les ostréiculteurs, de plus en plus nombreux à cultiver ces huîtres pour leurs perles.",4900,35,0,False,False,0,137,0,True,False,False
89,"<Emphasis>Cottus arenosus</Emphasis>
Ce poisson amphibie vit dans les régions sablonneuses. Il est au bout de la chaîne alimentaire de son milieu naturel.",4977,35,0,False,False,4,146,0,True,False,False
90,"<Emphasis>Carassius argenteus argenteus</Emphasis>
Une race de poissons décoratifs, mise au point par croisement dans les pays orientaux. Les éleveurs ont mis plusieurs décennies à obtenir l'éclat argenté de leurs écailles.",4978,36,0,False,False,3,137,0,True,False,False
91,"<Emphasis>Chromobotia macracanthus</Emphasis>
Ce petit poisson doit son nom à ses rayures colorées qui rappellent les tenues bigarrées des saltimbanques. Il est très apprécié comme poisson d'ornement.",4979,36,0,False,False,3,146,0,True,False,False
92,"<Emphasis>Acanthopagrus arenosus</Emphasis>
Ce poisson se meut en faisant vibrer ses nageoires pour déplacer le sable qui l'entoure. Il ressemble à la brème, mais en est assez distant en réalité.",5032,36,0,False,False,4,146,0,True,False,False
93,"<Emphasis>Echeneis naucrates</Emphasis>
Ce poisson parasite, aussi surnommé “poisson pilote”, se colle sur les baleines et requins qu'il exploite. Il tient son nom de la fleur préférée d'Althyk, car comme le dieu il semble capable d'arrêter le temps pour se fixer sur son protecteur.",4901,36,0,False,False,1,137,0,True,False,False
94,"<Emphasis>Plecostomus armo</Emphasis>
Ce poisson a des écailles si dures qu'il est rarement la proie de poissons plus grands. Il peut donc vivre une longue vie et atteindre une taille im<SoftHyphen/>pres<SoftHyphen/>sion<SoftHyphen/>nante.",4980,37,0,False,False,3,153,0,True,False,False
95,"<Emphasis>Macquaria gigantea</Emphasis>
Pour un poisson d'eau douce, cette espèce est très grande. Il mange beaucoup et apprécie les appâts de grosse taille.",4981,37,0,False,False,3,156,0,True,False,False
96,"<Emphasis>Silurus arenosus</Emphasis>
Ce vorace poisson-chat des sables dévore poissons, insectes et même monstres. Sa chair semble délicieuse, mais est difficile à cuisiner à cause du sable qu'il avale.",5033,37,0,False,False,4,146,0,True,False,False
97,"<Emphasis>Diodon hystrix</Emphasis>
On appelle ce poisson “bombo de mer” à cause de sa curieuse faculté à gonfler son corps couvert d'épines lorsqu'il est en colère.",4902,37,0,False,False,0,137,0,True,False,False
98,"<Emphasis>Cyprinus velodynus</Emphasis>
Un des poissons grillés les plus populaires en cuisine gridanienne. Omnivore, il est très facile à pêcher. ",4982,38,0,False,False,2,153,0,True,False,False
99,"<Emphasis>Tetraodon virens</Emphasis>
Ce poisson vit en eau douce, saumâtre ou salée. Ses jolis motifs le rendent populaires comme poisson d'agrément, mais l'élevage est très délicat.",4983,38,0,False,False,2,137,0,True,False,False
100,"<Emphasis>Dotonus dotonus</Emphasis>
Ce poisson des sables se tapit dans les fonds sablonneux avant de fondre sur ses proies, comme un redoutable assassin. Il tient d'ailleurs son nom d'une technique d'attaque d'élément terre venue d'Orient.",5034,38,0,False,False,4,146,0,True,False,False
101,"<Emphasis>Chromobotia aurea</Emphasis>
Sa couleur dorée est très claire, chose in<SoftHyphen/>ha<SoftHyphen/>bi<SoftHyphen/>tuelle pour les loches. Il semblerait qu'une mutation subite soit à l'origine de cette variété.",4984,39,0,False,False,3,155,0,True,False,False
102,"<Emphasis>Parexocoetus arenosus</Emphasis>
Ce poisson des sables peut planer sur de longues distances grâce aux vents des tempêtes de Sagolii. Pour les habitants des oasis, son nom est synonyme d'imprudence.",5035,39,0,False,False,4,146,0,True,False,False
103,"<Emphasis>Anguilla aurea</Emphasis>
Ce poisson est associé au dieu du commerce à cause de sa couleur dorée. Facilement repérable par ses prédateurs, il vit la nuit.",4985,39,0,False,False,2,145,0,True,True,False
