key,0,1,2,3,4,5
32,61,1,15,"Magnifique<Indent/>! J'espère que vous ferez aussi bien lors de la véritable épreuve<Indent/>!","",""
33,57,7,0,"Ce bâtiment haut et étroit est doté de larges fenêtres de forme atypique.","",""
34,57,7,0,"Un bec-en-sabot. Impossible de dire ce qu'il fait ici, mais sa présence irradie.","",""
35,57,7,0,"Une jeune clionide flotte innocemment au pied du bâtiment. Elle est pro<SoftHyphen/>ba<SoftHyphen/>ble<SoftHyphen/>ment inoffensive, en plus d'être très mignonne.","",""
36,61,1,14,"Je te vois essayer de m'ôter ma capuche<Indent/>! Sache que ça ne marchera pas<Indent/>!","",""
37,57,7,0,"Stoïque dans la douleur, le bec-en-sabot ne bouge pas d'un ilm.","",""
38,0,0,0,"","",""
39,61,1,22,"Hé<Indent/>! Merci de ne pas déranger ceux qui travaillent<Indent/>!","",""
40,61,1,20,"Hmm... Difficile à dire d'ici, mais... on dirait que ces réservoirs sont reliés par un tube circulaire au-dessus.","Et si on observe par la fenêtre, on peut même distinguer une cuve dans laquelle les réservoirs déversent leur contenu.","Cet agencement ressemble fort à une station d'épuration<Indent/>!"
41,61,1,20,"Ce grand tuyau plonge derrière le rempart, et je crois bien entendre de l'eau. Peut-être une source<Indent/>?","Au sommet, on dirait qu'une grande roue actionne un piston à l'intérieur...","Je vous parie qu'il y a une hélice à l'intérieur du tube pour permettre de pomper l'eau de la source en contrebas<Indent/>!"
42,61,1,20,"Oh<Indent/>! Je reconnais, ça<Indent/>! C'est un énorme arbre, comme ceux qu'on a dans la Garenne sempervirente<Indent/>!","Comment ça, non<Indent/>? Aaah, maintenant que vous le dites... Non seulement il est bien trop grand, mais la base est plus étroite que le sommet...","Je sais<Indent/>! C'est un réservoir en hauteur qui permet de distribuer de l'eau sous pression en aval<Indent/>! Un château d'eau<Indent/>!"
43,57,7,0,"Ça alors, un ambystoma<Indent/>! Et pétulant, par-dessus le marché<Indent/>!","Ça veut dire que son concept a bien été enregistré, et qu'il est devenu un être vivant à part entière<Indent/>! Vous ressentez le poids de l'Histoire...",""
44,61,1,21,"Nom d'une carotte, je me suis fait avoir<Indent/>! T'es pas n'importe qui, toi<Indent/>!","",""
45,57,7,0,"Vous n'avez pas anesthésié le bon oiseau...","",""
46,61,1,23,"Cette statue représente Thaliak, membre des Douze et protecteur de la cité de Sharlayan. On le vénère également comme dieu du savoir et seigneur des rivières.","Jadis, Sharlayan était régie par une démocratie directe. Les décisions politiques faisaient l'objet d'un vote à l'Assemblée municipale, à laquelle tous les citoyens étaient conviés à participer. C'est ainsi que la divinité protectrice de la cité fut élue à la majorité.","Notons que le raisonnement derrière ce choix ne relevait pas de la foi religieuse à proprement parler, mais plutôt de la conviction politique d'un peuple qui se sentait investi de la mission de devenir les ambassadeurs du savoir."
47,61,1,23,"Dans les récits mythologiques, Thaliak est souvent décrit portant une cruche sacrée de laquelle s'écoule la source du savoir.","Afin de figurer au mieux cet attribut, un circuit a été monté à l'intérieur de la statue<Indent/>: l'eau s'écoule de la cruche dans la mer, puis est aspirée de nouveau par un système de pompe. L'architecte souhaitait ainsi représenter Sharlayan comme une cité où la con<SoftHyphen/>nais<SoftHyphen/>san<SoftHyphen/>ce afflue sans interruption.","Mais à l'époque, l'installation d'un tel système ne s'était pas faite sans complications. La Grande bibliothèque du Noumène conserve d'ailleurs les journaux de travail où les maçons avaient relaté les problèmes rencontrés et les solutions mises en œuvre."
48,61,1,23,"D'après la légende, lorsque le sixième fléau fit s'abattre des raz-de-marée dévastateurs sur Éorzéa, ceux que l'on surnomme les douze Preux se dressèrent face à la crise et secoururent de nombreuses vies.","L'un de ces douze héros, Nyunkrepf, fonda Sharlayan avec les rescapés qu'il avait lui-même tirés des eaux.","Essayez de vous représenter la scène<Indent/>: près de 1 600 ans plus tôt, les premiers habitants de Sharlayan posent le pied sur ce rivage, sans se douter que s'y élèvera un jour la statue que vous avez sous les yeux..."
49,0,0,0,"","",""
50,0,0,0,"","",""
51,57,7,0,"Cet Omicron semble à peine actif. Il se tient debout, immobile, en attente de quelque chose.","",""
52,57,7,0,"Cet Omicron est immobile à côté d'un étrange appareil. Il ne fait rien de particulier.","",""
53,57,7,0,"Cet Omicron discute avec Alphinaud. Impossible de savoir si leur con<SoftHyphen/>ver<SoftHyphen/>sa<SoftHyphen/>tion est plaisante ou non.","",""
54,57,7,0,"Ce n'est pas un Omicron... C'est... un ambystoma<Indent/>! Le plus incroyable c'est qu'il a l'air dans son élément, ici dans le vide de l'espace<Indent/>!","Serait-ce un des spécimens vivant dans le Labyrinthos qui serait monté à bord du Ragnarok<Indent/>? En tout cas, il est sacrément pétulant...",""
55,57,7,0,"Cet Omicron déambule à droite et à gauche. Il bouge de façon erratique et ne semble pas avoir d'objectif précis...","",""
56,0,0,0,"","",""
57,0,0,0,"","",""
58,0,0,0,"","",""
59,0,0,0,"","",""
60,0,0,0,"","",""
