key,0,1,2,3,4
342,3,42,"","Que penseriez-vous de mettre au point une stratégie ?","-"
343,3,43,"","Vous pourriez monter avec moi, qu'en dites-vous ?","-"
344,3,44,"","Pourrais-je monter avec vous ?","-"
400,4,0,"@","【Réponses】","Reponses."
401,4,1,"","Je ne comprends pas.","-"
402,4,2,"","Non, merci.","-"
403,4,3,"","Oui, s'il vous plaît.","-"
404,4,4,"","Je vous en prie, s'il vous plaît.","-"
405,4,5,"","Compris.","-"
406,4,6,"","Je regrette. Je suis occupé(e) pour l'instant.","-"
407,4,7,"","Je veux jouer en solo pour l'instant.","-"
408,4,8,"","Je ne sais pas répondre à cette question.","-"
409,4,9,"","Je vois.","-"
410,4,10,"","Merci de l'offre, mais je dois refuser.","-"
411,4,11,"","C'est intéressant.","-"
412,4,12,"","Euh...","-"
413,4,13,"","Hein !?","-"
414,4,14,"","Vraiment ?","-"
415,4,15,"","Hmmm.","-"
416,4,16,"","J'ai quelque chose à faire bientôt.","-"
417,4,17,"","J'aimerais refaire une partie.","-"
418,4,18,"","Arrêtons-nous là.","-"
419,4,19,"","J'aimerais faire une pause.","-"
420,4,20,"","Peut-être.","-"
500,5,0,"@","【Raisons】","Raisons."
501,5,1,"","Je lance un sort.","-"
502,5,2,"","C'est l'heure d'aller au travail.","-"
503,5,3,"","J'ai déjà quelque chose de prévu.","-"
504,5,4,"","J'ai sommeil.","-"
505,5,5,"","Je suis fatigué(e).","-"
506,5,6,"","Désolé(e), mais je dois y aller.","-"
507,5,7,"","Je ne me sens pas bien.","-"
508,5,8,"","Je n'ai pas envie.","-"
509,5,9,"","Ça m'intéresse.","-"
510,5,10,"","Je suis en pleine mission.","-"
511,5,11,"","Je suis en plein combat.","-"
512,5,12,"","Je veux gagner de l'argent.","-"
513,5,13,"","Je ne me souviens pas.","-"
514,5,14,"","Je ne sais pas.","-"
515,5,15,"","Je viens de l'utiliser.","-"
516,5,16,"","Je veux des points d'expérience.","-"
517,5,17,"","Oups ! J'ai fait une erreur.","-"
518,5,18,"","On m'a déjà invité(e).","-"
519,5,19,"","J'en ai déjà un(e).","-"
520,5,20,"","Le recrutement est terminé.","-"
521,5,21,"","Je suis en train de me préparer.","-"
522,5,22,"","Je suis occupé avec autre chose.","-"
523,5,23,"","Je bavarde.","-"
524,5,24,"","Je n'utilise pas de clavier.","-"
525,5,25,"","Je vérifie quelque chose.","-"
600,6,0,"@","【Échange】","Echange."
601,6,1,"","Puis-je l'avoir ?","-"
602,6,2,"","Pouvez-vous le faire pour moi ?","-"
603,6,3,"","Pourriez-vous baisser le prix ?","-"
604,6,4,"","Pourriez-vous me l'acheter ?","-"
605,6,5,"","Pourriez-vous me le vendre ?","-"
606,6,6,"","Pourriez-vous faire un échange ?","-"
607,6,7,"","En avez-vous besoin ?","-"
608,6,8,"","Pouvez-vous fabriquer ?","-"
609,6,9,"","En avez-vous ?","-"
610,6,10,"","Quels sont les matériaux ?","-"
611,6,11,"","Je n'ai pas d'argent.","-"
612,6,12,"","Je n'ai pas cet objet.","-"
613,6,13,"","Je n'ai rien à vous donner.","-"
614,6,14,"","Je vous donne ceci.","-"
615,6,15,"","S'il vous plaît.","-"
616,6,16,"","Récompense :","-"
617,6,17,"","Prix :","-"
618,6,18,"","Colis","-"
700,7,0,"@","【Organisation】","Organisation."
701,7,1,"","Je cherche des équipiers.","-"
702,7,2,"","Rassemblez-vous.","-"
703,7,3,"","Voulez-vous faire équipe ?","-"
704,7,4,"","Êtes-vous seul(e) ?","-"
705,7,5,"","Reste-t-il de la place ?","-"
706,7,6,"","Invitez-moi, s'il vous plaît.","-"
707,7,7,"","Laissez-moi rejoindre l'équipe.","-"
708,7,8,"","Qui est le chef d'équipe ?","-"
709,7,9,"","Même une courte durée me va.","-"
710,7,10,"","Notre équipe est complète.","-"
711,7,11,"","Aidez-moi, s'il vous plaît.","-"
712,7,12,"","Je dissous l'équipe.","-"
713,7,13,"","Je fais une pause.","-"
714,7,14,"","Je souhaite participer.","-"
715,7,15,"","Petite équipe","-"
716,7,16,"","Équipe complète","-"
717,7,17,"","Je suis inexpérimenté(e).","-"
718,7,18,"","Que diriez-vous d'ajouter des membres à l'équipe ?","-"
800,8,0,"@","【Tactiques】","Tactiques."
801,8,201,"","Suivez-moi, s'il vous plaît.","-"
802,8,202,"","Je vous suis.","-"
803,8,203,"","Veuillez l'examiner.","-"
804,8,204,"","Je l'ai trouvé(e) !","-"
805,8,1,"","Attaque maximum !","-"
806,8,2,"","Reculez un peu.","-"
807,8,3,"","Attention à l'inimitié.","-"
808,8,4,"","Éliminez d'abord celui-ci !","-"
809,8,5,"","N'attaquez pas.","-"
810,8,6,"","Entravez la cible !","-"
811,8,7,"","Empêchez-le d'agir !","-"
812,8,8,"","Soignez !","-"
813,8,9,"","Lancez le sort !","-"
814,8,10,"","Fuyez !","-"
815,8,11,"","À l'aide !","-"
816,8,12,"","Stop !","-"
817,8,13,"","Je me tiens prêt(e).","-"
818,8,14,"","Il n'y en a plus.","-"
819,8,15,"","Il n'y en a pas.","-"
820,8,16,"","Ne gaspillez pas.","-"
821,8,17,"","J'économise.","-"
822,8,18,"","Mon équipement est usé.","-"
823,8,19,"","Prêt !","-"
824,8,100,"","Placez des signes.","-"
825,8,20,"","Utilisez ça.","-"
826,8,205,"","Reposons-nous un instant.","-"
827,8,21,"","Je vais conduire l'ennemi ici.","-"
828,8,22,"","Je vais attirer l'ennemi.","-"
829,8,206,"","Attendez, s'il vous plaît.","-"
830,8,207,"","Retrouvons-nous sur place.","-"
831,8,208,"","Déplaçons-nous.","-"
832,8,209,"","Restez où vous êtes.","-"
833,8,210,"","J'arrive.","-"
834,8,211,"","Je reviens tout de suite.","-"
835,8,212,"","Jetez les dés.","-"
836,8,300,"","Point faible :","-"
837,8,301,"","Attention :","-"
838,8,302,"","Recommandation :","-"
839,8,303,"","Ordre d'élimination :","-"
840,8,304,"","Je voudrais :","-"
841,8,23,"","Accumulez de l'inimitié.","-"
842,8,24,"","L'ennemi approche !","-"
843,8,25,"","Ne vous en faites pas pour ça.","-"
844,8,26,"","Ignorez ça.","-"
845,8,1084,"","On change.","-"
846,8,27,"","Remplacez-moi !","-"
847,8,28,"","J'attaque en premier !","-"
848,8,200,"","Allons-y doucement.","-"
849,8,30,"","Allez-y !","-"
850,8,305,"","Direction :","-"
851,8,31,"","Évitez l'attaque !","-"
852,8,32,"","Tournez le dos.","-"
853,8,33,"","Encaissez des dégâts.","-"
854,8,34,"","Éloignez les ennemis.","-"
855,8,35,"","Éloignez-vous.","-"
856,8,36,"","Approchez-vous.","-"
857,8,37,"","Transportez ça.","-"
859,8,39,"","Brisez le lien !","-"
860,8,40,"","Gardez-le comme ça !","-"
861,8,41,"","Vainquons-les en même temps !","-"
862,8,42,"","Cachez-vous !","-"
863,8,43,"","Je vais manœuvrer une machine de guerre !","-"
864,8,44,"","Manœuvrez une machine de guerre !","-"
900,9,0,"@","【Rôles】","Roles."
901,9,1,"","Chef","-"
902,9,2,"","Maître","-"
903,9,10,"","Disciples de la guerre","-"
904,9,11,"","Disciples de la magie","-"
905,9,12,"","Disciples de la terre","-"
906,9,13,"","Disciples de la main","-"
907,9,20,"","Tank","-"
908,9,23,"","Attaquant de mêlée","-"
909,9,24,"","Attaquant à distance","-"
910,9,21,"","Soigneur","-"
911,9,26,"","Soutien","-"
912,9,25,"","Attaquant magique","-"
913,9,22,"","DPS","-"
950,10,0,"@","【Positions】","Positions."
951,10,1,"","Position","-"
952,10,13,"","Nord","-"
953,10,12,"","Sud","-"
954,10,10,"","Est","-"
955,10,11,"","Ouest","-"
956,10,20,"","Haut","-"
957,10,21,"","Bas","-"
958,10,23,"","Droite","-"
959,10,22,"","Gauche","-"
960,10,30,"","Avant","-"
961,10,31,"","Arrière","-"
962,10,43,"","Côté","-"
963,10,40,"","Devant","-"
964,10,46,"","Milieu","-"
965,10,41,"","Flanc","-"
966,10,44,"","À l'intérieur","-"
967,10,45,"","Dehors","-"
968,10,50,"","Par ici","-"
969,10,51,"","Là-bas","-"
970,10,52,"","Par là","-"
971,10,53,"","Plus près","-"
972,10,54,"","Plus loin","-"
973,10,60,"","Entrée","-"
974,10,61,"","Sortie","-"
975,10,42,"","Par derrière","-"
976,10,70,"","1h","-"
977,10,71,"","2h","-"
978,10,72,"","3h","-"
979,10,73,"","4h","-"
980,10,74,"","5h","-"
981,10,75,"","6h","-"
982,10,76,"","7h","-"
983,10,77,"","8h","-"
984,10,78,"","9h","-"
985,10,79,"","10h","-"
986,10,80,"","11h","-"
987,10,81,"","12h","-"
1000,11,0,"@","【Repères temporels】","Reperes temporels."
1001,11,3,"","Avant-hier","-"
1002,11,2,"","Hier","-"
1003,11,1,"","Aujourd'hui","-"
1004,11,4,"","Demain","-"
1005,11,5,"","Après-demain","-"
1006,11,11,"","La semaine dernière","-"
1007,11,10,"","Cette semaine","-"
1008,11,12,"","La semaine prochaine","-"
1009,11,20,"","am","-"
1010,11,21,"","pm","-"
1011,11,30,"","Matin","-"
1012,11,31,"","Après-midi","-"
1013,11,32,"","Nuit","-"
1014,11,40,"","Jour de la semaine","-"
1015,11,41,"","Dimanche","-"
1016,11,42,"","Lundi","-"
1017,11,43,"","Mardi","-"
1018,11,44,"","Mercredi","-"
1019,11,45,"","Jeudi","-"
1020,11,46,"","Vendredi","-"
1021,11,47,"","Samedi","-"
1022,11,50,"","Jour férié","-"
1023,11,51,"","Jour de repos","-"
1024,11,60,"","Longtemps","-"
1025,11,61,"","Pas longtemps","-"
1026,11,70,"","Date","-"
1027,11,75,"","Seconde","-"
1028,11,74,"","Minute","-"
1029,11,71,"","Heure","-"
1030,11,73,"","Mois","-"
1031,11,72,"","Année","-"
1032,11,120,"","Janvier","-"
1033,11,121,"","Février","-"
1034,11,122,"","Mars","-"
1035,11,123,"","Avril","-"
1036,11,124,"","Mai","-"
1037,11,125,"","Juin","-"
1038,11,126,"","Juillet","-"
1039,11,127,"","Août","-"
1040,11,128,"","Septembre","-"
1041,11,129,"","Octobre","-"
1042,11,130,"","Novembre","-"
1043,11,131,"","Décembre","-"
1044,11,81,"","Le mois dernier","-"
1045,11,80,"","Ce mois","-"
1046,11,82,"","Le mois prochain","-"
1047,11,84,"","L'année dernière","-"
1048,11,83,"","Cette année","-"
1049,11,85,"","L'année prochaine","-"
1050,11,90,"","Maintenant","-"
1051,11,91,"","Bientôt","-"
1052,11,92,"","N'importe quand","-"
1053,11,100,"","Premier","-"
1054,11,101,"","Dernier","-"
1055,11,110,"","Temps d'attente","-"
1056,11,111,"","Temps restant","-"
1057,11,112,"","Heure de fin","-"
1058,11,140,"","6e ère astrale","-"
1059,11,141,"","7e ère ombrale","-"
1060,11,142,"","7e ère astrale","-"
1061,11,93,"","Juste avant","-"
1062,11,94,"","Juste après","-"
1150,13,0,"@","【Déplacements】","Deplacements."
1151,13,2,"","Marcher","-"
1152,13,1,"","Courir","-"
1153,13,3,"","Poursuite","-"
1154,13,10,"","Chocobo","-"
1155,13,11,"","Chocobo personnel","-"
1156,13,12,"","Chocobo de location","-"
1157,13,13,"","Chocobo de relais","-"
1158,13,20,"","Monture","-"
1159,13,30,"","Téléportation","-"
1160,13,31,"","Rapatriement","-"
1161,13,33,"","Réseau de transport urbain éthéré","-"
1162,13,34,"","Aéronef","-"
1163,13,32,"","Point de retour","-"
1164,13,35,"","Transbordeur","-"
1165,13,21,"","Monture volante","-"
1200,14,0,"@","【Installations】","Installations."
1201,14,10,"","Éthérite","-"
1202,14,11,"","Éthérite urbaine","-"
1203,14,20,"","Guilde des aventuriers","-"
1204,14,21,"","Guilde","-"
1205,14,30,"","Échoppe","-"
1206,14,31,"","Relais à chocobos","-"
1207,14,90,"","Auberge","-"
1208,14,32,"","Sonnette","-"
1209,14,42,"","Lieu de repos","-"
1210,14,39,"","Mandant","-"
1211,14,40,"","Responsable des linkshells","-"
1212,14,33,"","Tableau des ventes","-"
1213,14,41,"","Comptoir d'embauche des servants","-"
1214,14,34,"","Réparateur","-"
1215,14,71,"","Aérodrome","-"
1216,14,35,"","Mog postier","-"
1217,14,72,"","Quai","-"
1218,14,73,"","Embarcadère","-"
1219,14,70,"","Voyages aériens","-"
1220,14,80,"","Quartier général du Maelstrom","-"
1221,14,81,"","Quartier général des Deux Vipères","-"
1222,14,82,"","Quartier général des Immortels","-"
1223,14,91,"","Quartier résidentiel","-"
1224,14,60,"","Comptoir d'enregistrement","-"
1225,14,36,"","Tableau des contrats de chasse","-"
1226,14,37,"","Météorologue","-"
1227,14,100,"","Sonnette de l'esthéticien","-"
1228,14,92,"","Annexe","-"
1229,14,101,"","Orchestrion","-"
1230,14,50,"","Mannequin d'entraînement","-"
1231,14,38,"","Spécialiste ès matérias","-"
1232,14,93,"","Appartement","-"
1233,14,102,"","Coiffeuse mirage","-"
1234,14,110,"","Livre de correspondance","-"
1235,14,103,"","Bahut personnel","-"
1236,14,104,"","Carnet de voyage","-"
1250,15,0,"@","【Grandes compagnies】","Grandes compagnies."
1251,15,1,"","Grande compagnie","-"
1252,15,2,"","Rang de grande compagnie","-"
1253,15,3,"","Matériel","-"
1254,15,4,"","Ressources","-"
1255,15,5,"","Prises de guerre","-"
1256,15,6,"","Maelstrom","-"
1257,15,7,"","Ordre des Deux Vipères","-"
1258,15,8,"","Immortels","-"
1270,16,0,"@","【Compagnie libre】","Compagnie libre."
1271,16,1,"","Compagnie libre","-"
1272,16,2,"","Signature","-"
1273,16,3,"","Annonce de la compagnie","-"
1274,16,4,"","Coffre de la compagnie","-"
1275,16,5,"","Blason de la compagnie","-"
1276,16,6,"","Bienfait de compagnie","-"
1277,16,7,"","projet de construction","-"
1278,16,8,"","atelier de compagnie","-"
1279,16,9,"","expédition en aéronef","-"
1280,16,10,"","expédition en sous-marin","-"
1300,17,0,"@","【Systèmes】","Systemes."
1301,17,1,"","Classe","-"
1302,17,2,"","Changement de classe","-"
1303,17,3,"","Job","-"
1304,17,4,"","Changement de job","-"
1305,17,6,"","Cristal d'âme","-"
1306,17,10,"","Niveau","-"
1307,17,11,"","Points d'expérience","-"
1308,17,500,"","Divinité protectrice","-"
1309,17,501,"","Race","-"
1310,17,502,"","Ethnie","-"
1311,17,700,"","Zone","-"
1312,17,5,"","Arsenal","-"
1313,17,23,"","Objet","-"
1314,17,801,"","Tenue","-"
1315,17,12,"","Bonus de repos","-"
1316,17,50,"","Solo","-"
1317,17,51,"","Équipe","-"
1318,17,200,"","Monture","-"
1319,17,201,"","Mascotte","-"
1320,17,202,"","Servant","-"
1321,17,20,"","Combat","-"
1322,17,21,"","Synthèse","-"
1323,17,22,"","Récolte","-"
1324,17,24,"","Condition","-"
1325,17,25,"","Symbiose","-"
1326,17,26,"","Affinité d'équipement","-"
1327,17,60,"","Coffre au trésor","-"
1328,17,210,"","Cible","-"
1329,17,213,"","Verrouiller","-"
1330,17,211,"","Cible focalisée","-"
1331,17,214,"","Signe","-"
1332,17,800,"","Menu","-"
1333,17,803,"","Carte","-"
1334,17,810,"","Aide (menu)","-"
1335,17,820,"","Capture d'écran","-"
1336,17,811,"","Déconnexion","-"
1337,17,812,"","Sortir du jeu","-"
1338,17,813,"","Fermer le jeu","-"
1339,17,821,"","Traduction automatique","-"
1340,17,802,"","Emote","-"
1341,17,80,"","Hauts faits","-"
1342,17,81,"","Titre","-"
1343,17,100,"","Devises","-"
1344,17,101,"","Gils","-"
1345,17,91,"","Échanger","-"
1346,17,90,"","Examiner","-"
1347,17,92,"","Poursuite automatique","-"
1348,17,52,"","Alliance","-"
1349,17,380,"","Logement","-"
1350,17,391,"","Réputation","-"
1351,17,392,"","Rang de réputation","-"
1352,17,70,"","Honneurs","-"
1353,17,150,"","mémoquartz","-"
1356,17,73,"","Vote d'expulsion","-"
1357,17,72,"","Vote d'abandon","-"
1358,17,215,"","marque au sol","-"
1359,17,212,"","cible au sol","-"
1360,17,350,"","mirages","-"
1362,17,351,"","Esthéticien","-"
1363,17,302,"","Tâches de servant","-"
1364,17,400,"","Âtma","-"
1365,17,410,"","armes du zodiaque","-"
1366,17,401,"","alexandrite","-"
1367,17,412,"","animus","-"
1368,17,413,"","novus","-"
1369,17,103,"","insignes alliés","-"
1370,17,300,"","contrat de chasse","-"
1371,17,301,"","Front de Carteneau","-"
1372,17,550,"","l'Écho","Écho"
1373,17,381,"","entraînement de chocobos","-"
1374,17,303,"","Météorologie","-"
1375,17,154,"","mémoquartz allagois poétiques","-"
1376,17,390,"","Contribution","-"
1377,17,102,"","sceaux de grande compagnie","-"
1378,17,105,"","marques de loup","-"
1379,17,411,"","zénith","-"
1380,17,414,"","nexus","-"
1381,17,104,"","insignes Centurio","-"
1384,17,63,"","Règle du butin : maître du butin","-"
1385,17,62,"","Règle du butin : juste cupidité","-"
1386,17,61,"","Règle du butin : normale","-"
1387,17,420,"","armes anima","-"
1389,17,352,"","lien éternel","-"
1390,17,12,"","niveau d'objet","-"
1391,17,13,"","synchronisation de quête","-"
1392,17,353,"","Aventures imaginaires de Khloe","-"
1396,17,71,"","Sans restriction","-"
1397,17,354,"","Actions d'interprétation","-"
1398,17,356,"","Revue de mode","-"
1400,18,0,"@","【Combat】","Combat."
1401,18,1,"","Attaque","-"
1402,18,2,"","Action","-"
1403,18,6,"","Action générale","-"
1404,18,15,"","Trait","-"
1405,18,3,"","Action de job","-"
1406,18,5,"","Talent","-"
1407,18,11,"","Magie","-"
1408,18,10,"","Technique d'arme","-"
1409,18,12,"","Aptitude","-"
1410,18,13,"","Temps de lancement","-"
1411,18,14,"","Temps de recharge","-"
1412,18,16,"","Affinité","-"
1413,18,56,"","Lien","-"
1414,18,20,"","Familier","-"
1415,18,21,"","Compagnon","-"
1416,18,53,"","Inimitié","-"
1417,18,54,"","Agressif","-"
1418,18,55,"","Non agressif","-"
1419,18,59,"","Inconscient","-"
1420,18,70,"","Butin","-"
1421,18,72,"","Répartition","-"
1422,18,71,"","Dés","-"
1423,18,18,"","Résistance","-"
1424,18,17,"","Obtention","-"
1425,18,57,"","Détection","-"
1426,18,58,"","Aire d'effet","-"
1427,18,7,"","Transcendance","-"
1428,18,50,"","Ennemi","-"
1429,18,51,"","Monstre","-"
1430,18,52,"","Monstre célèbre","-"
1432,18,81,"","Chaîne d'expérience","-"
1433,18,80,"","Bonus d'arsenal","-"
1434,18,83,"","Synchronisation de niveau","-"
1435,18,8,"","Action JcJ","-"
1436,18,102,"","Attaque à aire d'effet","-"
1437,18,104,"","Attaque à aire d'effet frontale","-"
1438,18,105,"","Attaque à aire d'effet arrière","-"
1439,18,103,"","Attaque à aire d'effet globale","-"
1440,18,300,"","Avant-poste","-"
1441,18,301,"","Habitations allagoises","-"
1442,18,302,"","Poste","-"
1443,18,303,"","Drapeau","-"
1444,18,304,"","Occupé","-"
1445,18,305,"","Inoccupé","-"
1446,18,306,"","Score stratégique","-"
1447,18,307,"","Marchés allagois","-"
1448,18,308,"","Temple allagois du soleil","-"
1449,18,19,"","Combo","-"
1450,18,9,"","Décharge d'adrénaline","-"
1451,18,100,"","Attaque sur cible unique","-"
1452,18,90,"","baliste","-"
1453,18,309,"","mémolithe allagois","-"
1454,18,200,"","les Griffes","Griffes"
1455,18,201,"","les Crocs","Crocs"
1456,18,203,"","médaille","-"
1458,18,206,"","Phase de carnage","-"
1462,18,210,"","ravitaillement adrénergétique","-"
1466,18,211,"","stimulant adrénergétique","-"
1467,18,214,"","caisse de ravitaillement","ravitaillement"
1468,18,215,"","K.O","-"
1469,18,216,"","assommés","assommées"
1470,18,217,"","soutiens","-"
1471,18,101,"","attaque continue","-"
1472,18,106,"","attaque frontale","-"
1473,18,107,"","projection","-"
1474,18,108,"","attraction","-"
1475,18,310,"","mémolithe congelé","-"
1476,18,311,"","données obtenues","-"
1477,18,212,"","ravitaillement cœur-de-loup","-"
1478,18,213,"","stimulant cœur-de-loup","-"
1479,18,400,"","cœur","-"
1480,18,401,"","champ de force magitek","-"
1481,18,402,"","tour","-"
1482,18,403,"","hangar","-"
1483,18,404,"","céruleum","-"
1484,18,405,"","générateur d'énergie","-"
1485,18,406,"","canon à vapeur","-"
1486,18,407,"","automate viking","-"
1487,18,408,"","automate mage","-"
1488,18,409,"","machine de guerre","-"
1489,18,410,"","croiseur","-"
1490,18,411,"","oppresseur","-"
1491,18,412,"","justicier","-"
1492,18,4,"","Action de rôle","-"
1494,18,202,"","Expressions figées","-"
1496,18,413,"","locomotive à céruleum","-"
1497,18,415,"","gobtank","-"
1498,18,416,"","mercenaire gobelin","-"
1499,18,500,"","Score tactique","-"
1500,19,0,"@","【État en ligne】","Etat en ligne."
1501,19,1,"","En ligne","-"
1502,19,5,"","Absent(e)","-"
1503,19,6,"","Occupé(e)","-"
1504,19,8,"","Cherche une équipe","-"
1505,19,9,"","Offre de sertir des matérias","-"
1506,19,3,"","En mission","-"
1507,19,2,"","Hors ligne","-"
1508,19,4,"","Recrute des équipiers","-"
1509,19,11,"","Novice","-"
1510,19,13,"","Mentor","-"
1511,19,14,"","Mentor (combat)","-"
1512,19,15,"","Mentor (JcJ)","-"
1513,19,16,"","Mentor (artisanat/récolte)","-"
1514,19,10,"","Jeu de rôle","-"
1515,19,11,"","Rappelé(e)","-"
1516,19,7,"","Dans un événement","-"
1521,18,501,"","terre immaculée","-"
1522,18,502,"","pacte","-"
1523,18,600,"","cristal tactique","-"
1524,18,601,"","points Crystal","-"
1525,18,602,"","étoiles de victoire","-"
1526,18,603,"","équipe Astra","-"
1527,18,604,"","équipe Umbra","-"
1550,20,0,"@","【Communication】","Communication."
1551,20,1,"","Discussion","-"
1552,20,3,"","Murmurer","-"
1553,20,2,"","Dire","-"
1554,20,4,"","Hurler","-"
1555,20,5,"","Crier","-"
1556,20,20,"","Liste d'amis","-"
1557,20,21,"","Liste noire","-"
1558,20,23,"","Recherche de joueurs","-"
1559,20,24,"","Linkshell","-"
1560,20,26,"","Lettre mog","-"
1561,20,30,"","Lodestone","-"
1562,20,31,"","Blog","-"
1563,20,32,"","Suivre","-"
1564,20,33,"","Forums","-"
1565,20,34,"","Classements","-"
1566,20,35,"","Classement des grandes compagnies","-"
1567,20,36,"","Classement des compagnies libres","-"
1568,20,6,"","Équipe","-"
1569,20,7,"","Alliance","-"
1570,20,8,"","Linkshell","-"
1571,20,9,"","Compagnie libre","-"
1572,20,10,"","Réseau des novices","-"
1573,20,11,"","Équipe JcJ","-"
1574,20,12,"","Linkshell inter-Monde","-"
1575,20,25,"","Linkshell inter-Monde","-"
1576,20,22,"","Liste de contacts","-"
1577,20,37,"","Recherche d'aventuriers","-"
1600,22,0,"@","【Artisanat et récolte】","Artisanat et recolte."
1601,22,1,"","Éclat","-"
1602,22,2,"","Cristal","-"
1603,22,3,"","Agrégat","-"
1604,22,20,"","Matéria","-"
1605,22,21,"","Matérialisation","-"
1606,22,22,"","Artisanat de matéria","-"
1607,22,30,"","Marché","-"
1608,22,31,"","Recherche d'objet","-"
1609,22,10,"","HQ","-"
1610,22,11,"","Unique","-"
1611,22,12,"","Personnel","-"
1612,22,40,"","Matériau","-"
