key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
8,"s1d2_re",1041,1,8,False,0,0,0,108,2,0,0,0,0,0,32,34,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Bivouac de Brayflox","",2,6,8,7,112007,0,-1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,"w1d3",163,1,9,False,0,0,0,108,2,0,0,0,0,0,35,37,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Temple enseveli de Qarn","",2,6,9,8,112009,0,-1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,"s1d3",159,1,10,False,0,0,0,108,2,0,0,0,0,0,50,50,45,110,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Palais du Vagabond","",2,6,10,13,112010,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,"r1d1_re",1042,1,11,False,0,0,0,108,2,0,0,0,0,0,41,43,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Vigile de Pierre","",2,6,11,10,112012,0,-1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,"w1r1",170,1,12,False,0,0,0,108,2,0,0,0,0,0,38,40,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Gouffre hurlant","",2,6,12,9,112011,0,-1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,"r1r1",171,1,13,False,0,0,0,108,2,0,0,0,0,0,44,46,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"la Forteresse de Dzemael","",2,6,13,11,112013,0,-1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,"f1d3",167,1,14,False,0,0,0,108,2,0,0,0,0,0,50,50,45,110,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Château d'Amdapor","",2,6,14,16,112015,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,"w1d4_re",1043,1,15,False,0,0,0,108,2,0,0,0,0,0,50,50,42,60,False,True,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Castrum Meridianum","",2,6,15,14,112016,0,-1,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,"w1d5_re",1044,1,86,False,0,0,0,108,2,0,0,0,0,0,50,50,42,60,False,True,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"le Praetorium","",2,6,16,15,112017,0,-1,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,"s1d4",160,1,17,False,0,0,0,108,2,0,0,0,0,0,50,50,48,110,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Phare de Sirius","",2,6,17,17,112027,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,"w1d6",349,1,18,False,0,0,0,108,2,0,0,0,0,0,50,50,48,110,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"les Mines de Clochecuivre (brutal)","",2,6,18,18,112025,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,"f1d4",350,1,19,False,0,0,0,108,2,0,0,0,0,0,50,50,48,110,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Manoir des Haukke (brutal)","",2,6,19,19,112026,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,"s1d6",362,1,20,False,0,0,0,108,2,0,0,0,0,0,50,50,55,110,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Bivouac de Brayflox (brutal)","",2,6,20,22,112048,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,"w1d7",360,1,21,False,0,0,0,108,2,0,0,0,0,0,50,50,55,110,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Halatali (brutal)","",2,6,21,21,112049,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,"f1d5",363,1,22,False,0,0,0,108,2,0,0,0,0,0,50,50,55,110,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"les Vestiges de la cité d'Amdapor","",2,6,22,20,112042,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,"s1d5",361,1,23,False,0,0,0,108,2,0,0,0,0,0,50,50,70,110,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"l'Île de Crèvecarène","",2,6,23,23,112058,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,"f1d6",373,1,24,False,0,0,0,108,2,0,0,0,0,0,50,50,70,110,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"l'Hypogée de Tam-Tara (brutal)","",2,6,24,24,112059,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,"r1d2",365,1,25,False,0,0,0,108,2,0,0,0,0,0,50,50,70,110,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Vigile de Pierre (brutal)","",2,6,25,25,112060,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,"w1d8",367,1,26,False,0,0,0,108,2,0,0,0,0,0,50,50,80,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Temple enseveli de Qarn (brutal)","",2,6,26,28,112068,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,"r1d3",371,1,27,False,0,0,0,108,2,0,0,0,0,0,50,50,80,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Manteneige","",2,6,27,26,112066,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,"s1d7",387,1,28,False,0,0,0,108,2,0,0,0,0,0,50,50,80,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Sastasha (brutal)","",2,6,28,27,112067,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,"f1d7",189,1,29,False,0,0,0,108,2,0,0,0,0,0,50,50,90,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Château d'Amdapor (brutal)","",2,6,29,31,112077,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,"s1d8",188,1,30,False,0,0,0,108,2,0,0,0,0,0,50,50,90,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Palais du Vagabond (brutal)","",2,6,30,30,112078,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,"d2d3",416,1,31,False,1,0,0,108,2,0,0,0,0,0,59,60,120,150,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"la Grande bibliothèque de Gubal","",2,7,31,44,112091,0,-1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,"l1d1",150,1,32,False,0,0,0,108,2,0,0,0,0,0,50,50,90,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Gardien du lac","",2,6,32,29,112076,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,"a2d2",420,1,33,False,1,0,0,108,2,0,0,0,0,0,60,60,145,210,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Nalloncques","",2,7,33,46,112093,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,"r2d2",421,1,34,False,1,0,0,108,2,0,0,0,0,0,57,58,115,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"La Voûte","",2,7,34,43,112090,0,-1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,"a2d3",430,1,35,False,1,0,0,108,2,0,0,0,0,0,60,60,145,210,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Le Continuum fractal","",2,7,35,47,112094,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,"r2d1",434,1,36,False,1,0,0,108,2,0,0,0,0,0,51,52,100,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Vigile du Crépuscule","",2,7,36,40,112087,0,-1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,"d2d1",441,1,37,False,1,0,0,108,2,0,0,0,0,0,53,54,105,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Sohm Al","",2,7,37,41,112088,0,-1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,"a2d1",438,1,38,False,1,0,0,108,2,0,0,0,0,0,60,60,142,180,False,True,True,True,True,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"le Laboratoire de magismologie","",2,7,38,45,112092,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,"d2d2",435,1,39,False,1,0,0,108,2,0,0,0,0,0,55,56,110,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"L'Aire","",2,7,39,42,112089,0,-1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,"s1d9",510,1,40,False,1,0,0,108,2,0,0,0,0,0,60,60,170,240,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Phare de Sirius (brutal)","",2,7,40,49,112117,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,"d2d4",511,1,41,False,1,0,0,108,2,0,0,0,0,0,60,60,170,240,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"l'Arboretum Sainte-Mocianne","",2,7,41,48,112116,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,"go001",214,1,10001,False,0,0,0,108,2,0,0,0,0,0,10,11,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Entraînement<Indent/>: groupes d'ennemis","",3,0,1001,1,111006,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,"go002",190,1,10002,False,0,0,0,108,2,0,0,0,0,0,10,11,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Chasse au fantôme fantoche","",3,0,1002,2,111001,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,"go003",215,1,10003,False,0,0,0,108,2,0,0,0,0,0,15,16,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Entraînement<Indent/>: in<SoftHyphen/>fil<SoftHyphen/>tra<SoftHyphen/>tion en base ennemie","",3,0,1003,3,111007,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,"go004",216,1,10004,False,0,0,0,108,2,0,0,0,0,0,15,16,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Reconquête d'une carapace escamotée","",3,0,1004,4,111008,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,"go005",191,1,10005,False,0,0,0,108,2,0,0,0,0,0,20,21,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Opération fleurs du mal","",3,0,1005,5,111002,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,"go006",192,1,10006,False,0,0,0,108,2,0,0,0,0,0,20,21,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Expédition punitive contre les Ventrerouge","",3,0,1006,6,111003,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,"go007",220,1,10007,False,0,0,0,108,2,0,0,0,0,0,25,26,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Briaxio à bras raccourcis","",3,0,1007,7,111005,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,"go008",219,1,10008,False,0,0,0,108,2,0,0,0,0,0,25,26,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Les Gobelins bombardiers","",3,0,1008,8,111004,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,"go009",221,1,10009,False,0,0,0,108,2,0,0,0,0,0,30,31,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Sus au morbol pollueur","",3,0,1009,9,111009,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,"go010",222,1,10010,False,0,0,0,108,2,0,0,0,0,0,30,31,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Buso l'immolateur","",3,0,1010,10,111010,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,"go011",223,1,10011,False,0,0,0,108,2,0,0,0,0,0,35,36,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Ombres et griffes","",3,0,1011,11,111011,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,"go012",298,1,10012,False,0,0,0,108,2,0,0,0,0,0,35,36,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Longue vie à la Reine","",3,0,1012,12,111012,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,"go013",299,1,10013,False,0,0,0,108,2,0,0,0,0,0,40,41,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Quintettes infernaux","",3,0,1013,13,111013,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,"go014",300,1,10014,False,0,0,0,108,3,0,0,0,0,0,40,41,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Trinité sinistre","",3,0,1014,14,111014,0,-1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,"w1fa_re",1045,1,20001,False,0,0,0,108,2,0,0,0,0,0,20,22,0,0,False,True,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"le Cratère des tisons","",4,8,2001,1,112008,0,-1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,"s1fa_re",1046,1,20002,False,0,0,0,108,2,0,0,0,0,0,34,36,0,0,False,True,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"le Nombril","",4,8,2002,2,112018,0,-1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,"r1fa_re",1047,1,20003,False,0,0,0,108,2,0,0,0,0,0,44,46,0,0,False,True,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Hurlœil","",4,8,2003,3,112019,0,-1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,"w1fa_2",292,1,20004,False,0,0,0,108,3,0,0,0,0,0,50,50,49,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Cratère des tisons (brutal)","",4,8,2004,12,112021,0,-1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,"s1fa_2",293,1,20005,False,0,0,0,108,3,0,0,0,0,0,50,50,57,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Nombril (brutal)","",4,8,2005,14,112022,0,-1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,"r1fa_2",294,1,20006,False,0,0,0,108,3,0,0,0,0,0,50,50,52,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Hurlœil (brutal)","",4,8,2006,13,112023,0,-1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,"w1fa_3",295,1,20008,False,0,0,0,108,3,0,0,0,0,0,50,50,70,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Cratère des tisons (extrême)","",4,19,2008,103,112028,0,-1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
