key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
8,"Zufallsinhalt: Stufe 80","Stufe 80","","Aus den freigeschalteten Dungeons für Stufe 80 wird einer zufällig ausgewählt. Der erfolgreiche Abschluss wird mit einem Bonus belohnt.

※ Die Höhe des Routine- und Gil-Bonus richtet sich nach der Klassen- bzw. Jobstufe und entschädigt für die Differenz, die man für einen der Stufe angemessenen Inhalt erhalten hätte.
※ Der Bonus für Zufallsinhalte kann einmal pro Tag erhalten werden.
※ Bei Teilnahme als bestehende Gruppe wird kein Bonus für gefragte Rollen gewährt.","Dungeons (St. 80) für Leichte Trupps",3,0,False,True,2,False,80,80,460,0,112123,7,0,100,15,0,0,2,142,2,0,0,7,1,0,90,0,True,True,False,False,2,0,False,0,False,True
9,"Zufallsinhalt: Mentor","Mentor","","Aus den freigeschalteten Mentoren-Inhalten wird zufällig einer für Kampf-Mentoren ausgewählt. Der erfolgreiche Abschluss wird mit einem Bonus belohnt.

※ Die Höhe des Routine- und Gil-Bonus richtet sich nach der Klassen- bzw. Jobstufe und entschädigt für die Differenz, die man für einen der Stufe angemessenen Inhalt erhalten hätte.
※ Der Bonus für Zufallsinhalte kann einmal pro Tag erhalten werden.","Mentoren-Inhalte",4,0,False,True,2,False,90,90,565,0,112144,8,0,30,10,0,0,10,142,1,0,0,8,1,0,30,120,True,True,False,False,2,0,False,0,False,True
10,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
11,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
12,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
13,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
14,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
15,"Zufallsinhalt: Allianz-Raid","Allianz-Raid","","Unter allen Allianz-Raids für 24 Spieler, an denen du schon teilnehmen kannst, wird einer zufällig ausgewählt. Bei erfolgreichem Abschluss winkt eine Sondervergütung.

※ Die Höhe des Routine- und Gil-Bonus richtet sich nach der Klassen- bzw. Jobstufe und entschädigt für die Differenz, die man für einen der Stufe angemessenen Inhalt erhalten hätte.
※ Der Bonus für Zufallsinhalte kann einmal pro Tag erhalten werden.","Allianz-Raids",0,0,False,True,1,False,50,50,70,0,112259,9,120,120,50,0,0,8,142,5,0,0,9,1,0,120,0,True,True,False,False,2,0,False,0,False,True
16,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
17,"Zufallsinhalt: Normaler Raid","Normaler Raid","","Unter allen Raids für 8 Spieler, an denen du schon teilnehmen kannst, wird einer zufällig ausgewählt. Bei erfolgreichem Abschluss winkt eine Sondervergütung.

※ Die Höhe des Routine- und Gil-Bonus richtet sich nach der Klassen- bzw. Jobstufe und entschädigt für die Differenz, die man für einen der Stufe angemessenen Inhalt erhalten hätte.
※ Der Bonus für Zufallsinhalte kann einmal pro Tag erhalten werden.","Normale Raids",1,0,False,True,1,False,60,60,170,0,112294,10,80,60,20,0,0,9,142,3,0,0,10,1,0,90,0,True,True,False,False,2,0,False,0,False,True
18,"Chocobo-Rennen: Sagolii-Straße","Sagolii-Straße","","Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Die Rennklasse wird anhand der Chocobo-Wertung bestimmt.
※ Bei einer Teilnahme als Gruppe wird die Rennklasse anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.","",0,0,True,True,4,False,1,0,0,0,112086,0,0,0,0,0,0,32,109,23,3,8,-1,19,26,10,0,True,False,False,False,0,0,False,0,False,True
19,"Chocobo-Rennen: Sonnenküste","Sonnenküste","","Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Die Rennklasse wird anhand der Chocobo-Wertung bestimmt.
※ Bei einer Teilnahme als Gruppe wird die Rennklasse anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.","",0,0,True,True,4,False,1,0,0,0,112084,0,0,0,0,0,0,33,109,23,3,8,-1,19,26,10,0,True,False,False,False,0,0,False,0,False,True
20,"Chocobo-Rennen: Pfad der Seelenruhe","Pfad der Seelenruhe","","Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Die Rennklasse wird anhand der Chocobo-Wertung bestimmt.
※ Bei einer Teilnahme als Gruppe wird die Rennklasse anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.","",0,0,True,True,4,False,1,0,0,0,112085,0,0,0,0,0,0,34,109,23,3,8,-1,19,26,10,0,True,False,False,False,0,0,False,0,False,True
21,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Die Rennklasse wird anhand der Chocobo-Wertung bestimmt.
※ Bei einer Teilnahme als Gruppe wird die Rennklasse anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.","",0,0,True,True,4,False,1,0,0,0,112295,0,0,0,0,0,0,31,109,23,3,8,-1,19,26,10,0,True,False,False,False,0,0,False,0,False,True
22,"Chocobo-Rennen: Sagolii-Straße (keine Belohnung)","Sagolii-Straße (keine Belohnung)","","Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Es können nur Grup<SoftHyphen/>pen<SoftHyphen/>mit<SoftHyphen/>glieder am Rennen teilnehmen.
※ Die Rennklasse wird anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.
※ Es werden keine Routine und Vergütungen vergeben.","",0,0,True,True,4,False,1,0,0,0,112086,0,0,0,0,0,0,36,109,23,3,8,-1,19,27,10,0,True,False,False,False,0,0,False,0,False,True
23,"Chocobo-Rennen: Sonnenküste (keine Belohnung)","Sonnenküste (keine Belohnung)","","Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Es können nur Grup<SoftHyphen/>pen<SoftHyphen/>mit<SoftHyphen/>glieder am Rennen teilnehmen.
※ Die Rennklasse wird anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.
※ Es werden keine Routine und Vergütungen vergeben.","",0,0,True,True,4,False,1,0,0,0,112084,0,0,0,0,0,0,37,109,23,3,8,-1,19,27,10,0,True,False,False,False,0,0,False,0,False,True
24,"Chocobo-Rennen: Pfad der Seelenruhe (keine Belohnung)","Pfad der Seelenruhe (keine Belohnung)","","Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Es können nur Grup<SoftHyphen/>pen<SoftHyphen/>mit<SoftHyphen/>glieder am Rennen teilnehmen.
※ Die Rennklasse wird anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.
※ Es werden keine Routine und Vergütungen vergeben.","",0,0,True,True,4,False,1,0,0,0,112085,0,0,0,0,0,0,38,109,23,3,8,-1,19,27,10,0,True,False,False,False,0,0,False,0,False,True
25,"Chocobo-Rennen: Zufallsstrecke (keine Belohnung)","Zufallsstrecke (keine Belohnung)","","Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Es können nur Grup<SoftHyphen/>pen<SoftHyphen/>mit<SoftHyphen/>glieder am Rennen teilnehmen.
※ Die Rennklasse wird anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.
※ Es werden keine Routine und Vergütungen vergeben.","",0,0,True,True,4,False,1,0,0,0,112295,0,0,0,0,0,0,35,109,23,3,8,-1,19,27,10,0,True,False,False,False,0,0,False,0,False,True
26,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,34,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
27,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,35,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
28,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,36,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
29,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,37,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
30,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,38,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
31,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,39,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
32,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,40,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
33,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,41,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
34,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,42,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
35,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,43,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
36,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,44,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
37,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,45,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
38,"Chocobo-Rennen: Zufallsstrecke","Zufallsstrecke","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,46,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
39,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
40,"Crystalline Conflict: Freies Spiel","Freies Spiel","","Crystalline Conflict - so nennt die Eorzäische Allianz ihre neueste Gefechtsübung, die ein Scharmützel zwischen zwei kleinen Trupps simuliert. Es gilt, ein hitziges Schlachtfeld voller magischer Mechanismen zu dominieren und einen Kristall, der das Herzstück der Übung darstellt, sicher an sein Ziel zu bringen!","",0,0,False,True,3,True,30,30,0,0,112471,0,0,0,0,0,0,47,146,29,3,1,-1,6,43,5,0,False,False,False,False,0,40027,False,0,False,True
41,"Crystalline Conflict: Gewertetes Spiel","Gewertetes Spiel","","Crystalline Conflict - so nennt die Eorzäische Allianz ihre neueste Gefechtsübung, die ein Scharmützel zwischen zwei kleinen Trupps simuliert. Es gilt, ein hitziges Schlachtfeld voller magischer Mechanismen zu dominieren und einen Kristall, der das Herzstück der Übung darstellt, sicher an sein Ziel zu bringen!

※ Siegessterne und Kristallpunkte werden je nach Ausgang der Partie bestimmt.
※ Es werden Gegner mit ähnlichem Rang und Kampfklasse vermittelt.
※ Gruppen werden nach ausgewogener Rollenverteilung und ähnlichem Rang, Kampfklasse und Kristallpunkten gebildet.","",0,0,False,True,3,True,30,30,0,0,112472,0,0,0,0,0,0,48,146,29,3,1,-1,6,43,5,0,False,False,False,False,0,40030,False,0,False,False
