key,0,1
9,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_003","À l'écoute de votre lutte épique, quelques vers ont germé dans mon esprit. Permettez-moi de vous les réciter."
10,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_004","♪ De ses chaînes lunaires, une divinité créée par les Anciens s'est libérée.
♪ À leurs vœux de salvation du monde, chaos et destruction elle a apporté."
11,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_005","♪ Au-delà des cieux, <If(PlayerParameter(4))>l'héroïne<Else/>le héros</If> des humains s'est <If(PlayerParameter(4))>envolée<Else/>envolé</If>.
♪ Pour sauver sa planète et les siens, la menace des Ténèbres <If(PlayerParameter(4))>elle<Else/>il</If> s'en va défier."
12,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_006","Je n'arrive pas à croire que Zordiarche soit né du sacrifice de la moitié de l'humanité... La force de la détermination des Anciens est à la fois admirable et terrifiante."
13,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_007","Quelle tristesse que leurs espérances aient été réduites à néant par l'un des leurs. Le désespoir de ce Fandaniel devait être immense pour qu'il en arrive là..."
14,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_008","Mais n'ayant pas été leur contemporain, je me sens indigne d'interpréter leurs sentiments. Vous <If(PlayerParameter(4))>seule<Else/>seul</If> connaissez la vérité, et c'est cer<SoftHyphen/>tai<SoftHyphen/>ne<SoftHyphen/>ment mieux ainsi."
15,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_009","Je m'en tiendrai à chanter en l'honneur de leur mémoire pour que l'humanité se souvienne... Pour que personne n'oublie jamais qu'ils ont existé."
16,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_010","Eh bien, voilà qui promet<Indent/>! Vous avez toute mon attention."
17,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_011","Pour prouver que vous étiez dignes de sauver le monde de l'ané<SoftHyphen/>an<SoftHyphen/>tis<SoftHyphen/>se<SoftHyphen/>ment, vous et vos amis avez relevé l'épreuve proposée par Hydaelyn, la volonté de la planète... Je suis habitué à entendre vos prouesses, mais celle-ci tient véritablement de la légende."
18,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_012","Quant à Venat, le fait qu'elle ait patiemment attendu votre venue pendant des siècles... que dis-je, des <Emphasis>millénaires</Emphasis><Indent/>! Cela dépasse tout simplement l'entendement."
19,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_013","Inutile de vous dire que c'est exactement le genre d'histoire qui exalte mon inspiration<Indent/>! Voici quelques vers qui, je l'espère, vous raviront."
20,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_014","♪ Par-delà les époques, deux âmes bien<SoftHyphen/>veil<SoftHyphen/>lan<SoftHyphen/>tes se rencontrèrent.
♪ Pour le salut du monde, chacune leur lutte elles perpétuèrent."
21,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_015","♪ Leurs retrouvailles enfin achevées après une espérance millénaire,
♪ Contre le désespoir elles s'unissent, sous le signe du Cristal-mère."
22,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_016","En réponse à votre détermination in<SoftHyphen/>é<SoftHyphen/>bran<SoftHyphen/>la<SoftHyphen/>ble de sauver le monde, Hydaelyn n'a eu d'autre choix que se dresser devant vous et vos amis pour s'assurer que vous n'alliez pas courir à votre perte."
23,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_017","Durant toute son existence en tant que volonté de la planète, elle a toujours espéré que vous seriez en mesure de la surpasser, et pourtant, elle n'a pas retenu ses coups. Quelle peine son cœur a dû endurer..."
24,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_018","Mais c'est un immense réconfort de savoir que votre voyage n'était pas vain, et qu'elle vous a confié ses espoirs pour le genre humain. Avec vous, je sais qu'ils sont entre de bonnes mains."
25,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_019","Ce nouvel exploit prodigieux mérite de venir couronner votre glorieuse épopée. Ce sera un honneur pour moi de le conter au gré de mes voyages, et même si j'ignore ce que l'histoire nous réserve, mon petit doigt me dit qu'il ne s'agit pas du dernier<Indent/>!"
26,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_020","La Guerre du chant des dragons<Indent/>? Voilà une épopée qui fait rejaillir bien des souvenirs à la surface..."
27,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_021","Mais je vous reconnais bien là, aventuri<If(PlayerParameter(4))>ère<Else/>er</If>. Après tout, votre dévotion au bien commun est également due aux épreuves que vous avez traversées."
28,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_022","En outre, maintenant que la menace de l'apocalypse est derrière nous, c'est l'esprit et le cœur légers que nous pouvons nous adonner à un moment de réminiscence empreint de nostalgie. Puis-je vous demander de me rappeler les moments forts de cet âpre conflit entre humains et dragons<Indent/>?"
29,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_023","Ah oui, ça me revient... Déjà à l'époque, vous aviez fait preuve d'un courage exemplaire."
30,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_024","En vérité, les mots me manquent pour décrire vos exploits d'alors de manière adéquate. Vous m'en voyez un peu honteux, car je manque à tous mes devoirs de ménestrel, mais n'avons-nous pas tous nos moments de faiblesse<Indent/>?"
31,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_025","Laissez-moi toutefois vous confier ceci<Indent/>: je vous admire pour avoir pré<SoftHyphen/>cieu<SoftHyphen/>se<SoftHyphen/>ment gardé ces moments au fond de votre cœur. La perte et le chagrin qui s'ensuit ne sont pas des émotions faciles à gérer, et quelle meilleure preuve que la guerre millénaire qu'elles ont provoquée..."
32,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_026","Dites-moi... Avez-vous déjà songé à une autre conclusion à cette aventure<Indent/>? Une conclusion dans laquelle le destin aurait épargné des vies innocentes..."
33,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_027","L'Histoire ne repasse pas les plats, comme on dit, mais il est humain de songer à ce qui aurait pu être..."
34,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_028","D'ailleurs, voilà que cette idée titille la Muse de mon inspiration... Tendez donc l'oreille par ici..."
35,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_029","♪ La force des lances, pointant sur l'armure argentée,
♪ Ne saurait pourfendre un camarade dévoué."
36,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_030","♪ Le temps est venu de changer le cours du destin,
♪ Et d'imaginer l'ombre du mal en lumière du bien."
37,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_031","Avez-vous reconnu l'extrait des Paroles de Louisoix le Preux<Indent/>? D'aucuns crieront peut-être au sacrilège, mais je me suis permis de l'adapter aux cir<SoftHyphen/>cons<SoftHyphen/>tan<SoftHyphen/>ces qui nous préoccupent. Quoi qu'il en soit, j'espère que ces quelques vers étaient à votre goût."
38,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_032","Oh, je ne doute pas que ce genre d'exercice peut paraître bien futile, mais... se remémorer le passé, et songer à ce qui aurait pu advenir... N'est-ce pas la meilleure des manières de se prémunir contre les mauvaises surprises qui ne manquent pas de jalonner notre chemin<Indent/>?"
39,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_033","N'hésitez donc jamais à vous replonger dans vos souvenirs, qu'ils soient joyeux ou douloureux. Puisse la force de votre imagination vous réchauffer l'âme et vous donner le courage de continuer votre combat..."
40,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_040","Un combat aux confins de l'univers<Indent/>? Avec le destin de notre monde dans la balance<Indent/>!?"
41,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_041","J'en frémis déjà d'impatience<Indent/>! Racontez-moi ça dans les moindres détails, s'il vous plaît<Indent/>!"
42,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_042","Renversant... J'étais bien sûr au courant pour l'apocalypse, mais j'ignorais que le drame s'était noué si loin dans le temps et l'espace..."
43,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_043","D'ailleurs, sait-on vraiment où vous étiez à Ultima Thulé, vous et vos amis<Indent/>?"
44,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_044","Je suis sûr que les Loporrites ou les savants qui ont conçu le Ragnarok pourraient nous donner des coordonnées concrètes, mais je ne veux pas parler de sa position dans l'espace."
45,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_045","Ce qui m'intéresse, c'est de savoir à quel <Emphasis>domaine</Emphasis> appartient Ultima Thulé."
46,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_046","Celui de la réalité<Indent/>? Celui du rêve ou de l'âme<Indent/>? Après tout, vous me l'avez décrit comme un endroit où seuls les sentiments prennent forme."
47,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_047","Hmm... On dit que les mondes de l'infiniment grand et de l'infiniment petit se ressemblent comme deux gouttes d'eau, pris à leur échelle respective."
48,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_048","Qui sait<Indent/>? Peut-être que l'espace lointain prend une forme similaire à notre propre univers intérieur, celui qu'abrite notre esprit."
49,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_049","Partant de là, on peut porter un regard différent sur la chantre de l'ané<SoftHyphen/>an<SoftHyphen/>tis<SoftHyphen/>se<SoftHyphen/>ment que vous avez combattue."
50,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_050","Qu'était-elle, en fait<Indent/>? Contre quoi avez-vous lutté<Indent/>?"
51,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_051","Ha ha, n'allez pas faire une crise existentielle à cause de ça. Il ne s'agit que des di<SoftHyphen/>va<SoftHyphen/>ga<SoftHyphen/>tions d'un humble ménestrel en quête d'inspiration<Indent/>!"
52,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_052","Je pense d'ailleurs l'avoir retrouvée grâce à votre récit."
53,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_053","Une adversaire qui avait amassé en elle le désespoir de multiples civilisations... Hmm... Et si elle en avait croisé plus au cours de son voyage<Indent/>? Croyez-vous que cela aurait influencé l'issue de votre af<SoftHyphen/>fron<SoftHyphen/>te<SoftHyphen/>ment<Indent/>?"
54,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_054","En voilà une hypothèse qui ajouterait du mordant à cette histoire<Indent/>! Je vais baser mes nouveaux vers sur elle. Permettez-moi de planter le décor."
55,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_055","Vos amis Héritiers de la Septième Aube priaient pour vous en chœur, et vous relayaient ainsi la flamme de l'espoir que vous avez toujours ensemble protégée. Mais même elle ne put percer le voile sombre du désespoir..."
56,"TEXT_CTSOPN60WANDERINGMINSTREL_00728_WANDERINGMINSTREL_000_056","Ainsi, la chantre entonna son ultime refrain d'appel à l'ané<SoftHyphen/>an<SoftHyphen/>tis<SoftHyphen/>se<SoftHyphen/>ment, et vous, votre répons final..."
