key,0,1
10,"TEXT_CTSOPN60NEMJIJI_00732_RUISSENAUD_000_105","Sachant qu'<If(PlayerParameter(4))>elle<Else/>il</If> a d'ores et déjà vaincu et recapturé ces dernières, je ne suis pas certain qu'il vaille la peine de s'attarder dessus..."
11,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_106","Mais si, mais si<Indent/>! Il y a un intérêt scien<SoftHyphen/>ti<SoftHyphen/>fi<SoftHyphen/>que majeur à étudier, du haut de nos con<SoftHyphen/>nais<SoftHyphen/>san<SoftHyphen/>ces actuelles en biologie, des êtres qui ont existé en des temps immémoriaux."
12,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_107","En tout cas, moi, ils me fascinent."
13,"TEXT_CTSOPN60NEMJIJI_00732_RUISSENAUD_000_108","Ah, tu admets enfin que c'est une de tes lubies. Passe encore, vu que tu n'es pas com<SoftHyphen/>plè<SoftHyphen/>te<SoftHyphen/>ment hors sujet... mais la prochaine fois, occupe-toi de la documentation toi-même, d'accord<Indent/>?"
14,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_110","... Bon, revenons à nos moutons, ou plutôt à nos entités ancestrales. Vous qui les avez défiées, vous devez avoir des tas de choses à m'apprendre sur elles, n'est-ce pas<Indent/>?"
15,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_111","Parlez-moi donc de la forme gardienne d'Érichthonios, ou de l'hémithéos issu de la métamorphose du grand geôlier. Je suis fana... je veux dire, les deux m'intéressent tout autant."
16,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_112","Huhuhu, merci pour tous ces détails croustillants. Je regrette presque de n'avoir pu admirer ces êtres de mes propres yeux. Je me contenterai d'un rapport détaillé... pour cette fois."
17,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_113","Tant qu'à faire, j'y adjoindrai quelques-unes de mes propres hypothèses. Qui sait, elles pourraient se confirmer par la suite."
18,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_114","En voilà une<Indent/>: vous n'êtes pas sans savoir qu'il existe à notre époque des créatures aquatiques dont la taille est décuplée à l'âge adulte."
19,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_115","Eh bien, imaginez que l'hippokampos que vous avez affronté ne soit en réalité qu'à un stade de croissance précoce, et qu'il devienne plus tard un énorme monstre marin<Indent/>! Ça laisse <If(PlayerParameter(4))>songeuse<Else/>songeur</If>, hein<Indent/>?"
20,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_116","Ne soyez pas si <If(PlayerParameter(4))>choquée<Else/>choqué</If>, voyons. Je suis bien consciente que c'est une hypothèse hardie de ma part, et que nous ignorons encore si les bêtes issues de la magie créatrice sont capables de grandir..."
21,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_117","Mais enfin, il faut savoir laisser libre cours à son imagination<Indent/>! Pour moi, c'est simple, toutes les conjectures sont valables tant qu'elles n'ont pas été démenties, preuve à l'appui. C'est ce qu'on appelle l'inspiration<Indent/>!"
22,"TEXT_CTSOPN60NEMJIJI_00732_Q1_100_100","Que dites-vous<Indent/>?"
23,"TEXT_CTSOPN60NEMJIJI_00732_A1_100_100","L'“inspiration” a sa place dans un rapport scien<SoftHyphen/>ti<SoftHyphen/>fi<SoftHyphen/>que...<Indent/>?"
24,"TEXT_CTSOPN60NEMJIJI_00732_A2_100_100","C'est un point de vue intéressant..."
25,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_120","Huhuhu<Indent/>! Il suffit de rajouter une mention “sous réserve de validation” à côté des passages les plus... subjectifs, et le tour est joué<Indent/>! Allez, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>, au diable l'avarice<Indent/>! Faisons rimer ensemble biologie et fantaisie<Indent/>!"
26,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_400","Nos recherches avancent... en catimini. Sur ordre du professeur Claudien, nous tâchons de maintenir une certaine discrétion vis-à-vis des autres institutions scien<SoftHyphen/>ti<SoftHyphen/>fi<SoftHyphen/>ques."
27,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_401","Nous serions de toute façon incapables de livrer un compte rendu exhaustif, puisque nous ignorons encore dans quelle mesure les événements du Pandæmonium influencent notre présent."
28,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_402","Une chose est sûre, les souvenirs enfouis dans le cristal relient le passé à notre époque. Hélas, ce dernier n'a plus du tout réagi depuis que vous avez entendu la voix."
29,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_403","Nous avons rassemblé d'autres cristaux mémoriels – des cristaux d'âme notamment – et entamé une étude comparative avec le nôtre. Mais elle n'a rien donné pour le moment... "
30,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_404","Si seulement nous pouvions percevoir comme vous ces bribes du passé, cela nous ouvrirait bien des horizons. Faute de grives, on mange des merles... et ce n'est pas le professeur Claudien qui me contredira..."
