key,0,1
13,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_201","(-Vom Himmel lernen - Einführung-)<Emphasis>Hat der werte Leser jemals versucht, etwas über die Geheimnisse des Himmels zu erfahren? Nein, ich spreche nicht über das Himmelszelt, wo Tag für Tag die Wolken vorbeiziehen. Ich spreche über unendlich weit entfernte Orte. Über die funkelnden Sterne und ihre kleinen Begleiter, die sich in der finstersten Nacht zeigen.</Emphasis>"
14,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_202","(-Vom Himmel lernen - Einführung-)<Emphasis>Die meisten unserer Zeitgenossen nennen das blaue Dach über unserem Planeten „Himmel“. Aber unter jenen, die sich dem Studium des Sternenmeeres verschrieben haben, wird der Himmel als „Kosmos“ bezeichnet.</Emphasis>"
15,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_203","(-Vom Himmel lernen - Einführung-)<Emphasis>Der Kosmos ist ein Gefüge, das alle Vor<SoftHyphen/>stel<SoftHyphen/>lungs<SoftHyphen/>kraft sprengt. Es ist ein geheimnisvoller Ort. Ein Ort, an dem Fragen beantwortet werden, die wir allein mit Blick auf unseren Planeten niemals beantworten könnten. Durch das Studium des Kosmos haben wir gelernt, dass es tatsächlich die Planeten sind, die um ihren Stern kreisen und nicht umgekehrt. Warum das so ist, können nur wenige beantworten, aber es sind elementare Fragen.</Emphasis>"
16,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_204","(-Vom Himmel lernen - Einführung-)<Emphasis>Die alten Allager verstanden am meisten von den Gesetzen und Prinzipien des Kosmos. Sie waren es, die Dalamud über die Grenzen unseres Planeten hinauswuchteten und nach den Sternen griffen.</Emphasis>"
17,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_205","(-Vom Himmel lernen - Einführung-)<Emphasis>Der geneigte Leser mag sich nun verwundert fragen, ob der Autor seinen Verstand verloren habe und wirres Zeug schreibe.</Emphasis>"
18,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_206","(-Vom Himmel lernen - Einführung-)<Emphasis>Doch mitnichten! Ich versichere, alles, was ich hier darlege, basiert auf wissenschaftlich erarbeiteten und mehrfach bestätigten Erkenntnissen. Die Sternenkonstellationen, die wir heute an unserem Nachthimmel bewundern, sind andere als jene, die vor Jahrtausenden am Himmel standen. Und sie verändern sich immer weiter.</Emphasis>"
19,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_207","(-Vom Himmel lernen - Einführung-)<Emphasis>Was ist, wenn ich dem geneigten Leser sagen würde: Die Sterne sind Reisende im Kosmos und mit jedem Jahr entfernen sie sich weiter voneinander? Wäre dann das Feuer der Neugierde entfacht?</Emphasis>"
20,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_208","In der empfohlenen Literatur sind die grundlegenden Gesetze und Prinzipien des Kosmos beschrieben."
21,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTWO_000_211","(-Der Wandel der Stadt aus dem Blickwinkel des Rates-)<Emphasis>Nach der Gründung Sharlayans, einer in dieser Welt einzigartigen Nation, wurden wichtige Entscheidungen, die die Geschicke des Landes beeinflussten, in sogenannten Bürgerparlamenten gefällt. Alle Bürger Sharlayans hatten das Recht, an diesen Versammlungen teilzunehmen, sofern sie es wünschten.</Emphasis>"
22,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTWO_000_212","(-Der Wandel der Stadt aus dem Blickwinkel des Rates-)<Emphasis>Doch mit der Zunahme der Bevölkerung wuchsen auch die Bürgerparlamente. Diskussionen zogen sich immer weiter in die Länge, ohne dass man zu einer Entscheidung gelangte. Die Situation war alsbald unhaltbar geworden und führte am Ende zur Handlungsunfähigkeit.</Emphasis>"
23,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTWO_000_213","(-Der Wandel der Stadt aus dem Blickwinkel des Rates-)<Emphasis>Man diskutierte eine Reihe von Reformen, und im Jahre 201 der Sechsten Ära des Lichts entschied man sich schließlich für eine Form der repräsentativen Demokratie.</Emphasis>"
24,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTWO_000_214","(-Der Wandel der Stadt aus dem Blickwinkel des Rates-)<Emphasis>Dies war die Geburtsstunde des Rates der Philosophen. Seither ist es die Aufgabe aller volljährigen Sharlayaner, einen von neunundneunzig Repräsentanten zu wählen, der an ihrer statt im Parlament spricht.</Emphasis>"
25,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_215","In der empfohlenen Literatur sind wichtige Informationen über den Rat der Philosophen enthalten."
26,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_221","(-Sammler des Wissens-)<Emphasis>Nyunkrepf ist ohne Zweifel der wichtigste Urvater der Sharlayaner. Während der Sechsten Katastrophe wurde er Zeuge blutigster Konflikte zwischen den Völkern Eorzeas und entschloss sich, diese Barbarei hinter sich zu lassen und eine Siedlung inmitten des Nordmeeres zu gründen.</Emphasis>"
27,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_222","(-Sammler des Wissens-)<Emphasis>Der Überlieferung nach sprach er: „Dem Krieg will ich endgültig den Rücken kehren und in weiter Ferne dem Pfad des Wissens und der Weisheit folgen.“</Emphasis>"
28,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_223","(-Sammler des Wissens-)<Emphasis>Diesen Leitspruch sehen wir Sharlayaner auch heute noch als eine Verpflichtung an.</Emphasis>"
29,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_224","(-Sammler des Wissens-)<Emphasis>Deshalb sind wir als Nation einzigartig. Unsere Macht stützt sich nicht auf Militär, sondern einzig auf unser gesammeltes Wissen.</Emphasis>"
30,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_225","(-Sammler des Wissens-)<Emphasis>Unsere Händler sind herausragend, weil sie Wirtschaftszusammenhänge verstehen. Unsere Bauern haben dank wissenschaftlicher Erkenntnisse hervorragende Erträge. Aufgrund unserer Ingenieurskunst beherrschen wir komplexe Wasserversorgungssysteme und müssen keinen Durst leiden.</Emphasis>"
31,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_226","(-Sammler des Wissens-)<Emphasis>Wir helfen, dieses Wissen und die Weisheit in der Welt zu verbreiten und sie so zu einem besseren Ort für alle zu machen. Und schließlich erlangen wir dadurch auch Ansehen, Respekt und Wohlstand für unsere einzigartige Nation.</Emphasis>"
32,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_227","(-Sammler des Wissens-)<Emphasis>Das ist unsere Mission und das Wesen eines jeden Sharlayaners. Wir werden das Geschenk des Friedens und der Weisheit unserer Vorfahren ehren. Für uns selbst und für eine bessere Zukunft.</Emphasis>"
33,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_228","In der empfohlenen Literatur wird das Weltbild der Sharlayaner beschrieben."
34,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_231","(-Für immer zwanzig-)<Emphasis>Lieber Freund der Gelehrsamkeit. Hältst du vielleicht auch lange Mahlzeiten und ausgiebige Nachtruhe für Zeit<SoftHyphen/>verschwen<SoftHyphen/>dung? Siehst du möglicherweise körperliche Ertüchtigung als Strafe und nicht als sinnvollen Zeitvertreib zum Erhalt deiner Kräfte?</Emphasis>"
35,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_232","(-Für immer zwanzig-)<Emphasis>Vor nicht allzu langer Zeit dachte ich das ebenfalls. Doch die Pfade des Wissens lenkten meine Meinung in eine andere Richtung.</Emphasis>"
36,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_233","(-Für immer zwanzig-)<Emphasis>Es bedarf keiner medizinischen Vorbildung, um zu wissen, dass unsere Zeit auf dieser Welt begrenzt ist. Unsere Körper altern von der Stunde der Geburt an und nachdem wir unseren physischen und geistigen Zenit erreicht haben, beginnt der scheinbar unaufhaltsame Verfall des Selbst.</Emphasis>"
37,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_234","(-Für immer zwanzig-)<Emphasis>Und so dachte ich mir, was wäre, wenn wir für immer zwanzig Jahre alt sein könnten?</Emphasis>"
38,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_235","(-Für immer zwanzig-)<Emphasis>Oder neunzehn, dreiundzwanzig oder gar vierzig Jahre. Es spielt keine Rolle. Vielmehr möchte ich auf die Implikationen für unser Leben hinweisen.</Emphasis>"
39,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_236","(-Für immer zwanzig-)<Emphasis>Denn durch einen guten und gesunden Lebenswandel können wir die Zeit, in der wir Thaliaks Werk fortführen, verlängern. Es ermöglicht uns vielleicht, diesen letzten Schritt zu gehen, der uns wahre Weisheit gewährt.</Emphasis>"
40,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_237","(-Für immer zwanzig-)<Emphasis>Auf der nächsten Seite findet sich eine Illustration unseres Körpers, basierend auf den neuesten Erkenntnissen der Medizin, Magiekunde und Ätherologie<Indent/>...</Emphasis>"
41,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_238","In der empfohlenen Literatur werden Hinweise für eine gesunde Lebensweise gegeben."
42,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_241","(-Die Gründung Sharlayans - Kinderbuchausgabe-)<Emphasis>Vor langer, langer Zeit gab es eine Insel im Nordmeer, auf der ein Roegadyn lebte, der Nyunkrepf hieß.</Emphasis>"
43,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_242","(-Die Gründung Sharlayans - Kinderbuchausgabe-)<Emphasis>Er war ein weiser Mann und hatte in den Sternen gelesen, dass eine gewaltige Flut die Welt heimsuchen würde.</Emphasis>"
44,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_243","(-Die Gründung Sharlayans - Kinderbuchausgabe-)<Emphasis>Deshalb baute er ein riesengroßes Schiff und reiste mit seinen Freunden nach Eorzea.</Emphasis>"
45,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_244","(-Die Gründung Sharlayans - Kinderbuchausgabe-)<Emphasis>Als die große Flut kam, wurden die Bewohner Eorzeas beinahe ins Meer gespült, aber der mutige Nyunkrepf und seine Freunde waren zur Stelle und konnten viele von ihnen retten. Doch dann -<Indent/>oh Schreck<Indent/>- kam eine gewaltige Welle genau auf das Schiff zu!</Emphasis>"
46,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_245","(-Die Gründung Sharlayans - Kinderbuchausgabe-)<Emphasis>Der weise Nyunkrepf nahm all seine Kraft zusammen, sprach einen mächtigen Zauber und rettete sein Schiff auf einen hohen Berg.</Emphasis>"
47,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_247","(-Die Gründung Sharlayans - Kinderbuchausgabe-)<Emphasis>Dort hatten sich bereits viele Flüchtlinge aus allen Ecken der Welt versammelt. Wasser und Brot waren knapp geworden und Kriege waren unter einstigen Nachbarn ausgebrochen.</Emphasis>"
48,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_248","(-Die Gründung Sharlayans - Kinderbuchausgabe-)<Emphasis>Nyunkrepf sah die Not und hatte Mitleid mit den Leuten. Er ließ sein gestrandetes Schiff zurück und zog mit ihnen los, um schließlich woanders ein neues Schiff zu bauen und zurück ins Nordmeer zu reisen.</Emphasis>"
49,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_249","(-Die Gründung Sharlayans - Kinderbuchausgabe-)<Emphasis>Auf einer herrlichen Insel gründeten sie eine neue, prächtige Siedlung<Indent/>- unser schönes Sharlayan.</Emphasis>"
50,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_250","In der empfohlenen Literatur steht die Gründungsgeschichte von Sharlayan geschrieben."
51,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_261","(-Auf alten Pfaden: Die Kolonie-)<Emphasis>Im Dravanischen Hinterland, an den Gestaden des Flusses Thaliak, unterhielt Sharlayan einst eine Kolonie.</Emphasis>"
52,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_262","(-Auf alten Pfaden: Die Kolonie-)<Emphasis>Es war das Jahr 1311 der Sechsten Ära des Lichts, als dort erstmals eine Station zur Beobachtung des Sternengrundes errichtet wurde.</Emphasis>"
53,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_263","(-Auf alten Pfaden: Die Kolonie-)<Emphasis>Dieses Observatorium wurde ständig erweitert, da es als Basis für Feldstudien und Expeditionen in Eorzea genutzt wurde und sich großer Beliebtheit bei Forschern aller Art erfreute.</Emphasis>"
54,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_264","(-Auf alten Pfaden: Die Kolonie-)<Emphasis>Gleichzeitig verbreitete sich die Kunde, dass dort ein Juwel des Wissens und der Gelehrsamkeit entstanden war. So zog die Einrichtung Gelehrte und solche, die es werden wollten, aus allen Teilen Eorzeas an.</Emphasis>"
55,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_265","(-Auf alten Pfaden: Die Kolonie-)<Emphasis>Fünfzig Jahre nach seiner Gründung, im Jahr 1361 der Sechsten Ära des Lichts, erklärte der Rat der Philosophen die Beobachtungsstation, die inzwischen beachtliche Ausmaße angenommen hatte, offiziell zur Kolonie Sharlayans.</Emphasis>"
56,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_266","(-Auf alten Pfaden: Die Kolonie-)<Emphasis>Die Bewohner Eorzeas ihrerseits bezeichneten die Kolonie alsbald als „Sharlayan“, viele von ihnen nichtsahnend, dass die eigentliche Nation ganz woanders ihre Wurzeln hatte.</Emphasis>"
57,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_267","(-Auf alten Pfaden: Die Kolonie-)<Emphasis>Von den Bürgern der sharlayanischen Nation wurde die Kolonie jedoch tatsächlich fortwährend als „Emporium“ bezeichnet.</Emphasis>"
58,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_268","(-Auf alten Pfaden: Die Kolonie-)<Emphasis>Nach dem Großen Exodus aus Eorzea fand erneut eine Art Umwidmung statt: Die neuen Bewohner der zurück<SoftHyphen/>gelassenen Kolonie<Indent/>- Goblins und Schatz<SoftHyphen/>sucher<Indent/>- nannten ihr neues Zuhause „Frohehalde“. Und so ist sie auch heute noch bekannt.</Emphasis>"
59,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_269","In der empfohlenen Literatur wird die Geschichte der Kolonie Sharlayan beschrieben."
60,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSEVEN_000_281","(-Anbauvorschriften: Verbotene Pflanzen (34. Revision)-)<Emphasis>Allgemeine Bestimmungen:
Ohne ausdrückliche Genehmigung ist der Anbau der folgenden Pflanzen in allen von Sharlayan verwalteten Gebieten streng verboten.</Emphasis>"
61,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_282","Du findest einen Abschnitt zu „Muscmaloi“<Indent/>..."
62,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSEVEN_000_283","(-Anbauvorschriften: Verbotene Pflanzen (34. Revision)-)<Emphasis>Auf der Grundlage einer Studie des Physis Technon wird das „Muscmaloi“ auf die Liste der verbotenen Pflanzen gesetzt.</Emphasis>"
63,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSEVEN_000_284","(-Anbauvorschriften: Verbotene Pflanzen (34. Revision)-)<Emphasis>Bei der Einnahme von Muscmaloi wurden folgende Neben<SoftHyphen/>wirkungen beobachtet: eine starke Ansammlung von Äther im Körper, begleitet von einer deutlichen Verschlechterung des Gemütszustandes der Versuchspersonen.</Emphasis>"
64,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSEVEN_000_285","(-Anbauvorschriften: Verbotene Pflanzen (34. Revision)-)<Emphasis>Muscmaloi wächst in den Wäldern des Skatay-Gebirges und wird in der traditionellen Medizin der Viera als Heilpflanze verwendet. Angesichts der starken Neben<SoftHyphen/>wirkungen wurde dennoch beschlossen, den Anbau von Muscmaloi zu verbieten.</Emphasis>"
65,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSEVEN_000_286","(-Anbauvorschriften: Verbotene Pflanzen (34. Revision)-)<Emphasis>Die Studie wurde von der Weisen Hatia verfasst, die darin ebenfalls auf mögliche Vorteile für Individuen mit einer hohen Resistenz gegen die Pflanze hinwies. Leider verstarb sie unerwartet, ehe sie ihre Untersuchung abschließen konnte.</Emphasis>"
66,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_287","Die empfohlene Literatur enthält einen Bericht über die gefährlichen Neben<SoftHyphen/>wirkungen von Muscmaloi."
