key,0,1
15,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_030","Ses sorts de magie bleue, le patron a acquis en voyageant un peu partout en Éorzéa. La liste de ces lieux d'ap<SoftHyphen/>pren<SoftHyphen/>tis<SoftHyphen/>sage, le grimoire contient."
16,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_031","Pourquoi les lieux et pas le reste<Indent/>? Que vous cherchiez les monstres par vous-même, il souhaite. De votre formation, cela ferait partie..."
17,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_032","Si votre grimoire vous égarez, un problème ce n'est pas. Qu'il est disponible en quantité limitée, le patron clame... mais en réalité, des exemplaires plein les bagages, nous avons..."
18,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_040","De très mauvais mages bleus, Latool Ja et moi faisons. Pourtant, à la famille des Boonewa, nous appartenons. Des prédis<SoftHyphen/>po<SoftHyphen/>si<SoftHyphen/>tions à la magie, nous devrions posséder..."
19,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_050","Que le patron eût nourri des ambitions aussi nobles, je ne me serais pas douté. Nous parler de ses problèmes, il aurait pu. Parfaitement inutiles, nous aurions pro<SoftHyphen/>ba<SoftHyphen/>ble<SoftHyphen/>ment été, mais tout de même..."
20,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_060","Un grand maître de magie bleue, vous allez affronter. Im<SoftHyphen/>pres<SoftHyphen/>sionnant, son arsenal de sorts s'annonce. Le vôtre, vous devrez étoffer pour à la cheville, lui arriver."
21,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_070","Si maître Whastrach, vous avez battu, alors plus fort<If(PlayerParameter(4))>e<Else/></If> que le patron, vous êtes. Le maître, l'élève a dépassé, de dire serais-je tenté<Indent/>!"
22,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_080","À votre grimoire, des sorts, le patron à ajouté. Quand exactement<Indent/>? Le dire, nul ne saurait..."
23,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_090","Contre une véritable célébrité, le patron va combattre. De faire connaître la magie bleue, une bonne occasion, ce sera."
24,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_100","Du fil à retordre, ce Siegfried suréquipé risque de vous donner... Pour toutes ses attaques pouvoir contrer, votre panoplie de sorts, vous devrez enrichir au maximum."
25,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_110","L'honneur de votre maître, vous avez lavé... Dans une pièce de théâtre à succès, on se croirait<Indent/>!"
26,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_200","De nouveaux sorts, les membres de la guilde des mages bleus ont découvert. Merci, vous pouvez leur dire. Le patron aussi, d'ailleurs..."
27,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_210","À l'affiche de la Grande Mascarade, Gogo apparaît souvent ces derniers temps. Qu'il cherche à assimiler le plus de techniques possibles, je présume... À l'affronter, ne tardez pas trop."
28,"TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_220","Que vous gagneriez, j'étais sûr<Indent/>! <If(PlayerParameter(4))>La championne<Else/>Le champion</If> de la Grande Mascarade, pour rien, vous n'êtes pas<Indent/>!"
29,"TEXT_CTSETCAOZGAHEELJA_00565_TALK_ACTOR",""
30,"TEXT_CTSETCAOZGAHEELJA_00565_000_000",""
31,"TEXT_CTSETCAOZGAHEELJA_00565_000_001",""
32,"TEXT_CTSETCAOZGAHEELJA_00565_000_002",""
33,"TEXT_CTSETCAOZGAHEELJA_00565_000_003",""
34,"TEXT_CTSETCAOZGAHEELJA_00565_000_004",""
35,"TEXT_CTSETCAOZGAHEELJA_00565_000_005",""
36,"TEXT_CTSETCAOZGAHEELJA_00565_000_006",""
37,"TEXT_CTSETCAOZGAHEELJA_00565_000_007",""
38,"TEXT_CTSETCAOZGAHEELJA_00565_000_008",""
39,"TEXT_CTSETCAOZGAHEELJA_00565_000_009",""
