key,0,1
19,"TEXT_AETHERYTE_FULL_OPEN_FST","Du hast dich mit allen Stadt-Ätheryten in Gridania harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch zur Blaudachs-Pforte, zur Gelbschlangen-Pforte und zum Luftschiff-Landeplatz teleportieren."
20,"TEXT_AETHERYTE_FULL_OPEN_FST_WITH_WHITE_WOLF_GATE","Du hast dich mit allen Stadt-Ätheryten in Gridania harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch zur Blaudachs-Pforte, zur Weißwolf-Pforte, zur Gelbschlangen-Pforte und zum Luftschiff-Landeplatz teleportieren."
21,"TEXT_AETHERYTE_FULL_OPEN_SEA","Du hast dich mit allen Stadt-Ätheryten in Limsa Lominsa harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch zum Zephyr-Tor, zum Sturmtor und zum Luftschiff-Landeplatz teleportieren."
22,"TEXT_AETHERYTE_FULL_OPEN_WIL","Du hast dich mit allen Stadt-Ätheryten in Ul'dah harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch zum Tor des Nald, zum Tor des Thal, zum neuen Sultana-Tor und zum Luftschiff-Landeplatz teleportieren."
23,"TEXT_AETHERYTE_FULL_OPEN_GOLDSAUCER","Du hast dich mit allen Stadt-Ätheryten im Manderville Gold Saucer harmonisiert."
24,"TEXT_AETHERYTE_FULL_OPEN_TOWN_ROC","Du hast dich mit allen Stadt-Ätheryten in Ishgard harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch zum Bogen des Würdigen teleportieren."
25,"TEXT_AETHERYTE_FULL_OPEN_TOWN_IDYLLSHIRE","Du hast dich mit allen Stadt-Ätheryten in Frohehalde harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch zum Nachworttor teleportieren."
26,"TEXT_AETHERYTE_FULL_OPEN_TOWN_IDYLLSHIRE_WITH_QUESTCOMP","Du hast dich mit allen Stadt-Ätheryten in Frohehalde harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch zum Nachworttor und zum Vorworttor teleportieren."
27,"TEXT_AETHERYTE_FULL_OPEN_TOWN_KUGANE","Du hast dich mit allen Stadt-Ätheryten in Kugane harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch zum Luftschiff-Landeplatz teleportieren."
28,"TEXT_AETHERYTE_FULL_OPEN_TOWN_KUGANE_WITH_QUESTCOMP","Du hast dich mit allen Stadt-Ätheryten in Kugane harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch zur Rubinsee und zum Luftschiff-Landeplatz teleportieren."
29,"TEXT_AETHERYTE_FULL_OPEN_TOWN_RHALGRS_REACH","Du hast dich mit allen Stadt-Ätheryten in Rhalgrs Wacht harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch ins Abanische Grenzland teleportieren."
30,"TEXT_AETHERYTE_FULL_OPEN_TOWN_RHALGRS_REACH_WITH_QUESTCOMP","Du hast dich mit allen Stadt-Ätheryten in Rhalgrs Wacht harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch ins Abanische Grenzland und in die Zinnen teleportieren."
31,"TEXT_AETHERYTE_FULL_OPEN_DOMAN_ENCLAVE","Du hast dich mit allen Stadt-Ätheryten in der domanischen Enklave harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch zum Goldbecken (Yanxia) teleportieren."
32,"TEXT_AETHERYTE_FULL_OPEN_DOMAN_ENCLAVE_WITH_QUESTCOMP","Du hast dich mit allen Stadt-Ätheryten in der domanischen Enklave harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch zum Goldbecken (Yanxia) und nach Gangos teleportieren."
33,"TEXT_AETHERYTE_FULL_OPEN_CRYSTALIUM","Du hast dich mit allen Stadt-Ätheryten in Crystarium harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch ins Seenland teleportieren."
34,"TEXT_AETHERYTE_FULL_OPEN_EURMORE","Du hast dich mit allen Stadt-Ätheryten in Eulmore harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch nach Kholusia teleportieren."
35,"TEXT_AETHERYTE_FULL_OPEN_OLD_SHARLAYAN","Du hast dich mit allen Stadt-Ätheryten in Alt-Sharlayan harmonisiert."
36,"TEXT_AETHERYTE_FULL_OPEN_OLD_SHARLAYAN_WITH_QUESTCOMP","Du hast dich mit allen Stadt-Ätheryten in Alt-Sharlayan harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch zum Labyrinthos teleportieren."
37,"TEXT_AETHERYTE_FULL_OPEN_RADZ_AT_HAN","Du hast dich mit allen Stadt-Ätheryten in Radz-at-Han harmonisiert."
38,"TEXT_AETHERYTE_FULL_OPEN_RADZ_AT_HAN_WITH_QUESTCOMP","Du hast dich mit allen Stadt-Ätheryten in Radz-at-Han harmonisiert und kannst dich nun über das Ätheryten<SoftHyphen/>netzwerk auch nach Thavnair teleportieren."
